ROI,Sequence,Approach,MD
LateralVentricle,NowLteDetuned,QTI,3.197978973388672
LateralVentricle,NowLteDetuned,QTI,3.137293577194214
LateralVentricle,NowLteDetuned,QTI,3.6079587936401367
LateralVentricle,NowLteDetuned,QTI,3.633437871932984
LateralVentricle,NowLteDetuned,QTI,3.694660663604736
LateralVentricle,NowLteDetuned,QTI,3.66620397567749
LateralVentricle,NowLteDetuned,QTI,3.540318012237549
LateralVentricle,NowLteDetuned,QTI,3.4771103858947754
LateralVentricle,NowLteDetuned,QTI,3.4608662128448486
LateralVentricle,NowLteDetuned,QTI,3.512787103652954
LateralVentricle,NowLteDetuned,QTI,3.5805280208587646
LateralVentricle,NowLteDetuned,QTI,3.5384929180145264
LateralVentricle,NowLteDetuned,QTI,3.482584953308105
LateralVentricle,NowLteDetuned,QTI,3.416285276412964
LateralVentricle,NowLteDetuned,QTI,3.349147319793701
LateralVentricle,NowLteDetuned,QTI,3.284472703933716
LateralVentricle,NowLteDetuned,QTI,3.2175369262695312
LateralVentricle,NowLteDetuned,QTI,3.1566367149353027
LateralVentricle,NowLteDetuned,QTI,3.633241653442383
LateralVentricle,NowLteDetuned,QTI,3.6660423278808594
LateralVentricle,NowLteDetuned,QTI,3.7234160900115967
LateralVentricle,NowLteDetuned,QTI,3.6928164958953857
LateralVentricle,NowLteDetuned,QTI,3.5867652893066406
LateralVentricle,NowLteDetuned,QTI,3.5259289741516118
LateralVentricle,NowLteDetuned,QTI,3.487813949584961
LateralVentricle,NowLteDetuned,QTI,3.520066022872925
LateralVentricle,NowLteDetuned,QTI,3.573085069656372
LateralVentricle,NowLteDetuned,QTI,3.517400026321411
LateralVentricle,NowLteDetuned,QTI,3.454985857009888
LateralVentricle,NowLteDetuned,QTI,3.404989719390869
LateralVentricle,NowLteDetuned,QTI,3.362654685974121
LateralVentricle,NowLteDetuned,QTI,3.34889554977417
LateralVentricle,NowLteDetuned,QTI,3.2983341217041016
LateralVentricle,NowLteDetuned,QTI,3.6555349826812735
LateralVentricle,NowLteDetuned,QTI,3.691904067993164
LateralVentricle,NowLteDetuned,QTI,3.658129930496216
LateralVentricle,NowLteDetuned,QTI,3.5743088722229004
LateralVentricle,NowLteDetuned,QTI,3.49758243560791
LateralVentricle,NowLteDetuned,QTI,3.431673765182495
LateralVentricle,NowLteDetuned,QTI,3.476911783218384
LateralVentricle,NowLteDetuned,QTI,3.538615226745605
LateralVentricle,NowLteDetuned,QTI,3.481008291244507
LateralVentricle,NowLteDetuned,QTI,3.4180078506469727
LateralVentricle,NowLteDetuned,QTI,3.3894612789154053
LateralVentricle,NowLteDetuned,QTI,3.371460199356079
LateralVentricle,NowLteDetuned,QTI,3.383028030395508
LateralVentricle,NowLteDetuned,QTI,3.650653123855591
LateralVentricle,NowLteDetuned,QTI,3.670952081680298
LateralVentricle,NowLteDetuned,QTI,3.6321074962615967
LateralVentricle,NowLteDetuned,QTI,3.563292980194092
LateralVentricle,NowLteDetuned,QTI,3.470199584960937
LateralVentricle,NowLteDetuned,QTI,3.3719794750213623
LateralVentricle,NowLteDetuned,QTI,3.428277969360352
LateralVentricle,NowLteDetuned,QTI,3.489673376083374
LateralVentricle,NowLteDetuned,QTI,3.427495241165161
LateralVentricle,NowLteDetuned,QTI,3.379600048065185
LateralVentricle,NowLteDetuned,QTI,3.3753232955932617
LateralVentricle,NowLteDetuned,QTI,3.372516870498657
LateralVentricle,NowLteDetuned,QTI,3.3707876205444336
LateralVentricle,NowLteDetuned,QTI,3.672705173492432
LateralVentricle,NowLteDetuned,QTI,3.610426425933838
LateralVentricle,NowLteDetuned,QTI,3.523457765579224
LateralVentricle,NowLteDetuned,QTI,3.4593632221221924
LateralVentricle,NowLteDetuned,QTI,3.402334213256836
LateralVentricle,NowLteDetuned,QTI,3.4660818576812744
LateralVentricle,NowLteDetuned,QTI,3.513225793838501
LateralVentricle,NowLteDetuned,QTI,3.4417760372161865
LateralVentricle,NowLteDetuned,QTI,3.3845531940460205
LateralVentricle,NowLteDetuned,QTI,3.367950201034546
LateralVentricle,NowLteDetuned,QTI,3.347013235092163
LateralVentricle,NowLteDetuned,QTI,3.671745538711548
LateralVentricle,NowLteDetuned,QTI,3.5911753177642822
LateralVentricle,NowLteDetuned,QTI,3.489676713943481
LateralVentricle,NowLteDetuned,QTI,3.4474363327026367
LateralVentricle,NowLteDetuned,QTI,3.4228882789611816
LateralVentricle,NowLteDetuned,QTI,3.49048924446106
LateralVentricle,NowLteDetuned,QTI,3.533461570739746
LateralVentricle,NowLteDetuned,QTI,3.462822914123535
LateralVentricle,NowLteDetuned,QTI,3.397573709487915
LateralVentricle,NowLteDetuned,QTI,3.349405527114868
LateralVentricle,NowLteDetuned,QTI,3.583290100097656
LateralVentricle,NowLteDetuned,QTI,3.4877216815948486
LateralVentricle,NowLteDetuned,QTI,3.4402191638946533
LateralVentricle,NowLteDetuned,QTI,3.4117541313171387
LateralVentricle,NowLteDetuned,QTI,3.4549453258514404
LateralVentricle,NowLteDetuned,QTI,3.466167688369751
LateralVentricle,NowLteDetuned,QTI,3.3947315216064453
LateralVentricle,NowLteDetuned,QTI,3.340156078338623
LateralVentricle,NowLteDetuned,QTI,3.425039529800415
LateralVentricle,NowLteDetuned,QTI,3.392465353012085
LateralVentricle,NowLteDetuned,QTI,3.4183361530303955
LateralVentricle,NowLteDetuned,QTI,3.3653576374053955
LateralVentricle,NowLteDetuned,QTI,3.2709641456604004
LateralVentricle,NowLteDetuned,QTI,3.316877603530884
LateralVentricle,NowLteDetuned,QTI,3.269458293914795
LateralVentricle,NowLteDetuned,QTI,3.288456678390503
LateralVentricle,NowLteDetuned,QTI,3.2671289443969727
LateralVentricle,NowLteDetuned,QTI,3.2568459510803223
LateralVentricle,NowLteDetuned,QTI,3.167750597000122
LateralVentricle,NowLteDetuned,QTI,3.1706221103668213
LateralVentricle,NowLteDetuned,QTI,3.1790244579315186
LateralVentricle,NowLteDetuned,QTI,3.1082913875579834
LateralVentricle,NowLteDetuned,QTI,3.0459907054901123
LateralVentricle,NowLteDetuned,QTI,3.0708200931549072
LateralVentricle,NowLteDetuned,QTI,3.095749616622925
LateralVentricle,NowLteDetuned,QTI,3.043407201766968
LateralVentricle,NowLteDetuned,QTI,2.996368885040283
LateralVentricle,NowLteDetuned,QTI,2.962770462036133
LateralVentricle,NowLteDetuned,QTI,2.995507001876831
LateralVentricle,NowLteDetuned,QTI,3.027729749679565
LateralVentricle,NowLteDetuned,QTI,2.971618890762329
LateralVentricle,NowLteDetuned,QTI,2.939880132675171
LateralVentricle,NowLteDetuned,QTI,2.920040845870972
LateralVentricle,NowLteDetuned,QTI,2.947618007659912
LateralVentricle,NowLteDetuned,QTI,2.983808994293213
LateralVentricle,NowLteDetuned,QTI,3.1621627807617188
LateralVentricle,NowLteDetuned,QTI,3.050445079803467
LateralVentricle,NowLteDetuned,QTI,2.94822359085083
LateralVentricle,NowLteDetuned,QTI,2.940063953399658
LateralVentricle,NowLteDetuned,QTI,2.934727907180786
LateralVentricle,NowLteDetuned,QTI,2.9481046199798584
LateralVentricle,NowLteDetuned,QTI,2.981706142425537
LateralVentricle,NowLteDetuned,QTI,3.0941362380981445
LateralVentricle,NowLteDetuned,QTI,3.021043300628662
LateralVentricle,NowLteDetuned,QTI,2.959248781204224
LateralVentricle,NowLteDetuned,QTI,2.9607081413269043
LateralVentricle,NowLteDetuned,QTI,2.964536428451538
LateralVentricle,NowLteDetuned,QTI,2.9752697944641118
LateralVentricle,NowLteDetuned,QTI,3.0084009170532227
LateralVentricle,NowLteDetuned,QTI,3.184642791748047
LateralVentricle,NowLteDetuned,QTI,3.046273946762085
LateralVentricle,NowLteDetuned,QTI,3.0169572830200195
LateralVentricle,NowLteDetuned,QTI,2.9907374382019043
LateralVentricle,NowLteDetuned,QTI,2.996387481689453
LateralVentricle,NowLteDetuned,QTI,3.00799822807312
LateralVentricle,NowLteDetuned,QTI,3.0284571647644043
LateralVentricle,NowLteDetuned,QTI,3.0644280910491943
LateralVentricle,NowLteDetuned,QTI,3.4079103469848637
LateralVentricle,NowLteDetuned,QTI,3.2710087299346924
LateralVentricle,NowLteDetuned,QTI,3.159219264984131
LateralVentricle,NowLteDetuned,QTI,3.0789055824279785
LateralVentricle,NowLteDetuned,QTI,3.085402011871338
LateralVentricle,NowLteDetuned,QTI,3.069859027862549
LateralVentricle,NowLteDetuned,QTI,3.037477970123291
LateralVentricle,NowLteDetuned,QTI,3.0342259407043457
LateralVentricle,NowLteDetuned,QTI,3.0552895069122314
LateralVentricle,NowLteDetuned,QTI,3.0944674015045166
LateralVentricle,NowLteDetuned,QTI,3.442427158355713
LateralVentricle,NowLteDetuned,QTI,3.308027744293213
LateralVentricle,NowLteDetuned,QTI,3.1851561069488525
LateralVentricle,NowLteDetuned,QTI,3.145171403884888
LateralVentricle,NowLteDetuned,QTI,3.128058910369873
LateralVentricle,NowLteDetuned,QTI,3.1761245727539062
LateralVentricle,NowLteDetuned,QTI,3.1609256267547607
LateralVentricle,NowLteDetuned,QTI,3.078413724899292
LateralVentricle,NowLteDetuned,QTI,3.0535385608673096
LateralVentricle,NowLteDetuned,QTI,3.067084312438965
LateralVentricle,NowLteDetuned,QTI,3.106814384460449
LateralVentricle,NowLteDetuned,QTI,3.4984073638916016
LateralVentricle,NowLteDetuned,QTI,3.420884370803833
LateralVentricle,NowLteDetuned,QTI,3.281505823135376
LateralVentricle,NowLteDetuned,QTI,3.1640565395355225
LateralVentricle,NowLteDetuned,QTI,3.144808053970337
LateralVentricle,NowLteDetuned,QTI,3.140785217285156
LateralVentricle,NowLteDetuned,QTI,3.171063184738159
LateralVentricle,NowLteDetuned,QTI,3.153040885925293
LateralVentricle,NowLteDetuned,QTI,3.092087507247925
LateralVentricle,NowLteDetuned,QTI,3.0754234790802
LateralVentricle,NowLteDetuned,QTI,3.081357479095459
LateralVentricle,NowLteDetuned,QTI,3.109505176544189
LateralVentricle,NowLteDetuned,QTI,3.522891044616699
LateralVentricle,NowLteDetuned,QTI,3.434722661972046
LateralVentricle,NowLteDetuned,QTI,3.398862600326538
LateralVentricle,NowLteDetuned,QTI,3.363801956176758
LateralVentricle,NowLteDetuned,QTI,3.27692985534668
LateralVentricle,NowLteDetuned,QTI,3.19207763671875
LateralVentricle,NowLteDetuned,QTI,3.166666269302368
LateralVentricle,NowLteDetuned,QTI,3.1564412117004395
LateralVentricle,NowLteDetuned,QTI,3.164497375488281
LateralVentricle,NowLteDetuned,QTI,3.1484155654907227
LateralVentricle,NowLteDetuned,QTI,3.1085455417633057
LateralVentricle,NowLteDetuned,QTI,3.100456953048706
LateralVentricle,NowLteDetuned,QTI,3.100698232650757
LateralVentricle,NowLteDetuned,QTI,3.4466114044189453
LateralVentricle,NowLteDetuned,QTI,3.404228448867798
LateralVentricle,NowLteDetuned,QTI,3.356290102005005
LateralVentricle,NowLteDetuned,QTI,3.31711483001709
LateralVentricle,NowLteDetuned,QTI,3.296776056289673
LateralVentricle,NowLteDetuned,QTI,3.308173894882202
LateralVentricle,NowLteDetuned,QTI,3.27524471282959
LateralVentricle,NowLteDetuned,QTI,3.206843614578247
LateralVentricle,NowLteDetuned,QTI,3.164731502532959
LateralVentricle,NowLteDetuned,QTI,3.1488072872161865
LateralVentricle,NowLteDetuned,QTI,3.156482219696045
LateralVentricle,NowLteDetuned,QTI,3.1680564880371094
LateralVentricle,NowLteDetuned,QTI,3.14943528175354
LateralVentricle,NowLteDetuned,QTI,3.1221165657043457
LateralVentricle,NowLteDetuned,QTI,3.3673441410064697
LateralVentricle,NowLteDetuned,QTI,3.432089328765869
LateralVentricle,NowLteDetuned,QTI,3.4141557216644287
LateralVentricle,NowLteDetuned,QTI,3.378640651702881
LateralVentricle,NowLteDetuned,QTI,3.3063008785247803
LateralVentricle,NowLteDetuned,QTI,3.279881000518799
LateralVentricle,NowLteDetuned,QTI,3.330117702484131
LateralVentricle,NowLteDetuned,QTI,3.320072889328003
LateralVentricle,NowLteDetuned,QTI,3.2449841499328613
LateralVentricle,NowLteDetuned,QTI,3.191290140151977
LateralVentricle,NowLteDetuned,QTI,3.1566412448883057
LateralVentricle,NowLteDetuned,QTI,3.179785251617432
LateralVentricle,NowLteDetuned,QTI,3.2322893142700195
LateralVentricle,NowLteDetuned,QTI,3.196796178817749
LateralVentricle,NowLteDetuned,QTI,3.1434202194213867
LateralVentricle,NowLteDetuned,QTI,3.3742809295654297
LateralVentricle,NowLteDetuned,QTI,3.4421920776367188
LateralVentricle,NowLteDetuned,QTI,3.454204797744751
LateralVentricle,NowLteDetuned,QTI,3.4259865283966064
LateralVentricle,NowLteDetuned,QTI,3.3197391033172607
LateralVentricle,NowLteDetuned,QTI,3.280245304107666
LateralVentricle,NowLteDetuned,QTI,3.328038454055786
LateralVentricle,NowLteDetuned,QTI,3.3258132934570312
LateralVentricle,NowLteDetuned,QTI,3.2813756465911865
LateralVentricle,NowLteDetuned,QTI,3.246990919113159
LateralVentricle,NowLteDetuned,QTI,3.220453977584839
LateralVentricle,NowLteDetuned,QTI,3.2200698852539062
LateralVentricle,NowLteDetuned,QTI,3.2347490787506104
LateralVentricle,NowLteDetuned,QTI,3.1639387607574463
LateralVentricle,NowLteDetuned,QTI,3.4432523250579834
LateralVentricle,NowLteDetuned,QTI,3.501371145248413
LateralVentricle,NowLteDetuned,QTI,3.5285487174987797
LateralVentricle,NowLteDetuned,QTI,3.489607572555542
LateralVentricle,NowLteDetuned,QTI,3.448382616043091
LateralVentricle,NowLteDetuned,QTI,3.37966537475586
LateralVentricle,NowLteDetuned,QTI,3.346349239349365
LateralVentricle,NowLteDetuned,QTI,3.355801582336426
LateralVentricle,NowLteDetuned,QTI,3.34344220161438
LateralVentricle,NowLteDetuned,QTI,3.3179993629455566
LateralVentricle,NowLteDetuned,QTI,3.285358667373657
LateralVentricle,NowLteDetuned,QTI,3.2560837268829346
LateralVentricle,NowLteDetuned,QTI,3.2372360229492188
LateralVentricle,NowLteDetuned,QTI,3.224977970123291
LateralVentricle,NowLteDetuned,QTI,3.133982419967652
LateralVentricle,NowLteDetuned,QTI,3.573173999786377
LateralVentricle,NowLteDetuned,QTI,3.620475053787232
LateralVentricle,NowLteDetuned,QTI,3.611656665802002
LateralVentricle,NowLteDetuned,QTI,3.521549701690674
LateralVentricle,NowLteDetuned,QTI,3.4732236862182617
LateralVentricle,NowLteDetuned,QTI,3.4524242877960205
LateralVentricle,NowLteDetuned,QTI,3.427539348602295
LateralVentricle,NowLteDetuned,QTI,3.3981077671051025
LateralVentricle,NowLteDetuned,QTI,3.374516010284424
LateralVentricle,NowLteDetuned,QTI,3.357527256011963
LateralVentricle,NowLteDetuned,QTI,3.302992820739746
LateralVentricle,NowLteDetuned,QTI,3.2454984188079834
LateralVentricle,NowLteDetuned,QTI,3.216683387756348
LateralVentricle,NowLteDetuned,QTI,3.1933908462524414
LateralVentricle,NowLteDetuned,QTI,3.627519845962525
LateralVentricle,NowLteDetuned,QTI,3.676483154296875
LateralVentricle,NowLteDetuned,QTI,3.651449918746948
LateralVentricle,NowLteDetuned,QTI,3.540616512298584
LateralVentricle,NowLteDetuned,QTI,3.4800732135772705
LateralVentricle,NowLteDetuned,QTI,3.453967809677124
LateralVentricle,NowLteDetuned,QTI,3.446617841720581
LateralVentricle,NowLteDetuned,QTI,3.4375336170196533
LateralVentricle,NowLteDetuned,QTI,3.4003994464874268
LateralVentricle,NowLteDetuned,QTI,3.364597082138061
LateralVentricle,NowLteDetuned,QTI,3.315131425857544
LateralVentricle,NowLteDetuned,QTI,3.2618680000305176
LateralVentricle,NowLteDetuned,QTI,3.228679180145264
LateralVentricle,NowLteDetuned,QTI,3.6679420471191406
LateralVentricle,NowLteDetuned,QTI,3.715538740158081
LateralVentricle,NowLteDetuned,QTI,3.675776720046997
LateralVentricle,NowLteDetuned,QTI,3.55458927154541
LateralVentricle,NowLteDetuned,QTI,3.4864299297332764
LateralVentricle,NowLteDetuned,QTI,3.4502015113830566
LateralVentricle,NowLteDetuned,QTI,3.457904100418091
LateralVentricle,NowLteDetuned,QTI,3.4735217094421387
LateralVentricle,NowLteDetuned,QTI,3.4130802154541016
LateralVentricle,NowLteDetuned,QTI,3.3452389240264893
LateralVentricle,NowLteDetuned,QTI,3.324535846710205
LateralVentricle,NowLteDetuned,QTI,3.304046869277954
LateralVentricle,NowLteDetuned,QTI,3.2842531204223637
LateralVentricle,NowLteDetuned,QTI,3.7041869163513184
LateralVentricle,NowLteDetuned,QTI,3.647122383117676
LateralVentricle,NowLteDetuned,QTI,3.5260238647460938
LateralVentricle,NowLteDetuned,QTI,3.442168474197388
LateralVentricle,NowLteDetuned,QTI,3.376776218414306
LateralVentricle,NowLteDetuned,QTI,3.400419235229492
LateralVentricle,NowLteDetuned,QTI,3.4370837211608887
LateralVentricle,NowLteDetuned,QTI,3.369126081466675
LateralVentricle,NowLteDetuned,QTI,3.3002772331237797
LateralVentricle,NowLteDetuned,QTI,3.3111379146575928
LateralVentricle,NowLteDetuned,QTI,3.317836284637451
LateralVentricle,NowLteDetuned,QTI,3.630427598953247
LateralVentricle,NowLteDetuned,QTI,3.5071167945861816
LateralVentricle,NowLteDetuned,QTI,3.4107532501220703
LateralVentricle,NowLteDetuned,QTI,3.3182339668273926
LateralVentricle,NowLteDetuned,QTI,3.3505120277404785
LateralVentricle,NowLteDetuned,QTI,3.393427610397339
LateralVentricle,NowLteDetuned,QTI,3.3150107860565186
LateralVentricle,NowLteDetuned,QTI,3.252504110336304
LateralVentricle,NowLteDetuned,QTI,3.503614902496338
LateralVentricle,NowLteDetuned,QTI,3.434093952178955
LateralVentricle,NowLteDetuned,QTI,3.3673222064971924
LateralVentricle,NowLteDetuned,QTI,3.3951399326324463
LateralVentricle,NowLteDetuned,QTI,3.4109575748443604
LateralVentricle,NowLteDetuned,QTI,3.332068920135498
LateralVentricle,NowLteDetuned,QTI,3.268853187561035
LateralVentricle,NowLteDetuned,QTI,3.4476726055145264
LateralVentricle,NowLteDetuned,QTI,3.4027469158172607
LateralVentricle,NowLteDetuned,QTI,3.4251413345336914
LateralVentricle,NowLteDetuned,QTI,3.2727062702178955
LateralVentricle,NowLteDetuned,QTI,3.2446022033691406
LateralVentricle,NowLteDetuned,QTI,3.2452878952026367
LateralVentricle,NowLteDetuned,QTI,3.214714765548706
LateralVentricle,NowLteDetuned,QTI,3.20084810256958
LateralVentricle,NowLteDetuned,QTI,3.196326732635498
LateralVentricle,NowLteDetuned,QTI,3.178061485290528
LateralVentricle,NowLteDetuned,QTI,3.15970516204834
LateralVentricle,NowLteDetuned,QTI,3.177349805831909
LateralVentricle,NowLteDetuned,QTI,3.165066957473755
LateralVentricle,NowLteDetuned,QTI,3.154872179031372
LateralVentricle,NowLteDetuned,QTI,3.16544771194458
LateralVentricle,NowLteDetuned,QTI,3.165985107421875
LateralVentricle,NowLteDetuned,QTI,3.168668031692505
LateralVentricle,NowLteDetuned,QTI,3.177058458328247
LateralVentricle,NowLteDetuned,QTI,3.2050328254699707
LateralVentricle,NowLteDetuned,QTI,3.1755943298339844
LateralVentricle,NowLteDetuned,QTI,3.1664063930511475
LateralVentricle,NowLteDetuned,QTI,3.166595220565796
LateralVentricle,NowLteDetuned,QTI,3.198322057723999
LateralVentricle,NowLteDetuned,QTI,3.1948561668396
LateralVentricle,NowLteDetuned,QTI,3.172725200653076
LateralVentricle,NowLteDetuned,QTI,3.163698673248291
LateralVentricle,NowLteDetuned,QTI,3.1351139545440674
LateralVentricle,NowLteDetuned,QTI,3.1521713733673096
LateralVentricle,NowLteDetuned,QTI,3.1623518466949463
LateralVentricle,NowLteDetuned,QTI,3.1692044734954834
LateralVentricle,NowLteDetuned,QTI,3.1619105339050293
LateralVentricle,NowLteDetuned,QTI,3.114039897918701
LateralVentricle,NowLteDetuned,QTI,3.107128381729126
LateralVentricle,NowLteDetuned,QTI,3.1100430488586426
LateralVentricle,NowLteDetuned,QTI,3.1187386512756348
LateralVentricle,NowLteDetuned,QTI,3.1399688720703125
LateralVentricle,NowLteDetuned,QTI,3.173551082611084
LateralVentricle,NowLteDetuned,QTI,3.1610052585601807
LateralVentricle,NowLteDetuned,QTI,3.233144998550415
LateralVentricle,NowLteDetuned,QTI,3.196674346923828
LateralVentricle,NowLteDetuned,QTI,3.1483070850372314
LateralVentricle,NowLteDetuned,QTI,3.1192705631256104
LateralVentricle,NowLteDetuned,QTI,3.104182720184326
LateralVentricle,NowLteDetuned,QTI,3.135661363601685
LateralVentricle,NowLteDetuned,QTI,3.198308229446411
LateralVentricle,NowLteDetuned,QTI,3.1729044914245605
LateralVentricle,NowLteDetuned,QTI,3.184906244277954
LateralVentricle,NowLteDetuned,QTI,3.2248735427856445
LateralVentricle,NowLteDetuned,QTI,3.221574306488037
LateralVentricle,NowLteDetuned,QTI,3.167188882827759
LateralVentricle,NowLteDetuned,QTI,3.130798578262329
LateralVentricle,NowLteDetuned,QTI,3.1055612564086914
LateralVentricle,NowLteDetuned,QTI,3.146120548248291
LateralVentricle,NowLteDetuned,QTI,3.226541757583618
LateralVentricle,NowLteDetuned,QTI,3.216222286224365
LateralVentricle,NowLteDetuned,QTI,3.1544406414031982
LateralVentricle,NowLteDetuned,QTI,3.204416036605835
LateralVentricle,NowLteDetuned,QTI,3.2107813358306885
LateralVentricle,NowLteDetuned,QTI,3.176893711090088
LateralVentricle,NowLteDetuned,QTI,3.158646583557129
LateralVentricle,NowLteDetuned,QTI,3.493786096572876
LateralVentricle,NowLteDetuned,QTI,3.427141666412353
LateralVentricle,NowLteDetuned,QTI,3.301973342895508
LateralVentricle,NowLteDetuned,QTI,3.22488784790039
LateralVentricle,NowLteDetuned,QTI,3.2118144035339355
LateralVentricle,NowLteDetuned,QTI,3.2043073177337646
LateralVentricle,NowLteDetuned,QTI,3.529493808746338
LateralVentricle,NowLteDetuned,QTI,3.4814891815185547
LateralVentricle,NowLteDetuned,QTI,3.418808698654175
LateralVentricle,NowLteDetuned,QTI,3.322017908096313
LateralVentricle,NowLteDetuned,QTI,3.5229921340942383
LateralVentricle,NowLteDetuned,QTI,3.474855899810791
LateralVentricle,NowLteDetuned,QTI,3.415447950363159
LateralVentricle,NowLteDetuned,QTI,3.349963665008545
LateralVentricle,NowLteDetuned,QTI,3.4401497840881348
LateralVentricle,NowLteDetuned,QTI,3.1349823474884038
LateralVentricle,NowLteDetuned,QTI,3.1248390674591064
LateralVentricle,NowLteDetuned,QTI,3.156517505645752
LateralVentricle,NowLteDetuned,QTI,3.1471405029296875
LateralVentricle,NowLteDetuned,QTI,3.144984006881714
LateralVentricle,NowLteDetuned,QTI,3.1490120887756348
LateralVentricle,NowLteDetuned,QTI,3.338857412338257
LateralVentricle,NowLteDetuned,QTI,3.307008743286133
LateralVentricle,NowLteDetuned,QTI,3.2113699913024902
LateralVentricle,NowLteDetuned,QTI,3.140812873840332
LateralVentricle,NowLteDetuned,QTI,3.205150365829468
LateralVentricle,NowLteDetuned,QTI,3.173840284347534
LateralVentricle,NowLteDetuned,QTI,3.1617090702056885
LateralVentricle,NowLteDetuned,QTI,3.272893190383911
LateralVentricle,NowLteDetuned,QTI,3.1323938369750977
LateralVentricle,NowLteDetuned,QTI,3.1473538875579834
LateralVentricle,NowLteDetuned,QTI,3.181513547897339
LateralVentricle,NowLteDetuned,QTI,3.291193008422852
LateralVentricle,NowLteDetuned,QTI,3.1585006713867188
LateralVentricle,NowLteDetuned,QTI,3.101663112640381
LateralVentricle,NowLteDetuned,QTI,3.144964694976806
LateralVentricle,NowLteDetuned,QTI,3.194728374481201
LateralVentricle,NowLteDetuned,QTI,3.2739787101745605
LateralVentricle,NowLteDetuned,QTI,3.2360801696777344
LateralVentricle,NowLteDetuned,QTI,3.2536754608154297
LateralVentricle,NowLteDetuned,QTI,3.145244598388672
LateralVentricle,NowLteDetuned,QTI,3.086942195892334
LateralVentricle,NowLteDetuned,QTI,3.141639471054077
LateralVentricle,NowLteDetuned,QTI,3.19438099861145
LateralVentricle,NowLteDetuned,QTI,3.1238253116607666
LateralVentricle,NowLteDetuned,QTI,3.193101167678833
LateralVentricle,NowLteDetuned,QTI,3.21743106842041
LateralVentricle,NowLteDetuned,QTI,3.118701219558716
LateralVentricle,NowLteDetuned,QTI,3.071362018585205
LateralVentricle,NowLteDetuned,QTI,3.113447427749634
LateralVentricle,NowLteDetuned,QTI,3.1593339443206787
LateralVentricle,NowLteDetuned,QTI,3.157877922058105
LateralVentricle,NowLteDetuned,QTI,3.1469922065734863
LateralVentricle,NowLteDetuned,QTI,3.1944754123687744
LateralVentricle,NowLteDetuned,QTI,3.200479745864868
LateralVentricle,NowLteDetuned,QTI,3.1180179119110107
LateralVentricle,NowLteDetuned,QTI,3.081430196762085
LateralVentricle,NowLteDetuned,QTI,3.106864213943481
LateralVentricle,NowLteDetuned,QTI,3.1291329860687256
LateralVentricle,NowLteDetuned,QTI,3.242687702178955
LateralVentricle,NowLteDetuned,QTI,3.1950523853302
LateralVentricle,NowLteDetuned,QTI,3.168788194656372
LateralVentricle,NowLteDetuned,QTI,3.196162462234497
LateralVentricle,NowLteDetuned,QTI,3.189588785171509
LateralVentricle,NowLteDetuned,QTI,3.131279468536377
LateralVentricle,NowLteDetuned,QTI,3.1111013889312744
LateralVentricle,NowLteDetuned,QTI,3.128523826599121
LateralVentricle,NowLteDetuned,QTI,3.108504295349121
LateralVentricle,NowLteDetuned,QTI,3.277998685836792
LateralVentricle,NowLteDetuned,QTI,3.227224826812744
LateralVentricle,NowLteDetuned,QTI,3.197767734527588
LateralVentricle,NowLteDetuned,QTI,3.1796698570251465
LateralVentricle,NowLteDetuned,QTI,3.1843860149383545
LateralVentricle,NowLteDetuned,QTI,3.173837423324585
LateralVentricle,NowLteDetuned,QTI,3.147000789642334
LateralVentricle,NowLteDetuned,QTI,3.140887975692749
LateralVentricle,NowLteDetuned,QTI,3.1490120887756348
LateralVentricle,NowLteDetuned,QTI,3.078495979309082
LateralVentricle,NowLteDetuned,QTI,3.2529449462890625
LateralVentricle,NowLteDetuned,QTI,3.2050769329071045
LateralVentricle,NowLteDetuned,QTI,3.196418523788452
LateralVentricle,NowLteDetuned,QTI,3.1839263439178467
LateralVentricle,NowLteDetuned,QTI,3.166642665863037
LateralVentricle,NowLteDetuned,QTI,3.159475803375244
LateralVentricle,NowLteDetuned,QTI,3.165589570999145
LateralVentricle,NowLteDetuned,QTI,3.1692376136779785
LateralVentricle,NowLteDetuned,QTI,3.1680281162261963
LateralVentricle,NowLteDetuned,QTI,3.29774808883667
LateralVentricle,NowLteDetuned,QTI,3.229908227920532
LateralVentricle,NowLteDetuned,QTI,3.1967616081237797
LateralVentricle,NowLteDetuned,QTI,3.211951971054077
LateralVentricle,NowLteDetuned,QTI,3.2094714641571045
LateralVentricle,NowLteDetuned,QTI,3.191650629043579
LateralVentricle,NowLteDetuned,QTI,3.1906840801239014
LateralVentricle,NowLteDetuned,QTI,3.203195571899414
LateralVentricle,NowLteDetuned,QTI,3.172546863555908
LateralVentricle,NowLteDetuned,QTI,3.131192445755005
LateralVentricle,NowLteDetuned,QTI,3.2846200466156006
LateralVentricle,NowLteDetuned,QTI,3.2228190898895264
LateralVentricle,NowLteDetuned,QTI,3.207504272460937
LateralVentricle,NowLteDetuned,QTI,3.243772506713867
LateralVentricle,NowLteDetuned,QTI,3.243818044662476
LateralVentricle,NowLteDetuned,QTI,3.219809293746948
LateralVentricle,NowLteDetuned,QTI,3.2235662937164307
LateralVentricle,NowLteDetuned,QTI,3.24202036857605
LateralVentricle,NowLteDetuned,QTI,3.155155897140503
LateralVentricle,NowLteDetuned,QTI,3.2885453701019287
LateralVentricle,NowLteDetuned,QTI,3.23537278175354
