ROI,Sequence,Approach,OP
AnteriorCR,NowLteDetuned,QTI,0.3888944089412689
AnteriorCR,NowLteDetuned,QTI,0.36776602268218994
AnteriorCR,NowLteDetuned,QTI,0.11663836985826492
AnteriorCR,NowLteDetuned,QTI,0.13665485382080078
AnteriorCR,NowLteDetuned,QTI,0.16638021171092987
AnteriorCR,NowLteDetuned,QTI,0.20935961604118347
AnteriorCR,NowLteDetuned,QTI,0.20976518094539642
AnteriorCR,NowLteDetuned,QTI,0.182907834649086
AnteriorCR,NowLteDetuned,QTI,0.21481965482234955
AnteriorCR,NowLteDetuned,QTI,0.26385748386383057
AnteriorCR,NowLteDetuned,QTI,0.3007465600967407
AnteriorCR,NowLteDetuned,QTI,0.3385675847530365
AnteriorCR,NowLteDetuned,QTI,0.33460378646850586
AnteriorCR,NowLteDetuned,QTI,0.3273831903934479
AnteriorCR,NowLteDetuned,QTI,0.3028135597705841
AnteriorCR,NowLteDetuned,QTI,0.270999014377594
AnteriorCR,NowLteDetuned,QTI,0.18971073627471924
AnteriorCR,NowLteDetuned,QTI,0.14767998456954956
AnteriorCR,NowLteDetuned,QTI,0.2131686806678772
AnteriorCR,NowLteDetuned,QTI,0.280117392539978
AnteriorCR,NowLteDetuned,QTI,0.3416624665260315
AnteriorCR,NowLteDetuned,QTI,0.3819374442100525
AnteriorCR,NowLteDetuned,QTI,0.36063358187675476
AnteriorCR,NowLteDetuned,QTI,0.20830567181110382
AnteriorCR,NowLteDetuned,QTI,0.127643883228302
AnteriorCR,NowLteDetuned,QTI,0.1442696452140808
AnteriorCR,NowLteDetuned,QTI,0.16407936811447144
AnteriorCR,NowLteDetuned,QTI,0.1940777450799942
AnteriorCR,NowLteDetuned,QTI,0.1842288225889206
AnteriorCR,NowLteDetuned,QTI,0.1521700918674469
AnteriorCR,NowLteDetuned,QTI,0.20393946766853333
AnteriorCR,NowLteDetuned,QTI,0.27358278632164
AnteriorCR,NowLteDetuned,QTI,0.2914787530899048
AnteriorCR,NowLteDetuned,QTI,0.3057604134082794
AnteriorCR,NowLteDetuned,QTI,0.31409379839897156
AnteriorCR,NowLteDetuned,QTI,0.3172522783279419
AnteriorCR,NowLteDetuned,QTI,0.27303019165992737
AnteriorCR,NowLteDetuned,QTI,0.2194141298532486
AnteriorCR,NowLteDetuned,QTI,0.1284833401441574
AnteriorCR,NowLteDetuned,QTI,0.0916140228509903
AnteriorCR,NowLteDetuned,QTI,0.2738582193851471
AnteriorCR,NowLteDetuned,QTI,0.3269694447517395
AnteriorCR,NowLteDetuned,QTI,0.3895801901817322
AnteriorCR,NowLteDetuned,QTI,0.3724342882633209
AnteriorCR,NowLteDetuned,QTI,0.2325223833322525
AnteriorCR,NowLteDetuned,QTI,0.17212091386318207
AnteriorCR,NowLteDetuned,QTI,0.19424228370189667
AnteriorCR,NowLteDetuned,QTI,0.20223896205425262
AnteriorCR,NowLteDetuned,QTI,0.20340073108673096
AnteriorCR,NowLteDetuned,QTI,0.18261583149433136
AnteriorCR,NowLteDetuned,QTI,0.1533811092376709
AnteriorCR,NowLteDetuned,QTI,0.21263962984085083
AnteriorCR,NowLteDetuned,QTI,0.28172487020492554
AnteriorCR,NowLteDetuned,QTI,0.2721945345401764
AnteriorCR,NowLteDetuned,QTI,0.26249074935913086
AnteriorCR,NowLteDetuned,QTI,0.2476992905139923
AnteriorCR,NowLteDetuned,QTI,0.23983684182167053
AnteriorCR,NowLteDetuned,QTI,0.22126349806785583
AnteriorCR,NowLteDetuned,QTI,0.1793733686208725
AnteriorCR,NowLteDetuned,QTI,0.09659916907548904
AnteriorCR,NowLteDetuned,QTI,0.3054393529891968
AnteriorCR,NowLteDetuned,QTI,0.3698388338088989
AnteriorCR,NowLteDetuned,QTI,0.35270798206329346
AnteriorCR,NowLteDetuned,QTI,0.2378893494606018
AnteriorCR,NowLteDetuned,QTI,0.19244110584259033
AnteriorCR,NowLteDetuned,QTI,0.2061801254749298
AnteriorCR,NowLteDetuned,QTI,0.20444470643997192
AnteriorCR,NowLteDetuned,QTI,0.19307290017604828
AnteriorCR,NowLteDetuned,QTI,0.17367014288902283
AnteriorCR,NowLteDetuned,QTI,0.1514233946800232
AnteriorCR,NowLteDetuned,QTI,0.21703094244003296
AnteriorCR,NowLteDetuned,QTI,0.2815049886703491
AnteriorCR,NowLteDetuned,QTI,0.24864676594734192
AnteriorCR,NowLteDetuned,QTI,0.21269574761390686
AnteriorCR,NowLteDetuned,QTI,0.16485103964805603
AnteriorCR,NowLteDetuned,QTI,0.1443946212530136
AnteriorCR,NowLteDetuned,QTI,0.1658378541469574
AnteriorCR,NowLteDetuned,QTI,0.15339134633541107
AnteriorCR,NowLteDetuned,QTI,0.2853209674358368
AnteriorCR,NowLteDetuned,QTI,0.3458424210548401
AnteriorCR,NowLteDetuned,QTI,0.3282592296600342
AnteriorCR,NowLteDetuned,QTI,0.2395935356616974
AnteriorCR,NowLteDetuned,QTI,0.19854333996772766
AnteriorCR,NowLteDetuned,QTI,0.19122593104839325
AnteriorCR,NowLteDetuned,QTI,0.1779681295156479
AnteriorCR,NowLteDetuned,QTI,0.1618572175502777
AnteriorCR,NowLteDetuned,QTI,0.14899349212646484
AnteriorCR,NowLteDetuned,QTI,0.13543421030044556
AnteriorCR,NowLteDetuned,QTI,0.19507190585136414
AnteriorCR,NowLteDetuned,QTI,0.24508526921272278
AnteriorCR,NowLteDetuned,QTI,0.21361982822418213
AnteriorCR,NowLteDetuned,QTI,0.17853286862373352
AnteriorCR,NowLteDetuned,QTI,0.13282030820846558
AnteriorCR,NowLteDetuned,QTI,0.1150367334485054
AnteriorCR,NowLteDetuned,QTI,0.34631824493408203
AnteriorCR,NowLteDetuned,QTI,0.3444982171058655
AnteriorCR,NowLteDetuned,QTI,0.30221712589263916
AnteriorCR,NowLteDetuned,QTI,0.2406231313943863
AnteriorCR,NowLteDetuned,QTI,0.18128441274166107
AnteriorCR,NowLteDetuned,QTI,0.15435518324375153
AnteriorCR,NowLteDetuned,QTI,0.13323912024497986
AnteriorCR,NowLteDetuned,QTI,0.12749522924423218
AnteriorCR,NowLteDetuned,QTI,0.12382161617279053
AnteriorCR,NowLteDetuned,QTI,0.15977977216243744
AnteriorCR,NowLteDetuned,QTI,0.19202660024166107
AnteriorCR,NowLteDetuned,QTI,0.17186197638511658
AnteriorCR,NowLteDetuned,QTI,0.14320796728134155
AnteriorCR,NowLteDetuned,QTI,0.10639558732509613
AnteriorCR,NowLteDetuned,QTI,0.3736344277858734
AnteriorCR,NowLteDetuned,QTI,0.28022336959838867
AnteriorCR,NowLteDetuned,QTI,0.16477882862091064
AnteriorCR,NowLteDetuned,QTI,0.13076382875442505
AnteriorCR,NowLteDetuned,QTI,0.10862112790346146
AnteriorCR,NowLteDetuned,QTI,0.10748035460710526
AnteriorCR,NowLteDetuned,QTI,0.10551316291093826
AnteriorCR,NowLteDetuned,QTI,0.1105932891368866
AnteriorCR,NowLteDetuned,QTI,0.11497023701667786
AnteriorCR,NowLteDetuned,QTI,0.1099383682012558
AnteriorCR,NowLteDetuned,QTI,0.3590703010559082
AnteriorCR,NowLteDetuned,QTI,0.24755027890205383
AnteriorCR,NowLteDetuned,QTI,0.08742792159318924
AnteriorCR,NowLteDetuned,QTI,0.08678913116455078
AnteriorCR,NowLteDetuned,QTI,0.07428591698408127
AnteriorCR,NowLteDetuned,QTI,0.07078873366117477
AnteriorCR,NowLteDetuned,QTI,0.06573505699634552
AnteriorCR,NowLteDetuned,QTI,0.06927788257598877
AnteriorCR,NowLteDetuned,QTI,0.0791870504617691
AnteriorCR,NowLteDetuned,QTI,0.09247583895921707
AnteriorCR,NowLteDetuned,QTI,0.25752729177474976
AnteriorCR,NowLteDetuned,QTI,0.32120949029922485
AnteriorCR,NowLteDetuned,QTI,0.22406929731369019
AnteriorCR,NowLteDetuned,QTI,0.2745431065559387
AnteriorCR,NowLteDetuned,QTI,0.33026015758514404
AnteriorCR,NowLteDetuned,QTI,0.2645914852619171
AnteriorCR,NowLteDetuned,QTI,0.20480281114578247
AnteriorCR,NowLteDetuned,QTI,0.17160968482494354
AnteriorCR,NowLteDetuned,QTI,0.1607106775045395
AnteriorCR,NowLteDetuned,QTI,0.2490512728691101
AnteriorCR,NowLteDetuned,QTI,0.26870158314704895
AnteriorCR,NowLteDetuned,QTI,0.2925429940223694
AnteriorCR,NowLteDetuned,QTI,0.2357570230960846
AnteriorCR,NowLteDetuned,QTI,0.18455493450164795
AnteriorCR,NowLteDetuned,QTI,0.17199505865573883
AnteriorCR,NowLteDetuned,QTI,0.15593190491199493
AnteriorCR,NowLteDetuned,QTI,0.25564059615135193
AnteriorCR,NowLteDetuned,QTI,0.2773400545120239
AnteriorCR,NowLteDetuned,QTI,0.23573601245880127
AnteriorCR,NowLteDetuned,QTI,0.20740191638469696
AnteriorCR,NowLteDetuned,QTI,0.18774548172950745
AnteriorCR,NowLteDetuned,QTI,0.16662204265594482
AnteriorCR,NowLteDetuned,QTI,0.15195414423942566
AnteriorCR,NowLteDetuned,QTI,0.13822583854198456
AnteriorCR,NowLteDetuned,QTI,0.21629348397254944
AnteriorCR,NowLteDetuned,QTI,0.24418990314006805
AnteriorCR,NowLteDetuned,QTI,0.20014669001102448
AnteriorCR,NowLteDetuned,QTI,0.16427943110466003
AnteriorCR,NowLteDetuned,QTI,0.15775321424007416
AnteriorCR,NowLteDetuned,QTI,0.14800700545310974
AnteriorCR,NowLteDetuned,QTI,0.13017982244491577
AnteriorCR,NowLteDetuned,QTI,0.12083972245454788
AnteriorCR,NowLteDetuned,QTI,0.15531210601329803
AnteriorCR,NowLteDetuned,QTI,0.1858157515525818
AnteriorCR,NowLteDetuned,QTI,0.1671198010444641
AnteriorCR,NowLteDetuned,QTI,0.15094652771949768
AnteriorCR,NowLteDetuned,QTI,0.1418614387512207
AnteriorCR,NowLteDetuned,QTI,0.12793214619159698
AnteriorCR,NowLteDetuned,QTI,0.10595792531967163
AnteriorCR,NowLteDetuned,QTI,0.14750410616397858
AnteriorCR,NowLteDetuned,QTI,0.16022691130638123
AnteriorCR,NowLteDetuned,QTI,0.15856747329235077
AnteriorCR,NowLteDetuned,QTI,0.14970576763153076
AnteriorCR,NowLteDetuned,QTI,0.12709277868270874
AnteriorCR,NowLteDetuned,QTI,0.1095176488161087
AnteriorCR,NowLteDetuned,QTI,0.092799112200737
AnteriorCR,NowLteDetuned,QTI,0.14432208240032196
AnteriorCR,NowLteDetuned,QTI,0.1432976871728897
AnteriorCR,NowLteDetuned,QTI,0.14700116217136383
AnteriorCR,NowLteDetuned,QTI,0.1604204773902893
AnteriorCR,NowLteDetuned,QTI,0.15154673159122467
AnteriorCR,NowLteDetuned,QTI,0.11044813692569733
AnteriorCR,NowLteDetuned,QTI,0.09424625337123871
AnteriorCR,NowLteDetuned,QTI,0.15554797649383545
AnteriorCR,NowLteDetuned,QTI,0.14986883103847504
AnteriorCR,NowLteDetuned,QTI,0.13341020047664642
AnteriorCR,NowLteDetuned,QTI,0.13077960908412933
AnteriorCR,NowLteDetuned,QTI,0.1501883566379547
AnteriorCR,NowLteDetuned,QTI,0.1426178216934204
AnteriorCR,NowLteDetuned,QTI,0.10587861388921738
AnteriorCR,NowLteDetuned,QTI,0.09561137855052948
AnteriorCR,NowLteDetuned,QTI,0.19229212403297424
AnteriorCR,NowLteDetuned,QTI,0.14891287684440613
AnteriorCR,NowLteDetuned,QTI,0.12015753984451294
AnteriorCR,NowLteDetuned,QTI,0.11351172626018524
AnteriorCR,NowLteDetuned,QTI,0.13746792078018188
AnteriorCR,NowLteDetuned,QTI,0.1343715339899063
AnteriorCR,NowLteDetuned,QTI,0.10937038064002991
AnteriorCR,NowLteDetuned,QTI,0.16104882955551147
AnteriorCR,NowLteDetuned,QTI,0.2035771757364273
AnteriorCR,NowLteDetuned,QTI,0.1513795256614685
AnteriorCR,NowLteDetuned,QTI,0.13501201570034027
AnteriorCR,NowLteDetuned,QTI,0.13565218448638916
AnteriorCR,NowLteDetuned,QTI,0.15350878238677979
AnteriorCR,NowLteDetuned,QTI,0.1513071060180664
AnteriorCR,NowLteDetuned,QTI,0.13618990778923035
AnteriorCR,NowLteDetuned,QTI,0.22220268845558167
AnteriorCR,NowLteDetuned,QTI,0.19243015348911285
AnteriorCR,NowLteDetuned,QTI,0.17224383354187012
AnteriorCR,NowLteDetuned,QTI,0.20896843075752258
AnteriorCR,NowLteDetuned,QTI,0.16354472935199738
AnteriorCR,NowLteDetuned,QTI,0.1591188758611679
AnteriorCR,NowLteDetuned,QTI,0.1600359082221985
AnteriorCR,NowLteDetuned,QTI,0.16896355152130127
AnteriorCR,NowLteDetuned,QTI,0.1710679978132248
AnteriorCR,NowLteDetuned,QTI,0.16857683658599854
AnteriorCR,NowLteDetuned,QTI,0.41075265407562256
AnteriorCR,NowLteDetuned,QTI,0.19427502155303955
AnteriorCR,NowLteDetuned,QTI,0.198252335190773
AnteriorCR,NowLteDetuned,QTI,0.19647608697414398
AnteriorCR,NowLteDetuned,QTI,0.20429746806621552
AnteriorCR,NowLteDetuned,QTI,0.2059672772884369
AnteriorCR,NowLteDetuned,QTI,0.20104968547821045
AnteriorCR,NowLteDetuned,QTI,0.1909506767988205
AnteriorCR,NowLteDetuned,QTI,0.17508934438228607
AnteriorCR,NowLteDetuned,QTI,0.15934744477272034
AnteriorCR,NowLteDetuned,QTI,0.2954743504524231
AnteriorCR,NowLteDetuned,QTI,0.29309529066085815
AnteriorCR,NowLteDetuned,QTI,0.26885271072387695
AnteriorCR,NowLteDetuned,QTI,0.22524501383304596
AnteriorCR,NowLteDetuned,QTI,0.1666898876428604
AnteriorCR,NowLteDetuned,QTI,0.19615229964256287
AnteriorCR,NowLteDetuned,QTI,0.17645345628261566
AnteriorCR,NowLteDetuned,QTI,0.1977054476737976
AnteriorCR,NowLteDetuned,QTI,0.20753252506256104
AnteriorCR,NowLteDetuned,QTI,0.20810896158218384
AnteriorCR,NowLteDetuned,QTI,0.2019529938697815
AnteriorCR,NowLteDetuned,QTI,0.18719495832920074
AnteriorCR,NowLteDetuned,QTI,0.20837867259979248
AnteriorCR,NowLteDetuned,QTI,0.24853846430778503
AnteriorCR,NowLteDetuned,QTI,0.23018372058868408
AnteriorCR,NowLteDetuned,QTI,0.1999010592699051
AnteriorCR,NowLteDetuned,QTI,0.19900725781917572
AnteriorCR,NowLteDetuned,QTI,0.1894346922636032
AnteriorCR,NowLteDetuned,QTI,0.17809945344924927
AnteriorCR,NowLteDetuned,QTI,0.1758090704679489
AnteriorCR,NowLteDetuned,QTI,0.16143366694450378
AnteriorCR,NowLteDetuned,QTI,0.1777155101299286
AnteriorCR,NowLteDetuned,QTI,0.1624545305967331
AnteriorCR,NowLteDetuned,QTI,0.16380088031291962
AnteriorCR,NowLteDetuned,QTI,0.1958727240562439
AnteriorCR,NowLteDetuned,QTI,0.21469111740589142
AnteriorCR,NowLteDetuned,QTI,0.2219344526529312
AnteriorCR,NowLteDetuned,QTI,0.21104532480239868
AnteriorCR,NowLteDetuned,QTI,0.1897878646850586
AnteriorCR,NowLteDetuned,QTI,0.21896836161613464
AnteriorCR,NowLteDetuned,QTI,0.26815974712371826
AnteriorCR,NowLteDetuned,QTI,0.21892184019088745
AnteriorCR,NowLteDetuned,QTI,0.15274298191070557
AnteriorCR,NowLteDetuned,QTI,0.16298766434192657
AnteriorCR,NowLteDetuned,QTI,0.15162308514118195
AnteriorCR,NowLteDetuned,QTI,0.17066477239131927
AnteriorCR,NowLteDetuned,QTI,0.18147487938404083
AnteriorCR,NowLteDetuned,QTI,0.1799025535583496
AnteriorCR,NowLteDetuned,QTI,0.1459316611289978
AnteriorCR,NowLteDetuned,QTI,0.16055122017860413
AnteriorCR,NowLteDetuned,QTI,0.1802593171596527
AnteriorCR,NowLteDetuned,QTI,0.2113795280456543
AnteriorCR,NowLteDetuned,QTI,0.23069339990615845
AnteriorCR,NowLteDetuned,QTI,0.24019408226013184
AnteriorCR,NowLteDetuned,QTI,0.22209468483924866
AnteriorCR,NowLteDetuned,QTI,0.19418467581272125
AnteriorCR,NowLteDetuned,QTI,0.21242272853851318
AnteriorCR,NowLteDetuned,QTI,0.24881350994110107
AnteriorCR,NowLteDetuned,QTI,0.18612320721149445
AnteriorCR,NowLteDetuned,QTI,0.10926324874162674
AnteriorCR,NowLteDetuned,QTI,0.14536970853805542
AnteriorCR,NowLteDetuned,QTI,0.13940800726413727
AnteriorCR,NowLteDetuned,QTI,0.1804114580154419
AnteriorCR,NowLteDetuned,QTI,0.20431166887283325
AnteriorCR,NowLteDetuned,QTI,0.2636054754257202
AnteriorCR,NowLteDetuned,QTI,0.17706844210624695
AnteriorCR,NowLteDetuned,QTI,0.13453209400177002
AnteriorCR,NowLteDetuned,QTI,0.164483904838562
AnteriorCR,NowLteDetuned,QTI,0.195798859000206
AnteriorCR,NowLteDetuned,QTI,0.22703517973423004
AnteriorCR,NowLteDetuned,QTI,0.24803324043750763
AnteriorCR,NowLteDetuned,QTI,0.26077017188072205
AnteriorCR,NowLteDetuned,QTI,0.23437762260437012
AnteriorCR,NowLteDetuned,QTI,0.20050346851348877
AnteriorCR,NowLteDetuned,QTI,0.1897629350423813
AnteriorCR,NowLteDetuned,QTI,0.1874888837337494
AnteriorCR,NowLteDetuned,QTI,0.13720637559890747
AnteriorCR,NowLteDetuned,QTI,0.21951627731323242
AnteriorCR,NowLteDetuned,QTI,0.19622887670993805
AnteriorCR,NowLteDetuned,QTI,0.2109278291463852
AnteriorCR,NowLteDetuned,QTI,0.2131616622209549
AnteriorCR,NowLteDetuned,QTI,0.18259593844413757
AnteriorCR,NowLteDetuned,QTI,0.16615451872348785
AnteriorCR,NowLteDetuned,QTI,0.3458520770072937
AnteriorCR,NowLteDetuned,QTI,0.2563200891017914
AnteriorCR,NowLteDetuned,QTI,0.20114552974700928
AnteriorCR,NowLteDetuned,QTI,0.18976308405399323
AnteriorCR,NowLteDetuned,QTI,0.1913556456565857
AnteriorCR,NowLteDetuned,QTI,0.2024839073419571
AnteriorCR,NowLteDetuned,QTI,0.2193780094385147
AnteriorCR,NowLteDetuned,QTI,0.23477013409137726
AnteriorCR,NowLteDetuned,QTI,0.20296545326709747
AnteriorCR,NowLteDetuned,QTI,0.1663433164358139
AnteriorCR,NowLteDetuned,QTI,0.15192914009094238
AnteriorCR,NowLteDetuned,QTI,0.2544007897377014
AnteriorCR,NowLteDetuned,QTI,0.24038204550743103
AnteriorCR,NowLteDetuned,QTI,0.2177053689956665
AnteriorCR,NowLteDetuned,QTI,0.1842425912618637
AnteriorCR,NowLteDetuned,QTI,0.16194333136081696
AnteriorCR,NowLteDetuned,QTI,0.16148175299167633
AnteriorCR,NowLteDetuned,QTI,0.3736027479171753
AnteriorCR,NowLteDetuned,QTI,0.3120152950286865
AnteriorCR,NowLteDetuned,QTI,0.25223082304000854
AnteriorCR,NowLteDetuned,QTI,0.203703373670578
AnteriorCR,NowLteDetuned,QTI,0.1810009479522705
AnteriorCR,NowLteDetuned,QTI,0.17245516180992126
AnteriorCR,NowLteDetuned,QTI,0.18465286493301392
AnteriorCR,NowLteDetuned,QTI,0.19851014018058777
AnteriorCR,NowLteDetuned,QTI,0.157484769821167
AnteriorCR,NowLteDetuned,QTI,0.11536452919244766
AnteriorCR,NowLteDetuned,QTI,0.23367583751678467
AnteriorCR,NowLteDetuned,QTI,0.2036897987127304
AnteriorCR,NowLteDetuned,QTI,0.18627163767814636
AnteriorCR,NowLteDetuned,QTI,0.17266057431697845
AnteriorCR,NowLteDetuned,QTI,0.16977925598621368
AnteriorCR,NowLteDetuned,QTI,0.19000029563903809
AnteriorCR,NowLteDetuned,QTI,0.1940651834011078
AnteriorCR,NowLteDetuned,QTI,0.23564442992210388
AnteriorCR,NowLteDetuned,QTI,0.2970850467681885
AnteriorCR,NowLteDetuned,QTI,0.3285309970378876
AnteriorCR,NowLteDetuned,QTI,0.3216002583503723
AnteriorCR,NowLteDetuned,QTI,0.26407384872436523
AnteriorCR,NowLteDetuned,QTI,0.18452653288841248
AnteriorCR,NowLteDetuned,QTI,0.15137337148189545
AnteriorCR,NowLteDetuned,QTI,0.1366390585899353
AnteriorCR,NowLteDetuned,QTI,0.15355445444583893
AnteriorCR,NowLteDetuned,QTI,0.17339199781417847
AnteriorCR,NowLteDetuned,QTI,0.1221584603190422
AnteriorCR,NowLteDetuned,QTI,0.07874827831983566
AnteriorCR,NowLteDetuned,QTI,0.18968522548675537
AnteriorCR,NowLteDetuned,QTI,0.1943754255771637
AnteriorCR,NowLteDetuned,QTI,0.20203717052936554
AnteriorCR,NowLteDetuned,QTI,0.24714145064353943
AnteriorCR,NowLteDetuned,QTI,0.1784190684556961
AnteriorCR,NowLteDetuned,QTI,0.22859689593315125
AnteriorCR,NowLteDetuned,QTI,0.2514426112174988
AnteriorCR,NowLteDetuned,QTI,0.24854807555675507
AnteriorCR,NowLteDetuned,QTI,0.26771318912506104
AnteriorCR,NowLteDetuned,QTI,0.30424055457115173
AnteriorCR,NowLteDetuned,QTI,0.2566686272621155
AnteriorCR,NowLteDetuned,QTI,0.170705646276474
AnteriorCR,NowLteDetuned,QTI,0.1318151205778122
AnteriorCR,NowLteDetuned,QTI,0.107781782746315
AnteriorCR,NowLteDetuned,QTI,0.13123390078544617
AnteriorCR,NowLteDetuned,QTI,0.14971911907196045
AnteriorCR,NowLteDetuned,QTI,0.08725093305110931
AnteriorCR,NowLteDetuned,QTI,0.1977025419473648
AnteriorCR,NowLteDetuned,QTI,0.22225172817707062
AnteriorCR,NowLteDetuned,QTI,0.24726179242134094
AnteriorCR,NowLteDetuned,QTI,0.2936003804206848
AnteriorCR,NowLteDetuned,QTI,0.1923033893108368
AnteriorCR,NowLteDetuned,QTI,0.26544851064682007
AnteriorCR,NowLteDetuned,QTI,0.25943657755851746
AnteriorCR,NowLteDetuned,QTI,0.1857939064502716
AnteriorCR,NowLteDetuned,QTI,0.19286249577999115
AnteriorCR,NowLteDetuned,QTI,0.24949440360069275
AnteriorCR,NowLteDetuned,QTI,0.22719642519950867
AnteriorCR,NowLteDetuned,QTI,0.17447605729103088
AnteriorCR,NowLteDetuned,QTI,0.13690152764320374
AnteriorCR,NowLteDetuned,QTI,0.10393922030925751
AnteriorCR,NowLteDetuned,QTI,0.1670817732810974
AnteriorCR,NowLteDetuned,QTI,0.2066408097743988
AnteriorCR,NowLteDetuned,QTI,0.12018086016178131
AnteriorCR,NowLteDetuned,QTI,0.2035103440284729
AnteriorCR,NowLteDetuned,QTI,0.25006717443466187
AnteriorCR,NowLteDetuned,QTI,0.295243501663208
AnteriorCR,NowLteDetuned,QTI,0.33174967765808105
AnteriorCR,NowLteDetuned,QTI,0.3720020353794098
AnteriorCR,NowLteDetuned,QTI,0.4266129732131958
AnteriorCR,NowLteDetuned,QTI,0.19075104594230652
AnteriorCR,NowLteDetuned,QTI,0.21225133538246155
AnteriorCR,NowLteDetuned,QTI,0.2545706629753113
AnteriorCR,NowLteDetuned,QTI,0.2615700662136078
AnteriorCR,NowLteDetuned,QTI,0.2305576205253601
AnteriorCR,NowLteDetuned,QTI,0.23392091691493988
AnteriorCR,NowLteDetuned,QTI,0.2648303806781769
AnteriorCR,NowLteDetuned,QTI,0.24491620063781738
AnteriorCR,NowLteDetuned,QTI,0.2109638899564743
AnteriorCR,NowLteDetuned,QTI,0.15211382508277893
AnteriorCR,NowLteDetuned,QTI,0.10987138003110886
AnteriorCR,NowLteDetuned,QTI,0.20542986690998077
AnteriorCR,NowLteDetuned,QTI,0.26114875078201294
AnteriorCR,NowLteDetuned,QTI,0.20898061990737915
AnteriorCR,NowLteDetuned,QTI,0.23974919319152832
AnteriorCR,NowLteDetuned,QTI,0.2934538722038269
AnteriorCR,NowLteDetuned,QTI,0.34807857871055603
AnteriorCR,NowLteDetuned,QTI,0.4078943431377411
AnteriorCR,NowLteDetuned,QTI,0.4511507451534271
AnteriorCR,NowLteDetuned,QTI,0.14355245232582092
AnteriorCR,NowLteDetuned,QTI,0.13200922310352325
AnteriorCR,NowLteDetuned,QTI,0.1781461536884308
AnteriorCR,NowLteDetuned,QTI,0.2053764909505844
AnteriorCR,NowLteDetuned,QTI,0.21280254423618317
AnteriorCR,NowLteDetuned,QTI,0.22448255121707916
AnteriorCR,NowLteDetuned,QTI,0.23363736271858215
AnteriorCR,NowLteDetuned,QTI,0.2724095582962036
AnteriorCR,NowLteDetuned,QTI,0.3163910508155823
AnteriorCR,NowLteDetuned,QTI,0.31987762451171875
AnteriorCR,NowLteDetuned,QTI,0.321024626493454
AnteriorCR,NowLteDetuned,QTI,0.30274006724357605
AnteriorCR,NowLteDetuned,QTI,0.2780764102935791
AnteriorCR,NowLteDetuned,QTI,0.1787826269865036
AnteriorCR,NowLteDetuned,QTI,0.11477217823266983
AnteriorCR,NowLteDetuned,QTI,0.22642387449741364
AnteriorCR,NowLteDetuned,QTI,0.30312860012054443
AnteriorCR,NowLteDetuned,QTI,0.23966306447982788
AnteriorCR,NowLteDetuned,QTI,0.3133506774902344
AnteriorCR,NowLteDetuned,QTI,0.3823411464691162
AnteriorCR,NowLteDetuned,QTI,0.4152868390083313
AnteriorCR,NowLteDetuned,QTI,0.24911686778068542
AnteriorCR,NowLteDetuned,QTI,0.1320132464170456
AnteriorCR,NowLteDetuned,QTI,0.12825840711593628
AnteriorCR,NowLteDetuned,QTI,0.142359659075737
AnteriorCR,NowLteDetuned,QTI,0.1908109486103058
AnteriorCR,NowLteDetuned,QTI,0.20811457931995392
AnteriorCR,NowLteDetuned,QTI,0.20047877728939056
AnteriorCR,NowLteDetuned,QTI,0.20987530052661896
AnteriorCR,NowLteDetuned,QTI,0.22235089540481567
AnteriorCR,NowLteDetuned,QTI,0.2481994330883026
AnteriorCR,NowLteDetuned,QTI,0.28219807147979736
AnteriorCR,NowLteDetuned,QTI,0.3060781955718994
AnteriorCR,NowLteDetuned,QTI,0.3278179168701172
AnteriorCR,NowLteDetuned,QTI,0.30417361855506897
AnteriorCR,NowLteDetuned,QTI,0.27382463216781616
AnteriorCR,NowLteDetuned,QTI,0.16891828179359436
AnteriorCR,NowLteDetuned,QTI,0.11155571043491364
AnteriorCR,NowLteDetuned,QTI,0.23129767179489136
AnteriorCR,NowLteDetuned,QTI,0.3001234829425812
AnteriorCR,NowLteDetuned,QTI,0.3627453148365021
AnteriorCR,NowLteDetuned,QTI,0.37603846192359924
AnteriorCR,NowLteDetuned,QTI,0.22550736367702484
AnteriorCR,NowLteDetuned,QTI,0.1304314285516739
AnteriorCR,NowLteDetuned,QTI,0.1347891092300415
AnteriorCR,NowLteDetuned,QTI,0.15334714949131012
AnteriorCR,NowLteDetuned,QTI,0.19272960722446442
AnteriorCR,NowLteDetuned,QTI,0.1993495225906372
AnteriorCR,NowLteDetuned,QTI,0.18321262300014496
AnteriorCR,NowLteDetuned,QTI,0.1960955560207367
AnteriorCR,NowLteDetuned,QTI,0.21395182609558105
AnteriorCR,NowLteDetuned,QTI,0.22060127556324005
AnteriorCR,NowLteDetuned,QTI,0.22787928581237793
AnteriorCR,NowLteDetuned,QTI,0.27301186323165894
AnteriorCR,NowLteDetuned,QTI,0.3148360848426819
AnteriorCR,NowLteDetuned,QTI,0.2734525799751282
AnteriorCR,NowLteDetuned,QTI,0.22423619031906128
AnteriorCR,NowLteDetuned,QTI,0.12732729315757751
AnteriorCR,NowLteDetuned,QTI,0.2858974039554596
AnteriorCR,NowLteDetuned,QTI,0.3465040922164917
AnteriorCR,NowLteDetuned,QTI,0.34648358821868896
AnteriorCR,NowLteDetuned,QTI,0.22160112857818604
AnteriorCR,NowLteDetuned,QTI,0.15630491077899933
AnteriorCR,NowLteDetuned,QTI,0.16436883807182312
