ROI,Sequence,Approach,OP
AnteriorCR,NowLteDetuned,QTI,0.31828558444976807
AnteriorCR,NowLteDetuned,QTI,0.26329928636550903
AnteriorCR,NowLteDetuned,QTI,0.30352064967155457
AnteriorCR,NowLteDetuned,QTI,0.3315303921699524
AnteriorCR,NowLteDetuned,QTI,0.3538803160190582
AnteriorCR,NowLteDetuned,QTI,0.3318341374397278
AnteriorCR,NowLteDetuned,QTI,0.301818311214447
AnteriorCR,NowLteDetuned,QTI,0.37914758920669556
AnteriorCR,NowLteDetuned,QTI,0.45565634965896606
AnteriorCR,NowLteDetuned,QTI,0.48442015051841736
AnteriorCR,NowLteDetuned,QTI,0.43452832102775574
AnteriorCR,NowLteDetuned,QTI,0.35675930976867676
AnteriorCR,NowLteDetuned,QTI,0.38500308990478516
AnteriorCR,NowLteDetuned,QTI,0.5620625019073486
AnteriorCR,NowLteDetuned,QTI,0.47507357597351074
AnteriorCR,NowLteDetuned,QTI,0.435045063495636
AnteriorCR,NowLteDetuned,QTI,0.37843358516693115
AnteriorCR,NowLteDetuned,QTI,0.40799063444137573
AnteriorCR,NowLteDetuned,QTI,0.4428759515285492
AnteriorCR,NowLteDetuned,QTI,0.5046786665916443
AnteriorCR,NowLteDetuned,QTI,0.5505788922309875
AnteriorCR,NowLteDetuned,QTI,0.4521673023700714
AnteriorCR,NowLteDetuned,QTI,0.46012866497039795
AnteriorCR,NowLteDetuned,QTI,0.429726243019104
AnteriorCR,NowLteDetuned,QTI,0.3965021073818207
AnteriorCR,NowLteDetuned,QTI,0.4230040907859802
AnteriorCR,NowLteDetuned,QTI,0.45348450541496277
AnteriorCR,NowLteDetuned,QTI,0.4956675171852112
AnteriorCR,NowLteDetuned,QTI,0.5226407647132874
AnteriorCR,NowLteDetuned,QTI,0.4993354380130768
AnteriorCR,NowLteDetuned,QTI,0.46127521991729736
AnteriorCR,NowLteDetuned,QTI,0.434905469417572
AnteriorCR,NowLteDetuned,QTI,0.40131357312202454
AnteriorCR,NowLteDetuned,QTI,0.37242117524147034
AnteriorCR,NowLteDetuned,QTI,0.3891846835613251
AnteriorCR,NowLteDetuned,QTI,0.41627392172813416
AnteriorCR,NowLteDetuned,QTI,0.46740415692329407
AnteriorCR,NowLteDetuned,QTI,0.5045338869094849
AnteriorCR,NowLteDetuned,QTI,0.5112861394882202
AnteriorCR,NowLteDetuned,QTI,0.5003875494003296
AnteriorCR,NowLteDetuned,QTI,0.48078739643096924
AnteriorCR,NowLteDetuned,QTI,0.494769811630249
AnteriorCR,NowLteDetuned,QTI,0.45454055070877075
AnteriorCR,NowLteDetuned,QTI,0.4105743169784546
AnteriorCR,NowLteDetuned,QTI,0.372135728597641
AnteriorCR,NowLteDetuned,QTI,0.3438428044319153
AnteriorCR,NowLteDetuned,QTI,0.3539619445800781
AnteriorCR,NowLteDetuned,QTI,0.38055771589279175
AnteriorCR,NowLteDetuned,QTI,0.4393100440502167
AnteriorCR,NowLteDetuned,QTI,0.4914834797382355
AnteriorCR,NowLteDetuned,QTI,0.5317206382751465
AnteriorCR,NowLteDetuned,QTI,0.5198685526847839
AnteriorCR,NowLteDetuned,QTI,0.47537362575531006
AnteriorCR,NowLteDetuned,QTI,0.43755295872688293
AnteriorCR,NowLteDetuned,QTI,0.4654204547405243
AnteriorCR,NowLteDetuned,QTI,0.48606181144714355
AnteriorCR,NowLteDetuned,QTI,0.43462103605270386
AnteriorCR,NowLteDetuned,QTI,0.3847898542881012
AnteriorCR,NowLteDetuned,QTI,0.33541834354400635
AnteriorCR,NowLteDetuned,QTI,0.30513954162597656
AnteriorCR,NowLteDetuned,QTI,0.32213079929351807
AnteriorCR,NowLteDetuned,QTI,0.3606971502304077
AnteriorCR,NowLteDetuned,QTI,0.43144717812538147
AnteriorCR,NowLteDetuned,QTI,0.4748390316963196
AnteriorCR,NowLteDetuned,QTI,0.4955388903617859
AnteriorCR,NowLteDetuned,QTI,0.4758271276950836
AnteriorCR,NowLteDetuned,QTI,0.43311235308647156
AnteriorCR,NowLteDetuned,QTI,0.43102216720581055
AnteriorCR,NowLteDetuned,QTI,0.4526544213294983
AnteriorCR,NowLteDetuned,QTI,0.4694898724555969
AnteriorCR,NowLteDetuned,QTI,0.47695693373680115
AnteriorCR,NowLteDetuned,QTI,0.42824694514274597
AnteriorCR,NowLteDetuned,QTI,0.3779182732105255
AnteriorCR,NowLteDetuned,QTI,0.3234041929244995
AnteriorCR,NowLteDetuned,QTI,0.2891713082790375
AnteriorCR,NowLteDetuned,QTI,0.29759618639945984
AnteriorCR,NowLteDetuned,QTI,0.34093955159187317
AnteriorCR,NowLteDetuned,QTI,0.42094922065734863
AnteriorCR,NowLteDetuned,QTI,0.455089271068573
AnteriorCR,NowLteDetuned,QTI,0.4534889757633209
AnteriorCR,NowLteDetuned,QTI,0.4231799840927124
AnteriorCR,NowLteDetuned,QTI,0.3842877149581909
AnteriorCR,NowLteDetuned,QTI,0.45783084630966187
AnteriorCR,NowLteDetuned,QTI,0.4723110496997833
AnteriorCR,NowLteDetuned,QTI,0.4755103886127472
AnteriorCR,NowLteDetuned,QTI,0.4695442020893097
AnteriorCR,NowLteDetuned,QTI,0.4343366324901581
AnteriorCR,NowLteDetuned,QTI,0.3942866027355194
AnteriorCR,NowLteDetuned,QTI,0.34740346670150757
AnteriorCR,NowLteDetuned,QTI,0.3076956868171692
AnteriorCR,NowLteDetuned,QTI,0.28276780247688293
AnteriorCR,NowLteDetuned,QTI,0.30727964639663696
AnteriorCR,NowLteDetuned,QTI,0.37073057889938354
AnteriorCR,NowLteDetuned,QTI,0.41207945346832275
AnteriorCR,NowLteDetuned,QTI,0.4403204023838043
AnteriorCR,NowLteDetuned,QTI,0.42212432622909546
AnteriorCR,NowLteDetuned,QTI,0.38829708099365234
AnteriorCR,NowLteDetuned,QTI,0.33358055353164673
AnteriorCR,NowLteDetuned,QTI,0.4673764407634735
AnteriorCR,NowLteDetuned,QTI,0.48615458607673645
AnteriorCR,NowLteDetuned,QTI,0.4510701596736908
AnteriorCR,NowLteDetuned,QTI,0.4321022927761078
AnteriorCR,NowLteDetuned,QTI,0.4368988871574402
AnteriorCR,NowLteDetuned,QTI,0.41513562202453613
AnteriorCR,NowLteDetuned,QTI,0.36432480812072754
AnteriorCR,NowLteDetuned,QTI,0.32243776321411133
AnteriorCR,NowLteDetuned,QTI,0.28627490997314453
AnteriorCR,NowLteDetuned,QTI,0.2908521294593811
AnteriorCR,NowLteDetuned,QTI,0.32585614919662476
AnteriorCR,NowLteDetuned,QTI,0.37716808915138245
AnteriorCR,NowLteDetuned,QTI,0.4327071011066437
AnteriorCR,NowLteDetuned,QTI,0.428121954202652
AnteriorCR,NowLteDetuned,QTI,0.4206851124763489
AnteriorCR,NowLteDetuned,QTI,0.4744093120098114
AnteriorCR,NowLteDetuned,QTI,0.49638885259628296
AnteriorCR,NowLteDetuned,QTI,0.4137158989906311
AnteriorCR,NowLteDetuned,QTI,0.3864207863807678
AnteriorCR,NowLteDetuned,QTI,0.44048255681991577
AnteriorCR,NowLteDetuned,QTI,0.43493419885635376
AnteriorCR,NowLteDetuned,QTI,0.37184327840805054
AnteriorCR,NowLteDetuned,QTI,0.3389603793621063
AnteriorCR,NowLteDetuned,QTI,0.3236173987388611
AnteriorCR,NowLteDetuned,QTI,0.3063351511955261
AnteriorCR,NowLteDetuned,QTI,0.2945469915866852
AnteriorCR,NowLteDetuned,QTI,0.3608284592628479
AnteriorCR,NowLteDetuned,QTI,0.442524254322052
AnteriorCR,NowLteDetuned,QTI,0.3448953628540039
AnteriorCR,NowLteDetuned,QTI,0.38955458998680115
AnteriorCR,NowLteDetuned,QTI,0.4289727210998535
AnteriorCR,NowLteDetuned,QTI,0.444530725479126
AnteriorCR,NowLteDetuned,QTI,0.39561939239501953
AnteriorCR,NowLteDetuned,QTI,0.37873515486717224
AnteriorCR,NowLteDetuned,QTI,0.4151700437068939
AnteriorCR,NowLteDetuned,QTI,0.4146800637245178
AnteriorCR,NowLteDetuned,QTI,0.3762315809726715
AnteriorCR,NowLteDetuned,QTI,0.35807517170906067
AnteriorCR,NowLteDetuned,QTI,0.35055020451545715
AnteriorCR,NowLteDetuned,QTI,0.3286530375480652
AnteriorCR,NowLteDetuned,QTI,0.2985502779483795
AnteriorCR,NowLteDetuned,QTI,0.3599819839000702
AnteriorCR,NowLteDetuned,QTI,0.4438443183898926
AnteriorCR,NowLteDetuned,QTI,0.3110676407814026
AnteriorCR,NowLteDetuned,QTI,0.3214357793331146
AnteriorCR,NowLteDetuned,QTI,0.34200894832611084
AnteriorCR,NowLteDetuned,QTI,0.3666394054889679
AnteriorCR,NowLteDetuned,QTI,0.3936120867729187
AnteriorCR,NowLteDetuned,QTI,0.40479835867881775
AnteriorCR,NowLteDetuned,QTI,0.3880447447299957
AnteriorCR,NowLteDetuned,QTI,0.3771097660064697
AnteriorCR,NowLteDetuned,QTI,0.3789817690849304
AnteriorCR,NowLteDetuned,QTI,0.38431093096733093
AnteriorCR,NowLteDetuned,QTI,0.38314980268478394
AnteriorCR,NowLteDetuned,QTI,0.37616413831710815
AnteriorCR,NowLteDetuned,QTI,0.36451104283332825
AnteriorCR,NowLteDetuned,QTI,0.36539146304130554
AnteriorCR,NowLteDetuned,QTI,0.36325669288635254
AnteriorCR,NowLteDetuned,QTI,0.3655356168746948
AnteriorCR,NowLteDetuned,QTI,0.37933555245399475
AnteriorCR,NowLteDetuned,QTI,0.37871673703193665
AnteriorCR,NowLteDetuned,QTI,0.31740230321884155
AnteriorCR,NowLteDetuned,QTI,0.337534099817276
AnteriorCR,NowLteDetuned,QTI,0.3524987995624542
AnteriorCR,NowLteDetuned,QTI,0.3514662981033325
AnteriorCR,NowLteDetuned,QTI,0.3621816337108612
AnteriorCR,NowLteDetuned,QTI,0.38940027356147766
AnteriorCR,NowLteDetuned,QTI,0.4047154486179352
AnteriorCR,NowLteDetuned,QTI,0.40105587244033813
AnteriorCR,NowLteDetuned,QTI,0.3797420263290405
AnteriorCR,NowLteDetuned,QTI,0.3499535024166107
AnteriorCR,NowLteDetuned,QTI,0.3635266125202179
AnteriorCR,NowLteDetuned,QTI,0.3933556079864502
AnteriorCR,NowLteDetuned,QTI,0.39865967631340027
AnteriorCR,NowLteDetuned,QTI,0.39152443408966064
AnteriorCR,NowLteDetuned,QTI,0.396001398563385
AnteriorCR,NowLteDetuned,QTI,0.40013939142227173
AnteriorCR,NowLteDetuned,QTI,0.36964869499206543
AnteriorCR,NowLteDetuned,QTI,0.3459200859069824
AnteriorCR,NowLteDetuned,QTI,0.34284335374832153
AnteriorCR,NowLteDetuned,QTI,0.35159122943878174
AnteriorCR,NowLteDetuned,QTI,0.34455516934394836
AnteriorCR,NowLteDetuned,QTI,0.36200955510139465
AnteriorCR,NowLteDetuned,QTI,0.36718884110450745
AnteriorCR,NowLteDetuned,QTI,0.3413598835468292
AnteriorCR,NowLteDetuned,QTI,0.3456590175628662
AnteriorCR,NowLteDetuned,QTI,0.3854680359363556
AnteriorCR,NowLteDetuned,QTI,0.409284383058548
AnteriorCR,NowLteDetuned,QTI,0.41726547479629517
AnteriorCR,NowLteDetuned,QTI,0.38203755021095276
AnteriorCR,NowLteDetuned,QTI,0.3219295144081116
AnteriorCR,NowLteDetuned,QTI,0.3468771278858185
AnteriorCR,NowLteDetuned,QTI,0.4042598009109497
AnteriorCR,NowLteDetuned,QTI,0.4211689233779907
AnteriorCR,NowLteDetuned,QTI,0.4240848422050476
AnteriorCR,NowLteDetuned,QTI,0.4145512282848358
AnteriorCR,NowLteDetuned,QTI,0.40250223875045776
AnteriorCR,NowLteDetuned,QTI,0.37875136733055115
AnteriorCR,NowLteDetuned,QTI,0.3662143051624298
AnteriorCR,NowLteDetuned,QTI,0.38135799765586853
AnteriorCR,NowLteDetuned,QTI,0.2510693371295929
AnteriorCR,NowLteDetuned,QTI,0.3203791379928589
AnteriorCR,NowLteDetuned,QTI,0.37024301290512085
AnteriorCR,NowLteDetuned,QTI,0.37920117378234863
AnteriorCR,NowLteDetuned,QTI,0.36351919174194336
AnteriorCR,NowLteDetuned,QTI,0.30694037675857544
AnteriorCR,NowLteDetuned,QTI,0.3141661286354065
AnteriorCR,NowLteDetuned,QTI,0.38639718294143677
AnteriorCR,NowLteDetuned,QTI,0.42320579290390015
AnteriorCR,NowLteDetuned,QTI,0.4351101219654083
AnteriorCR,NowLteDetuned,QTI,0.3966612219810486
AnteriorCR,NowLteDetuned,QTI,0.3360152840614319
AnteriorCR,NowLteDetuned,QTI,0.3445253372192383
AnteriorCR,NowLteDetuned,QTI,0.37571167945861816
AnteriorCR,NowLteDetuned,QTI,0.41160985827445984
AnteriorCR,NowLteDetuned,QTI,0.43727847933769226
AnteriorCR,NowLteDetuned,QTI,0.41791629791259766
AnteriorCR,NowLteDetuned,QTI,0.3948580324649811
AnteriorCR,NowLteDetuned,QTI,0.36489301919937134
AnteriorCR,NowLteDetuned,QTI,0.36082038283348083
AnteriorCR,NowLteDetuned,QTI,0.20144465565681458
AnteriorCR,NowLteDetuned,QTI,0.22837528586387634
AnteriorCR,NowLteDetuned,QTI,0.2667306065559387
AnteriorCR,NowLteDetuned,QTI,0.33799251914024353
AnteriorCR,NowLteDetuned,QTI,0.387114018201828
AnteriorCR,NowLteDetuned,QTI,0.39243507385253906
AnteriorCR,NowLteDetuned,QTI,0.3757842481136322
AnteriorCR,NowLteDetuned,QTI,0.32655662298202515
AnteriorCR,NowLteDetuned,QTI,0.34272119402885437
AnteriorCR,NowLteDetuned,QTI,0.41894322633743286
AnteriorCR,NowLteDetuned,QTI,0.45211565494537354
AnteriorCR,NowLteDetuned,QTI,0.46312835812568665
AnteriorCR,NowLteDetuned,QTI,0.4126734435558319
AnteriorCR,NowLteDetuned,QTI,0.3457697033882141
AnteriorCR,NowLteDetuned,QTI,0.3404719829559326
AnteriorCR,NowLteDetuned,QTI,0.34355688095092773
AnteriorCR,NowLteDetuned,QTI,0.39728474617004395
AnteriorCR,NowLteDetuned,QTI,0.4394345283508301
AnteriorCR,NowLteDetuned,QTI,0.4101995825767517
AnteriorCR,NowLteDetuned,QTI,0.3744153082370758
AnteriorCR,NowLteDetuned,QTI,0.26126164197921753
AnteriorCR,NowLteDetuned,QTI,0.2369402050971985
AnteriorCR,NowLteDetuned,QTI,0.218861386179924
AnteriorCR,NowLteDetuned,QTI,0.24549046158790588
AnteriorCR,NowLteDetuned,QTI,0.2850722670555115
AnteriorCR,NowLteDetuned,QTI,0.3538998067378998
AnteriorCR,NowLteDetuned,QTI,0.39718741178512573
AnteriorCR,NowLteDetuned,QTI,0.39934536814689636
AnteriorCR,NowLteDetuned,QTI,0.3982069790363312
AnteriorCR,NowLteDetuned,QTI,0.387703537940979
AnteriorCR,NowLteDetuned,QTI,0.4212382435798645
AnteriorCR,NowLteDetuned,QTI,0.4857574701309204
AnteriorCR,NowLteDetuned,QTI,0.5079283118247986
AnteriorCR,NowLteDetuned,QTI,0.518913209438324
AnteriorCR,NowLteDetuned,QTI,0.44165170192718506
AnteriorCR,NowLteDetuned,QTI,0.34897270798683167
AnteriorCR,NowLteDetuned,QTI,0.3482804000377655
AnteriorCR,NowLteDetuned,QTI,0.3510230481624603
AnteriorCR,NowLteDetuned,QTI,0.366869181394577
AnteriorCR,NowLteDetuned,QTI,0.3870012164115906
AnteriorCR,NowLteDetuned,QTI,0.3930617868900299
AnteriorCR,NowLteDetuned,QTI,0.3640478849411011
AnteriorCR,NowLteDetuned,QTI,0.28814494609832764
AnteriorCR,NowLteDetuned,QTI,0.22569648921489716
AnteriorCR,NowLteDetuned,QTI,0.22604873776435852
AnteriorCR,NowLteDetuned,QTI,0.23085325956344604
AnteriorCR,NowLteDetuned,QTI,0.25980493426322937
AnteriorCR,NowLteDetuned,QTI,0.3082718849182129
AnteriorCR,NowLteDetuned,QTI,0.3902631998062134
AnteriorCR,NowLteDetuned,QTI,0.41700196266174316
AnteriorCR,NowLteDetuned,QTI,0.388144850730896
AnteriorCR,NowLteDetuned,QTI,0.3802028000354767
AnteriorCR,NowLteDetuned,QTI,0.3829110264778137
AnteriorCR,NowLteDetuned,QTI,0.430320680141449
AnteriorCR,NowLteDetuned,QTI,0.4957192838191986
AnteriorCR,NowLteDetuned,QTI,0.5224547982215881
AnteriorCR,NowLteDetuned,QTI,0.5433961749076843
AnteriorCR,NowLteDetuned,QTI,0.4510938823223114
AnteriorCR,NowLteDetuned,QTI,0.3512127101421356
AnteriorCR,NowLteDetuned,QTI,0.3530639708042145
AnteriorCR,NowLteDetuned,QTI,0.3519335389137268
AnteriorCR,NowLteDetuned,QTI,0.3353006839752197
AnteriorCR,NowLteDetuned,QTI,0.33347973227500916
AnteriorCR,NowLteDetuned,QTI,0.37554094195365906
AnteriorCR,NowLteDetuned,QTI,0.3542364239692688
AnteriorCR,NowLteDetuned,QTI,0.24936804175376892
AnteriorCR,NowLteDetuned,QTI,0.2231692671775818
AnteriorCR,NowLteDetuned,QTI,0.2656848728656769
AnteriorCR,NowLteDetuned,QTI,0.19940981268882751
AnteriorCR,NowLteDetuned,QTI,0.22157803177833557
AnteriorCR,NowLteDetuned,QTI,0.24304771423339844
AnteriorCR,NowLteDetuned,QTI,0.2689446210861206
AnteriorCR,NowLteDetuned,QTI,0.3277793228626251
AnteriorCR,NowLteDetuned,QTI,0.42704498767852783
AnteriorCR,NowLteDetuned,QTI,0.4341017007827759
AnteriorCR,NowLteDetuned,QTI,0.3675824999809265
AnteriorCR,NowLteDetuned,QTI,0.34463605284690857
AnteriorCR,NowLteDetuned,QTI,0.34194689989089966
AnteriorCR,NowLteDetuned,QTI,0.39445987343788147
AnteriorCR,NowLteDetuned,QTI,0.4586012065410614
AnteriorCR,NowLteDetuned,QTI,0.49631020426750183
AnteriorCR,NowLteDetuned,QTI,0.5310371518135071
AnteriorCR,NowLteDetuned,QTI,0.4380655884742737
AnteriorCR,NowLteDetuned,QTI,0.35364219546318054
AnteriorCR,NowLteDetuned,QTI,0.35684463381767273
AnteriorCR,NowLteDetuned,QTI,0.356736421585083
AnteriorCR,NowLteDetuned,QTI,0.34967052936553955
AnteriorCR,NowLteDetuned,QTI,0.35044845938682556
AnteriorCR,NowLteDetuned,QTI,0.3685775697231293
AnteriorCR,NowLteDetuned,QTI,0.3425125479698181
AnteriorCR,NowLteDetuned,QTI,0.26125723123550415
AnteriorCR,NowLteDetuned,QTI,0.18750344216823578
AnteriorCR,NowLteDetuned,QTI,0.22659781575202942
AnteriorCR,NowLteDetuned,QTI,0.2524292767047882
AnteriorCR,NowLteDetuned,QTI,0.25569307804107666
AnteriorCR,NowLteDetuned,QTI,0.3083445727825165
AnteriorCR,NowLteDetuned,QTI,0.4113820195198059
AnteriorCR,NowLteDetuned,QTI,0.42369306087493896
AnteriorCR,NowLteDetuned,QTI,0.3808811902999878
AnteriorCR,NowLteDetuned,QTI,0.3471110165119171
AnteriorCR,NowLteDetuned,QTI,0.32079535722732544
AnteriorCR,NowLteDetuned,QTI,0.3709873855113983
AnteriorCR,NowLteDetuned,QTI,0.4290696978569031
AnteriorCR,NowLteDetuned,QTI,0.48300954699516296
AnteriorCR,NowLteDetuned,QTI,0.5227432250976562
AnteriorCR,NowLteDetuned,QTI,0.4236893653869629
AnteriorCR,NowLteDetuned,QTI,0.3468853831291199
AnteriorCR,NowLteDetuned,QTI,0.34921467304229736
AnteriorCR,NowLteDetuned,QTI,0.35260310769081116
AnteriorCR,NowLteDetuned,QTI,0.3598374128341675
AnteriorCR,NowLteDetuned,QTI,0.36247408390045166
AnteriorCR,NowLteDetuned,QTI,0.3605339527130127
AnteriorCR,NowLteDetuned,QTI,0.33641183376312256
AnteriorCR,NowLteDetuned,QTI,0.20338581502437592
AnteriorCR,NowLteDetuned,QTI,0.23653802275657654
AnteriorCR,NowLteDetuned,QTI,0.2586138844490051
AnteriorCR,NowLteDetuned,QTI,0.2560417950153351
AnteriorCR,NowLteDetuned,QTI,0.3068879246711731
AnteriorCR,NowLteDetuned,QTI,0.4056973457336426
AnteriorCR,NowLteDetuned,QTI,0.4254978895187378
AnteriorCR,NowLteDetuned,QTI,0.4080396890640259
AnteriorCR,NowLteDetuned,QTI,0.35724055767059326
AnteriorCR,NowLteDetuned,QTI,0.3062376379966736
AnteriorCR,NowLteDetuned,QTI,0.35753268003463745
AnteriorCR,NowLteDetuned,QTI,0.41113534569740295
AnteriorCR,NowLteDetuned,QTI,0.48838481307029724
AnteriorCR,NowLteDetuned,QTI,0.5299142599105835
AnteriorCR,NowLteDetuned,QTI,0.4075371325016022
AnteriorCR,NowLteDetuned,QTI,0.32431313395500183
AnteriorCR,NowLteDetuned,QTI,0.3170332908630371
AnteriorCR,NowLteDetuned,QTI,0.3195851445198059
AnteriorCR,NowLteDetuned,QTI,0.34541425108909607
AnteriorCR,NowLteDetuned,QTI,0.35405591130256653
AnteriorCR,NowLteDetuned,QTI,0.34650975465774536
AnteriorCR,NowLteDetuned,QTI,0.2358030527830124
AnteriorCR,NowLteDetuned,QTI,0.24853438138961792
AnteriorCR,NowLteDetuned,QTI,0.26733696460723877
AnteriorCR,NowLteDetuned,QTI,0.2832833528518677
AnteriorCR,NowLteDetuned,QTI,0.33463138341903687
AnteriorCR,NowLteDetuned,QTI,0.41380029916763306
AnteriorCR,NowLteDetuned,QTI,0.45169004797935486
AnteriorCR,NowLteDetuned,QTI,0.4714486598968506
AnteriorCR,NowLteDetuned,QTI,0.4209747910499573
AnteriorCR,NowLteDetuned,QTI,0.3647204339504242
AnteriorCR,NowLteDetuned,QTI,0.376444548368454
AnteriorCR,NowLteDetuned,QTI,0.3981088399887085
AnteriorCR,NowLteDetuned,QTI,0.4710932970046997
AnteriorCR,NowLteDetuned,QTI,0.4976676106452942
AnteriorCR,NowLteDetuned,QTI,0.37744319438934326
AnteriorCR,NowLteDetuned,QTI,0.30487269163131714
AnteriorCR,NowLteDetuned,QTI,0.3038487732410431
AnteriorCR,NowLteDetuned,QTI,0.31119510531425476
AnteriorCR,NowLteDetuned,QTI,0.24674895405769348
AnteriorCR,NowLteDetuned,QTI,0.25896018743515015
AnteriorCR,NowLteDetuned,QTI,0.28507548570632935
AnteriorCR,NowLteDetuned,QTI,0.3155883550643921
AnteriorCR,NowLteDetuned,QTI,0.36936789751052856
AnteriorCR,NowLteDetuned,QTI,0.4359346628189087
AnteriorCR,NowLteDetuned,QTI,0.48446109890937805
AnteriorCR,NowLteDetuned,QTI,0.5322114825248718
AnteriorCR,NowLteDetuned,QTI,0.48229438066482544
AnteriorCR,NowLteDetuned,QTI,0.4319387972354889
AnteriorCR,NowLteDetuned,QTI,0.3927568793296814
AnteriorCR,NowLteDetuned,QTI,0.37710660696029663
AnteriorCR,NowLteDetuned,QTI,0.43664786219596863
AnteriorCR,NowLteDetuned,QTI,0.44373631477355957
AnteriorCR,NowLteDetuned,QTI,0.34201568365097046
AnteriorCR,NowLteDetuned,QTI,0.3081539273262024
AnteriorCR,NowLteDetuned,QTI,0.24628016352653503
AnteriorCR,NowLteDetuned,QTI,0.2660849690437317
AnteriorCR,NowLteDetuned,QTI,0.30371153354644775
AnteriorCR,NowLteDetuned,QTI,0.34527966380119324
AnteriorCR,NowLteDetuned,QTI,0.4161466956138611
AnteriorCR,NowLteDetuned,QTI,0.495911180973053
AnteriorCR,NowLteDetuned,QTI,0.5118712186813354
AnteriorCR,NowLteDetuned,QTI,0.5243449807167053
AnteriorCR,NowLteDetuned,QTI,0.47520971298217773
AnteriorCR,NowLteDetuned,QTI,0.424174040555954
AnteriorCR,NowLteDetuned,QTI,0.39562752842903137
AnteriorCR,NowLteDetuned,QTI,0.380363404750824
AnteriorCR,NowLteDetuned,QTI,0.3928278088569641
AnteriorCR,NowLteDetuned,QTI,0.37583351135253906
AnteriorCR,NowLteDetuned,QTI,0.3060707747936249
AnteriorCR,NowLteDetuned,QTI,0.3421730101108551
AnteriorCR,NowLteDetuned,QTI,0.27863335609436035
AnteriorCR,NowLteDetuned,QTI,0.2860727608203888
AnteriorCR,NowLteDetuned,QTI,0.32400423288345337
AnteriorCR,NowLteDetuned,QTI,0.36535128951072693
AnteriorCR,NowLteDetuned,QTI,0.43008923530578613
AnteriorCR,NowLteDetuned,QTI,0.5066738724708557
AnteriorCR,NowLteDetuned,QTI,0.5113267302513123
AnteriorCR,NowLteDetuned,QTI,0.5108887553215027
AnteriorCR,NowLteDetuned,QTI,0.47645843029022217
AnteriorCR,NowLteDetuned,QTI,0.4313414394855499
AnteriorCR,NowLteDetuned,QTI,0.40368080139160156
AnteriorCR,NowLteDetuned,QTI,0.37973180413246155
AnteriorCR,NowLteDetuned,QTI,0.3399241864681244
AnteriorCR,NowLteDetuned,QTI,0.3084515631198883
AnteriorCR,NowLteDetuned,QTI,0.27762264013290405
AnteriorCR,NowLteDetuned,QTI,0.3870683014392853
AnteriorCR,NowLteDetuned,QTI,0.3313952684402466
AnteriorCR,NowLteDetuned,QTI,0.3253219425678253
AnteriorCR,NowLteDetuned,QTI,0.3459241986274719
AnteriorCR,NowLteDetuned,QTI,0.3818633258342743
AnteriorCR,NowLteDetuned,QTI,0.4087284207344055
AnteriorCR,NowLteDetuned,QTI,0.44539108872413635
AnteriorCR,NowLteDetuned,QTI,0.4714120030403137
AnteriorCR,NowLteDetuned,QTI,0.4965941309928894
AnteriorCR,NowLteDetuned,QTI,0.49073275923728943
AnteriorCR,NowLteDetuned,QTI,0.4561155438423157
AnteriorCR,NowLteDetuned,QTI,0.40010902285575867
AnteriorCR,NowLteDetuned,QTI,0.35615992546081543
AnteriorCR,NowLteDetuned,QTI,0.31637346744537354
AnteriorCR,NowLteDetuned,QTI,0.29306724667549133
AnteriorCR,NowLteDetuned,QTI,0.46396562457084656
AnteriorCR,NowLteDetuned,QTI,0.3699376583099365
AnteriorCR,NowLteDetuned,QTI,0.2899065315723419
AnteriorCR,NowLteDetuned,QTI,0.3396396338939667
AnteriorCR,NowLteDetuned,QTI,0.3994496166706085
AnteriorCR,NowLteDetuned,QTI,0.36896660923957825
AnteriorCR,NowLteDetuned,QTI,0.3649892807006836
AnteriorCR,NowLteDetuned,QTI,0.4140879213809967
AnteriorCR,NowLteDetuned,QTI,0.4568473994731903
AnteriorCR,NowLteDetuned,QTI,0.4687792658805847
AnteriorCR,NowLteDetuned,QTI,0.44508832693099976
AnteriorCR,NowLteDetuned,QTI,0.38061681389808655
AnteriorCR,NowLteDetuned,QTI,0.33254149556159973
AnteriorCR,NowLteDetuned,QTI,0.39431947469711304
AnteriorCR,NowLteDetuned,QTI,0.22828629612922668
AnteriorCR,NowLteDetuned,QTI,0.3279367685317993
AnteriorCR,NowLteDetuned,QTI,0.4146485924720764
AnteriorCR,NowLteDetuned,QTI,0.3139099180698395
AnteriorCR,NowLteDetuned,QTI,0.26992422342300415
AnteriorCR,NowLteDetuned,QTI,0.35067254304885864
AnteriorCR,NowLteDetuned,QTI,0.3961966633796692
AnteriorCR,NowLteDetuned,QTI,0.3815722167491913
AnteriorCR,NowLteDetuned,QTI,0.35045325756073
AnteriorCR,NowLteDetuned,QTI,0.3036273419857025
AnteriorCR,NowLteDetuned,QTI,0.2757921516895294
AnteriorCR,NowLteDetuned,QTI,0.3345557749271393
AnteriorCR,NowLteDetuned,QTI,0.1949182152748108
AnteriorCR,NowLteDetuned,QTI,0.26994338631629944
AnteriorCR,NowLteDetuned,QTI,0.32692769169807434
AnteriorCR,NowLteDetuned,QTI,0.23367758095264435
AnteriorCR,NowLteDetuned,QTI,0.1940852552652359
AnteriorCR,NowLteDetuned,QTI,0.29576048254966736
AnteriorCR,NowLteDetuned,QTI,0.34714987874031067
AnteriorCR,NowLteDetuned,QTI,0.3232467472553253
AnteriorCR,NowLteDetuned,QTI,0.28907516598701477
