ROI,Sequence,Approach,MD
LateralVentricle,dti,dti,0.0029652956873178
LateralVentricle,dti,dti,0.0029987518209964
LateralVentricle,dti,dti,0.0030325055122375
LateralVentricle,dti,dti,0.0030659243930131
LateralVentricle,dti,dti,0.003051827661693
LateralVentricle,dti,dti,0.0030077064875513
LateralVentricle,dti,dti,0.0030398142989724
LateralVentricle,dti,dti,0.0030992326792329
LateralVentricle,dti,dti,0.0030847478192299
LateralVentricle,dti,dti,0.003058963920921
LateralVentricle,dti,dti,0.0026643380988389
LateralVentricle,dti,dti,0.0028379666619002
LateralVentricle,dti,dti,0.0029533831402659
LateralVentricle,dti,dti,0.0029710382223129
LateralVentricle,dti,dti,0.0030051176436245
LateralVentricle,dti,dti,0.0030556351412087
LateralVentricle,dti,dti,0.0030393325723707
LateralVentricle,dti,dti,0.0029811495915055
LateralVentricle,dti,dti,0.003022352932021
LateralVentricle,dti,dti,0.0030982419848442
LateralVentricle,dti,dti,0.0030611976981163
LateralVentricle,dti,dti,0.003007443388924
LateralVentricle,dti,dti,0.002835985738784
LateralVentricle,dti,dti,0.0029585789889097
LateralVentricle,dti,dti,0.0029470978770405
LateralVentricle,dti,dti,0.0029680402949452
LateralVentricle,dti,dti,0.0030207929667085
LateralVentricle,dti,dti,0.0030170674435794
LateralVentricle,dti,dti,0.0029791712295264
LateralVentricle,dti,dti,0.0030375143978744
LateralVentricle,dti,dti,0.0031280452385544
LateralVentricle,dti,dti,0.0030642482452094
LateralVentricle,dti,dti,0.0029171996284276
LateralVentricle,dti,dti,0.0029080943204462
LateralVentricle,dti,dti,0.0029338425956666
LateralVentricle,dti,dti,0.0029939499218016
LateralVentricle,dti,dti,0.0030117873102426
LateralVentricle,dti,dti,0.0030048175249248
LateralVentricle,dti,dti,0.0030686764512211
LateralVentricle,dti,dti,0.0031554820016026
LateralVentricle,dti,dti,0.0030660864431411
LateralVentricle,dti,dti,0.0028368288185447
LateralVentricle,dti,dti,0.0028663442935794
LateralVentricle,dti,dti,0.0029147118330001
LateralVentricle,dti,dti,0.0029827281832695
LateralVentricle,dti,dti,0.0030297429766505
LateralVentricle,dti,dti,0.0030650496482849
LateralVentricle,dti,dti,0.0031206347048282
LateralVentricle,dti,dti,0.0031820465810596
LateralVentricle,dti,dti,0.0030665139202028
LateralVentricle,dti,dti,0.0028830852825194
LateralVentricle,dti,dti,0.0029562816489487
LateralVentricle,dti,dti,0.0030183251947164
LateralVentricle,dti,dti,0.0030623080674558
LateralVentricle,dti,dti,0.0030967679340392
LateralVentricle,dti,dti,0.0031426004134118
LateralVentricle,dti,dti,0.0031913975253701
LateralVentricle,dti,dti,0.0029354302678257
LateralVentricle,dti,dti,0.0030338924843817
LateralVentricle,dti,dti,0.0030829166062176
LateralVentricle,dti,dti,0.0031058052554726
LateralVentricle,dti,dti,0.0031143843661993
LateralVentricle,dti,dti,0.0031465131323784
LateralVentricle,dti,dti,0.0031860643066465
LateralVentricle,dti,dti,0.0029743865597993
LateralVentricle,dti,dti,0.0030577161815017
LateralVentricle,dti,dti,0.0030805943533778
LateralVentricle,dti,dti,0.0031040767207741
LateralVentricle,dti,dti,0.0031271516345441
LateralVentricle,dti,dti,0.0031120746862143
LateralVentricle,dti,dti,0.0030134874396026
LateralVentricle,dti,dti,0.0030640063341706
LateralVentricle,dti,dti,0.0030512472148984
LateralVentricle,dti,dti,0.0030805682763457
LateralVentricle,dti,dti,0.0031310082413256
LateralVentricle,dti,dti,0.0030566111672669
LateralVentricle,dti,dti,0.0030476828105747
LateralVentricle,dti,dti,0.0030844584107398
LateralVentricle,dti,dti,0.0030693151056766
LateralVentricle,dti,dti,0.0030642671044915
LateralVentricle,dti,dti,0.0030645371880382
LateralVentricle,dti,dti,0.00301806605421
LateralVentricle,dti,dti,0.003085418138653
LateralVentricle,dti,dti,0.0031090700067579
LateralVentricle,dti,dti,0.0030974233523011
LateralVentricle,dti,dti,0.0030493880622088
LateralVentricle,dti,dti,0.0028078590985387
LateralVentricle,dti,dti,0.0029890441801398
LateralVentricle,dti,dti,0.0030416743829846
LateralVentricle,dti,dti,0.0030539142899215
LateralVentricle,dti,dti,0.0030340689700096
LateralVentricle,dti,dti,0.0028115997556596
LateralVentricle,dti,dti,0.0029589443001896
LateralVentricle,dti,dti,0.0029927969444543
LateralVentricle,dti,dti,0.0029830189887434
LateralVentricle,dti,dti,0.0025289794430136
LateralVentricle,dti,dti,0.0027947835624217
LateralVentricle,dti,dti,0.0029349187389016
LateralVentricle,dti,dti,0.0029144801665097
LateralVentricle,dti,dti,0.0023410867433995
LateralVentricle,dti,dti,0.0025072684511542
LateralVentricle,dti,dti,0.0027634748257696
LateralVentricle,dti,dti,0.002855647355318
LateralVentricle,dti,dti,0.0024581009056419
LateralVentricle,dti,dti,0.0025694356299936
LateralVentricle,dti,dti,0.002662013284862
LateralVentricle,dti,dti,0.0029654991813004
LateralVentricle,dti,dti,0.0029887771233916
LateralVentricle,dti,dti,0.0029807991813868
LateralVentricle,dti,dti,0.0029891633894294
LateralVentricle,dti,dti,0.0030011176131665
LateralVentricle,dti,dti,0.002998863812536
LateralVentricle,dti,dti,0.0029831700958311
LateralVentricle,dti,dti,0.0030459477566182
LateralVentricle,dti,dti,0.0030410289764404
LateralVentricle,dti,dti,0.0030350040178745
LateralVentricle,dti,dti,0.003080561524257
LateralVentricle,dti,dti,0.0030678352341055
LateralVentricle,dti,dti,0.0030889599584043
LateralVentricle,dti,dti,0.0031032662373036
LateralVentricle,dti,dti,0.0030667351093143
LateralVentricle,dti,dti,0.0029980903491377
LateralVentricle,dti,dti,0.0031342960428446
LateralVentricle,dti,dti,0.0031260827090591
LateralVentricle,dti,dti,0.0030739640351384
LateralVentricle,dti,dti,0.0030630799010396
LateralVentricle,dti,dti,0.003165716305375
LateralVentricle,dti,dti,0.0031454015988856
LateralVentricle,dti,dti,0.0030886137392371
LateralVentricle,dti,dti,0.0031019137240946
LateralVentricle,dti,dti,0.0031550941057503
LateralVentricle,dti,dti,0.0031290454789996
LateralVentricle,dti,dti,0.0030795384664088
LateralVentricle,dti,dti,0.003048151731491
LateralVentricle,dti,dti,0.0031119748018682
LateralVentricle,dti,dti,0.0031072616111487
LateralVentricle,dti,dti,0.003081354079768
LateralVentricle,dti,dti,0.003048304002732
LateralVentricle,dti,dti,0.0029461430385708
LateralVentricle,dti,dti,0.003031721105799
LateralVentricle,dti,dti,0.0030510001815855
LateralVentricle,dti,dti,0.0030360789969563
LateralVentricle,dti,dti,0.0030382797122001
LateralVentricle,dti,dti,0.0030434054788202
LateralVentricle,dti,dti,0.0029553126078099
LateralVentricle,dti,dti,0.0029965923167765
LateralVentricle,dti,dti,0.0029745982028543
LateralVentricle,dti,dti,0.0029640444554388
LateralVentricle,dti,dti,0.0029580073896795
LateralVentricle,dti,dti,0.0029999178368598
LateralVentricle,dti,dti,0.003052509855479
LateralVentricle,dti,dti,0.002974625211209
LateralVentricle,dti,dti,0.0029946665745228
LateralVentricle,dti,dti,0.0029870392754673
LateralVentricle,dti,dti,0.0029567121528089
LateralVentricle,dti,dti,0.0029514005873352
LateralVentricle,dti,dti,0.0029572690837085
LateralVentricle,dti,dti,0.0029992929194122
LateralVentricle,dti,dti,0.0030494777020066
LateralVentricle,dti,dti,0.0030085584148764
LateralVentricle,dti,dti,0.0030637721065431
LateralVentricle,dti,dti,0.0030677716713398
LateralVentricle,dti,dti,0.0030026040039956
LateralVentricle,dti,dti,0.0029652086086571
LateralVentricle,dti,dti,0.0029489356093108
LateralVentricle,dti,dti,0.0029573263600468
LateralVentricle,dti,dti,0.0029764787759631
LateralVentricle,dti,dti,0.0030080457217991
LateralVentricle,dti,dti,0.0030421465635299
LateralVentricle,dti,dti,0.0028884964995086
LateralVentricle,dti,dti,0.0031367344781756
LateralVentricle,dti,dti,0.0030659867916256
LateralVentricle,dti,dti,0.0030116196721792
LateralVentricle,dti,dti,0.0029763507191091
LateralVentricle,dti,dti,0.0029509810265153
LateralVentricle,dti,dti,0.0029337529558688
LateralVentricle,dti,dti,0.0029464575927704
LateralVentricle,dti,dti,0.0029722868930548
LateralVentricle,dti,dti,0.003021998796612
LateralVentricle,dti,dti,0.0030757158529013
LateralVentricle,dti,dti,0.0029282700270414
LateralVentricle,dti,dti,0.0031344122253358
LateralVentricle,dti,dti,0.0032179623376578
LateralVentricle,dti,dti,0.0030470269266515
LateralVentricle,dti,dti,0.0029523484408855
LateralVentricle,dti,dti,0.0029517009388655
LateralVentricle,dti,dti,0.002939473837614
LateralVentricle,dti,dti,0.0029192564543336
LateralVentricle,dti,dti,0.0029328388627618
LateralVentricle,dti,dti,0.0029613459482789
LateralVentricle,dti,dti,0.0030332808382809
LateralVentricle,dti,dti,0.0031128288246691
LateralVentricle,dti,dti,0.00278827897273
LateralVentricle,dti,dti,0.0029530366882681
LateralVentricle,dti,dti,0.0030901890713721
LateralVentricle,dti,dti,0.0031424663029611
LateralVentricle,dti,dti,0.003022807650268
LateralVentricle,dti,dti,0.0029568411409854
LateralVentricle,dti,dti,0.0029557787347584
LateralVentricle,dti,dti,0.0029505686834454
LateralVentricle,dti,dti,0.0029427921399474
LateralVentricle,dti,dti,0.0029528716113418
LateralVentricle,dti,dti,0.0029706235509365
LateralVentricle,dti,dti,0.0030351202003657
LateralVentricle,dti,dti,0.0031077626626938
LateralVentricle,dti,dti,0.0027529874350875
LateralVentricle,dti,dti,0.0028482463676482
LateralVentricle,dti,dti,0.0029435523319989
LateralVentricle,dti,dti,0.0030331411398947
LateralVentricle,dti,dti,0.0030703013762831
LateralVentricle,dti,dti,0.0030050720088183
LateralVentricle,dti,dti,0.0029683071188628
LateralVentricle,dti,dti,0.0029657008126378
LateralVentricle,dti,dti,0.0029655559919774
LateralVentricle,dti,dti,0.0029675466939806
LateralVentricle,dti,dti,0.0029773972928524
LateralVentricle,dti,dti,0.0029902318492531
LateralVentricle,dti,dti,0.0030432271305471
LateralVentricle,dti,dti,0.0031032154802232
LateralVentricle,dti,dti,0.0026789477560669
LateralVentricle,dti,dti,0.0027231429703533
LateralVentricle,dti,dti,0.0027857071254402
LateralVentricle,dti,dti,0.0029123579151928
LateralVentricle,dti,dti,0.0029979874379932
LateralVentricle,dti,dti,0.0030045409221202
LateralVentricle,dti,dti,0.00300551392138
LateralVentricle,dti,dti,0.0030011518392711
LateralVentricle,dti,dti,0.0029985050205141
LateralVentricle,dti,dti,0.0029971085023134
LateralVentricle,dti,dti,0.0030198516324162
LateralVentricle,dti,dti,0.0030520928557962
LateralVentricle,dti,dti,0.0030746269039809
LateralVentricle,dti,dti,0.0030947083141654
LateralVentricle,dti,dti,0.0023748953826725
LateralVentricle,dti,dti,0.0026312780100852
LateralVentricle,dti,dti,0.0026545859873294
LateralVentricle,dti,dti,0.0027042941655963
LateralVentricle,dti,dti,0.0028489171527326
LateralVentricle,dti,dti,0.0029600637499243
LateralVentricle,dti,dti,0.0030075984541326
LateralVentricle,dti,dti,0.0030319639481604
LateralVentricle,dti,dti,0.0030305555555969
LateralVentricle,dti,dti,0.0030216905288398
LateralVentricle,dti,dti,0.0030082419980317
LateralVentricle,dti,dti,0.0030438504181802
LateralVentricle,dti,dti,0.0030982226599007
LateralVentricle,dti,dti,0.0030928293708711
LateralVentricle,dti,dti,0.0030760818626731
LateralVentricle,dti,dti,0.0024012827780097
LateralVentricle,dti,dti,0.0026349548716098
LateralVentricle,dti,dti,0.0026917429640889
LateralVentricle,dti,dti,0.0027654529549181
LateralVentricle,dti,dti,0.0028988467529416
LateralVentricle,dti,dti,0.0029924490954726
LateralVentricle,dti,dti,0.0030129877850413
LateralVentricle,dti,dti,0.0030309353023767
LateralVentricle,dti,dti,0.0030458599794656
LateralVentricle,dti,dti,0.0030183671042323
LateralVentricle,dti,dti,0.0029642202425748
LateralVentricle,dti,dti,0.0030093432869762
LateralVentricle,dti,dti,0.0030914908275008
LateralVentricle,dti,dti,0.0030680533964186
LateralVentricle,dti,dti,0.0021120538003742
LateralVentricle,dti,dti,0.002364891115576
LateralVentricle,dti,dti,0.0026013192255049
LateralVentricle,dti,dti,0.0026985458098351
LateralVentricle,dti,dti,0.0028067780658602
LateralVentricle,dti,dti,0.0029533009510487
LateralVentricle,dti,dti,0.0030435665976256
LateralVentricle,dti,dti,0.0030348002910614
LateralVentricle,dti,dti,0.0030387963633984
LateralVentricle,dti,dti,0.0030559066217392
LateralVentricle,dti,dti,0.0030189482495188
LateralVentricle,dti,dti,0.0029483202379196
LateralVentricle,dti,dti,0.0029998016543686
LateralVentricle,dti,dti,0.0030957949347794
LateralVentricle,dti,dti,0.0030499082058668
LateralVentricle,dti,dti,0.0019908854737877
LateralVentricle,dti,dti,0.0022689322941005
LateralVentricle,dti,dti,0.0025329142808914
LateralVentricle,dti,dti,0.0026780837215483
LateralVentricle,dti,dti,0.0028335086535662
LateralVentricle,dti,dti,0.0030232889112085
LateralVentricle,dti,dti,0.0031260387040674
LateralVentricle,dti,dti,0.003079938236624
LateralVentricle,dti,dti,0.0030551441013813
LateralVentricle,dti,dti,0.0030512029770761
LateralVentricle,dti,dti,0.0030190355610102
LateralVentricle,dti,dti,0.0029703618492931
LateralVentricle,dti,dti,0.0030265054665505
LateralVentricle,dti,dti,0.0031193031463772
LateralVentricle,dti,dti,0.0030444720759987
LateralVentricle,dti,dti,0.002104633487761
LateralVentricle,dti,dti,0.002441007643938
LateralVentricle,dti,dti,0.0026301462203264
LateralVentricle,dti,dti,0.0028252287302166
LateralVentricle,dti,dti,0.0030392759945243
LateralVentricle,dti,dti,0.0031456593424081
LateralVentricle,dti,dti,0.003070531412959
LateralVentricle,dti,dti,0.0030329064466059
LateralVentricle,dti,dti,0.0030317571945488
LateralVentricle,dti,dti,0.003023061202839
LateralVentricle,dti,dti,0.0030104685574769
LateralVentricle,dti,dti,0.0030588742811232
LateralVentricle,dti,dti,0.003128117416054
LateralVentricle,dti,dti,0.0030260067433118
LateralVentricle,dti,dti,0.0018885328900068
LateralVentricle,dti,dti,0.0023448560386896
LateralVentricle,dti,dti,0.0025704826693981
LateralVentricle,dti,dti,0.0027937043923884
LateralVentricle,dti,dti,0.0030087870545685
LateralVentricle,dti,dti,0.0031074464786797
LateralVentricle,dti,dti,0.0030124310869723
LateralVentricle,dti,dti,0.0029759048484265
LateralVentricle,dti,dti,0.0029961415566504
LateralVentricle,dti,dti,0.003029438201338
LateralVentricle,dti,dti,0.0030703204683959
LateralVentricle,dti,dti,0.0030996173154562
LateralVentricle,dti,dti,0.0031251290347427
LateralVentricle,dti,dti,0.0018292847089469
LateralVentricle,dti,dti,0.00230283010751
LateralVentricle,dti,dti,0.0025034677237272
LateralVentricle,dti,dti,0.0027178034652024
LateralVentricle,dti,dti,0.002969479188323
LateralVentricle,dti,dti,0.0031004338525235
LateralVentricle,dti,dti,0.0030350575689226
LateralVentricle,dti,dti,0.0030088119674474
LateralVentricle,dti,dti,0.0030208791140466
LateralVentricle,dti,dti,0.0030415037181228
LateralVentricle,dti,dti,0.003067702287808
LateralVentricle,dti,dti,0.0030940799042582
LateralVentricle,dti,dti,0.0031194505281746
LateralVentricle,dti,dti,0.0018044526223093
LateralVentricle,dti,dti,0.0022322740405797
LateralVentricle,dti,dti,0.0023879322689026
LateralVentricle,dti,dti,0.0025875840801745
LateralVentricle,dti,dti,0.0029054814949631
LateralVentricle,dti,dti,0.0031008520163595
LateralVentricle,dti,dti,0.0031010853126645
LateralVentricle,dti,dti,0.0030930680222809
LateralVentricle,dti,dti,0.0030823913402855
LateralVentricle,dti,dti,0.0030580523889511
LateralVentricle,dti,dti,0.0030271576251834
LateralVentricle,dti,dti,0.0030599802266806
LateralVentricle,dti,dti,0.0031110681593418
LateralVentricle,dti,dti,0.0022813691757619
LateralVentricle,dti,dti,0.0024008769541978
LateralVentricle,dti,dti,0.0025775111280381
LateralVentricle,dti,dti,0.0029076039791107
LateralVentricle,dti,dti,0.0031058625318109
LateralVentricle,dti,dti,0.0031000287272036
LateralVentricle,dti,dti,0.0030881878919899
LateralVentricle,dti,dti,0.003072534687817
LateralVentricle,dti,dti,0.0030612025875598
LateralVentricle,dti,dti,0.0030515254475176
LateralVentricle,dti,dti,0.0030229287222027
LateralVentricle,dti,dti,0.0023466821294277
LateralVentricle,dti,dti,0.0024403030984103
LateralVentricle,dti,dti,0.0026000449433922
LateralVentricle,dti,dti,0.0029349639080464
LateralVentricle,dti,dti,0.0031231567263603
LateralVentricle,dti,dti,0.0030905434396117
LateralVentricle,dti,dti,0.0030627562664449
LateralVentricle,dti,dti,0.0030416639056056
LateralVentricle,dti,dti,0.0030593466944992
LateralVentricle,dti,dti,0.0030974766705185
LateralVentricle,dti,dti,0.002378842793405
LateralVentricle,dti,dti,0.0024931603111326
LateralVentricle,dti,dti,0.0026527512818574
LateralVentricle,dti,dti,0.0029315277934074
LateralVentricle,dti,dti,0.0030923297163099
LateralVentricle,dti,dti,0.0030793638434261
LateralVentricle,dti,dti,0.0030676822643727
LateralVentricle,dti,dti,0.003059024689719
LateralVentricle,dti,dti,0.0030445035081356
LateralVentricle,dti,dti,0.003027155296877
LateralVentricle,dti,dti,0.0024142768234014
LateralVentricle,dti,dti,0.0025536310859024
LateralVentricle,dti,dti,0.0027156800497323
LateralVentricle,dti,dti,0.0029367597308009
LateralVentricle,dti,dti,0.0030680641066282
LateralVentricle,dti,dti,0.0030719065107405
LateralVentricle,dti,dti,0.0030751950107514
LateralVentricle,dti,dti,0.0030794176273047
LateralVentricle,dti,dti,0.0030233736615628
LateralVentricle,dti,dti,0.0023518179077655
LateralVentricle,dti,dti,0.0024778686929494
LateralVentricle,dti,dti,0.0026369653642177
LateralVentricle,dti,dti,0.0028791846707463
LateralVentricle,dti,dti,0.00302000856027
LateralVentricle,dti,dti,0.0030182460322976
LateralVentricle,dti,dti,0.00300421891734
LateralVentricle,dti,dti,0.0029806399252265
LateralVentricle,dti,dti,0.0021605719812214
LateralVentricle,dti,dti,0.00230004475452
LateralVentricle,dti,dti,0.0024147585500031
LateralVentricle,dti,dti,0.0025705271400511
LateralVentricle,dti,dti,0.0028266720473766
LateralVentricle,dti,dti,0.0029709530062973
LateralVentricle,dti,dti,0.0029604639858007
LateralVentricle,dti,dti,0.0029101672116667
LateralVentricle,dti,dti,0.0020356341265141
LateralVentricle,dti,dti,0.0022120915818959
LateralVentricle,dti,dti,0.0023278717417269
LateralVentricle,dti,dti,0.0024912510998547
LateralVentricle,dti,dti,0.0027660760097205
LateralVentricle,dti,dti,0.0029094237834215
LateralVentricle,dti,dti,0.0028761040885001
LateralVentricle,dti,dti,0.0019653153140097
LateralVentricle,dti,dti,0.0021829637698829
LateralVentricle,dti,dti,0.0022962128277868
LateralVentricle,dti,dti,0.0024469224736094
LateralVentricle,dti,dti,0.0026835305616259
LateralVentricle,dti,dti,0.0027672562282532
LateralVentricle,dti,dti,0.0019988482818007
LateralVentricle,dti,dti,0.0022763824090361
LateralVentricle,dti,dti,0.0023876531049609
LateralVentricle,dti,dti,0.0024808039888739
LateralVentricle,dti,dti,0.0030751472804695
LateralVentricle,dti,dti,0.0031087514944374
LateralVentricle,dti,dti,0.0031135776080191
LateralVentricle,dti,dti,0.0031165892723947
LateralVentricle,dti,dti,0.0031477154698222
LateralVentricle,dti,dti,0.0031263642013072
LateralVentricle,dti,dti,0.0030408375896513
LateralVentricle,dti,dti,0.0030281725339591
LateralVentricle,dti,dti,0.0031711424235254
LateralVentricle,dti,dti,0.0031382809393107
LateralVentricle,dti,dti,0.0030518788844347
LateralVentricle,dti,dti,0.0030886479653418
LateralVentricle,dti,dti,0.0031703198328614
LateralVentricle,dti,dti,0.0031247646547853
LateralVentricle,dti,dti,0.0030414112843573
LateralVentricle,dti,dti,0.0030456762760877
LateralVentricle,dti,dti,0.0031494616996496
LateralVentricle,dti,dti,0.0031516707967966
LateralVentricle,dti,dti,0.0030935662798583
LateralVentricle,dti,dti,0.00301752705127
LateralVentricle,dti,dti,0.002887986600399
LateralVentricle,dti,dti,0.0030418680980801
LateralVentricle,dti,dti,0.0030851454939693
LateralVentricle,dti,dti,0.0030719044152647
LateralVentricle,dti,dti,0.0030457202810794
LateralVentricle,dti,dti,0.0030150371603667
LateralVentricle,dti,dti,0.0029066752176731
LateralVentricle,dti,dti,0.0029909773729741
LateralVentricle,dti,dti,0.0029860413633286
LateralVentricle,dti,dti,0.0029800336342304
LateralVentricle,dti,dti,0.0029740994796156
LateralVentricle,dti,dti,0.0029943857807666
LateralVentricle,dti,dti,0.0030210074037313
LateralVentricle,dti,dti,0.0028920415788888
LateralVentricle,dti,dti,0.0029581596609205
LateralVentricle,dti,dti,0.0029842443764209
LateralVentricle,dti,dti,0.0029737553559243
LateralVentricle,dti,dti,0.0029701080638915
LateralVentricle,dti,dti,0.0029705446213483
LateralVentricle,dti,dti,0.0029920144006609
LateralVentricle,dti,dti,0.0030193652492016
LateralVentricle,dti,dti,0.0029411343857645
LateralVentricle,dti,dti,0.0030078529380261
LateralVentricle,dti,dti,0.0030264740344136
LateralVentricle,dti,dti,0.0029791840352118
LateralVentricle,dti,dti,0.0029615892563015
LateralVentricle,dti,dti,0.0029662065207958
LateralVentricle,dti,dti,0.0029744780622422
LateralVentricle,dti,dti,0.0029846795368939
LateralVentricle,dti,dti,0.0029987662564963
LateralVentricle,dti,dti,0.0030148972291499
LateralVentricle,dti,dti,0.0028854080010205
LateralVentricle,dti,dti,0.0030578942969441
LateralVentricle,dti,dti,0.0029948686715215
LateralVentricle,dti,dti,0.0029529086314141
LateralVentricle,dti,dti,0.0029370281845331
LateralVentricle,dti,dti,0.002939520869404
LateralVentricle,dti,dti,0.0029571710620075
LateralVentricle,dti,dti,0.0029877158813178
LateralVentricle,dti,dti,0.0030233247671276
LateralVentricle,dti,dti,0.0030358075164258
LateralVentricle,dti,dti,0.003043646691367
LateralVentricle,dti,dti,0.002926678629592
LateralVentricle,dti,dti,0.0030840947292745
LateralVentricle,dti,dti,0.0031405026093125
LateralVentricle,dti,dti,0.0029756180010735
LateralVentricle,dti,dti,0.0028886741492897
LateralVentricle,dti,dti,0.0029025711119174
LateralVentricle,dti,dti,0.0029229626525193
LateralVentricle,dti,dti,0.0029490310698747
LateralVentricle,dti,dti,0.0029947257135063
LateralVentricle,dti,dti,0.0030497759580612
LateralVentricle,dti,dti,0.0030658200848847
LateralVentricle,dti,dti,0.0030711200088262
LateralVentricle,dti,dti,0.0025448510423302
LateralVentricle,dti,dti,0.0027349372394382
LateralVentricle,dti,dti,0.0029080230742692
LateralVentricle,dti,dti,0.0030065407045185
LateralVentricle,dti,dti,0.0030394562054425
LateralVentricle,dti,dti,0.0029321922920644
LateralVentricle,dti,dti,0.0028815637342631
LateralVentricle,dti,dti,0.0029027215205132
LateralVentricle,dti,dti,0.0029317843727767
LateralVentricle,dti,dti,0.0029673229437321
LateralVentricle,dti,dti,0.003001689678058
LateralVentricle,dti,dti,0.0030357795767486
LateralVentricle,dti,dti,0.0030483047012239
LateralVentricle,dti,dti,0.0030545166227966
LateralVentricle,dti,dti,0.0024091710802167
LateralVentricle,dti,dti,0.0025820808950811
LateralVentricle,dti,dti,0.0027165836654603
LateralVentricle,dti,dti,0.002840352943167
LateralVentricle,dti,dti,0.0029134519863873
LateralVentricle,dti,dti,0.0029466187115758
LateralVentricle,dti,dti,0.0028982183430343
LateralVentricle,dti,dti,0.0028828745707869
LateralVentricle,dti,dti,0.0029089162126183
LateralVentricle,dti,dti,0.0029416931793093
LateralVentricle,dti,dti,0.0029799493495374
LateralVentricle,dti,dti,0.0030083253514021
LateralVentricle,dti,dti,0.0030321569647639
LateralVentricle,dti,dti,0.0030376189388334
LateralVentricle,dti,dti,0.0030381358228623
LateralVentricle,dti,dti,0.0021016763057559
LateralVentricle,dti,dti,0.0023137626703828
LateralVentricle,dti,dti,0.0025216843932867
LateralVentricle,dti,dti,0.0025678037200123
LateralVentricle,dti,dti,0.0026333210989832
LateralVentricle,dti,dti,0.0027704904787242
LateralVentricle,dti,dti,0.0028679363895207
LateralVentricle,dti,dti,0.0028850270900875
LateralVentricle,dti,dti,0.0029060703236609
LateralVentricle,dti,dti,0.0029328593518584
LateralVentricle,dti,dti,0.0029553258791565
LateralVentricle,dti,dti,0.002974803559482
LateralVentricle,dti,dti,0.0030125803314149
LateralVentricle,dti,dti,0.0030579157173633
LateralVentricle,dti,dti,0.0030445631127804
LateralVentricle,dti,dti,0.003018407151103
LateralVentricle,dti,dti,0.0020956080406904
LateralVentricle,dti,dti,0.0020688357762992
LateralVentricle,dti,dti,0.0022949799895286
LateralVentricle,dti,dti,0.0025111294817179
LateralVentricle,dti,dti,0.0025182696990668
LateralVentricle,dti,dti,0.002557203406468
LateralVentricle,dti,dti,0.0027182006742805
LateralVentricle,dti,dti,0.0028402609750628
LateralVentricle,dti,dti,0.0028842117171734
LateralVentricle,dti,dti,0.0029182143043726
LateralVentricle,dti,dti,0.0029407527763396
LateralVentricle,dti,dti,0.0029526648577302
LateralVentricle,dti,dti,0.0029571978375315
LateralVentricle,dti,dti,0.0030093330424278
LateralVentricle,dti,dti,0.0030807766597718
LateralVentricle,dti,dti,0.0030489866621792
LateralVentricle,dti,dti,0.0018605518853291
LateralVentricle,dti,dti,0.0020362250506877
LateralVentricle,dti,dti,0.0021643708460032
LateralVentricle,dti,dti,0.0023753936402499
LateralVentricle,dti,dti,0.0025727436877787
LateralVentricle,dti,dti,0.0026115940418094
LateralVentricle,dti,dti,0.0026699057780206
LateralVentricle,dti,dti,0.0028014213312417
LateralVentricle,dti,dti,0.0028910576365888
LateralVentricle,dti,dti,0.0028994588647037
LateralVentricle,dti,dti,0.0029096759390085
LateralVentricle,dti,dti,0.0029218783602118
LateralVentricle,dti,dti,0.0029204876627773
LateralVentricle,dti,dti,0.0029107106383889
LateralVentricle,dti,dti,0.0029835724271833
LateralVentricle,dti,dti,0.0030891061760485
LateralVentricle,dti,dti,0.0030419593676924
LateralVentricle,dti,dti,0.0016273802611976
LateralVentricle,dti,dti,0.0018603687640279
LateralVentricle,dti,dti,0.0020707959774881
LateralVentricle,dti,dti,0.002317443024367
LateralVentricle,dti,dti,0.0025480631738901
LateralVentricle,dti,dti,0.002628190210089
LateralVentricle,dti,dti,0.0027187182568013
LateralVentricle,dti,dti,0.0028482731431722
LateralVentricle,dti,dti,0.0029313368722796
LateralVentricle,dti,dti,0.002927963854745
LateralVentricle,dti,dti,0.0029251954983919
LateralVentricle,dti,dti,0.0029228723142296
LateralVentricle,dti,dti,0.0029177633114159
LateralVentricle,dti,dti,0.0029118712991476
LateralVentricle,dti,dti,0.0029900062363594
LateralVentricle,dti,dti,0.0031008184887468
LateralVentricle,dti,dti,0.0030371460597962
LateralVentricle,dti,dti,0.0011311231646686
LateralVentricle,dti,dti,0.001356937806122
LateralVentricle,dti,dti,0.0015911096706986
LateralVentricle,dti,dti,0.0018268043641
LateralVentricle,dti,dti,0.0021486685145646
LateralVentricle,dti,dti,0.0024527432397007
LateralVentricle,dti,dti,0.0025814031250774
LateralVentricle,dti,dti,0.0027152115944772
LateralVentricle,dti,dti,0.0028686062432825
LateralVentricle,dti,dti,0.0029681718442589
LateralVentricle,dti,dti,0.0029714405536651
LateralVentricle,dti,dti,0.0029624330345541
LateralVentricle,dti,dti,0.0029388130642473
LateralVentricle,dti,dti,0.0029412540607154
LateralVentricle,dti,dti,0.0029621189460158
LateralVentricle,dti,dti,0.0030312482267618
LateralVentricle,dti,dti,0.0031182463280856
LateralVentricle,dti,dti,0.0030366817954927
LateralVentricle,dti,dti,0.000987083883956
LateralVentricle,dti,dti,0.0011695610592141
LateralVentricle,dti,dti,0.001386224059388
LateralVentricle,dti,dti,0.0016082405345514
LateralVentricle,dti,dti,0.0019395530689507
