ROI,Sequence,Approach,uFA
AnteriorCR,NowLteDetuned,QTI,0.8376818299293518
AnteriorCR,NowLteDetuned,QTI,0.8261207938194275
AnteriorCR,NowLteDetuned,QTI,0.802771270275116
AnteriorCR,NowLteDetuned,QTI,0.7605268359184265
AnteriorCR,NowLteDetuned,QTI,0.719525933265686
AnteriorCR,NowLteDetuned,QTI,0.756676971912384
AnteriorCR,NowLteDetuned,QTI,0.8759142756462097
AnteriorCR,NowLteDetuned,QTI,0.9038271903991699
AnteriorCR,NowLteDetuned,QTI,0.8955032229423523
AnteriorCR,NowLteDetuned,QTI,0.8665441870689392
AnteriorCR,NowLteDetuned,QTI,0.8333271741867065
AnteriorCR,NowLteDetuned,QTI,0.833215057849884
AnteriorCR,NowLteDetuned,QTI,0.8273533582687378
AnteriorCR,NowLteDetuned,QTI,0.8127202391624451
AnteriorCR,NowLteDetuned,QTI,0.8014994263648987
AnteriorCR,NowLteDetuned,QTI,0.7939337491989136
AnteriorCR,NowLteDetuned,QTI,0.7919908761978149
AnteriorCR,NowLteDetuned,QTI,0.7916995882987976
AnteriorCR,NowLteDetuned,QTI,0.8040862083435059
AnteriorCR,NowLteDetuned,QTI,0.823637843132019
AnteriorCR,NowLteDetuned,QTI,0.8109830617904663
AnteriorCR,NowLteDetuned,QTI,0.7968299984931946
AnteriorCR,NowLteDetuned,QTI,0.7482796311378479
AnteriorCR,NowLteDetuned,QTI,0.6995640397071838
AnteriorCR,NowLteDetuned,QTI,0.8018528819084167
AnteriorCR,NowLteDetuned,QTI,0.858237624168396
AnteriorCR,NowLteDetuned,QTI,0.8714396357536316
AnteriorCR,NowLteDetuned,QTI,0.8708862662315369
AnteriorCR,NowLteDetuned,QTI,0.8635907173156738
AnteriorCR,NowLteDetuned,QTI,0.8520981073379517
AnteriorCR,NowLteDetuned,QTI,0.8478638529777527
AnteriorCR,NowLteDetuned,QTI,0.7836437225341797
AnteriorCR,NowLteDetuned,QTI,0.8130586743354797
AnteriorCR,NowLteDetuned,QTI,0.829031765460968
AnteriorCR,NowLteDetuned,QTI,0.8219007253646851
AnteriorCR,NowLteDetuned,QTI,0.8093394041061401
AnteriorCR,NowLteDetuned,QTI,0.7913907766342163
AnteriorCR,NowLteDetuned,QTI,0.7897963523864746
AnteriorCR,NowLteDetuned,QTI,0.8013792037963867
AnteriorCR,NowLteDetuned,QTI,0.8087317943572998
AnteriorCR,NowLteDetuned,QTI,0.8129164576530457
AnteriorCR,NowLteDetuned,QTI,0.8152808547019958
AnteriorCR,NowLteDetuned,QTI,0.820904016494751
AnteriorCR,NowLteDetuned,QTI,0.7871996164321899
AnteriorCR,NowLteDetuned,QTI,0.7594323754310608
AnteriorCR,NowLteDetuned,QTI,0.7006924152374268
AnteriorCR,NowLteDetuned,QTI,0.8393451571464539
AnteriorCR,NowLteDetuned,QTI,0.8403211832046509
AnteriorCR,NowLteDetuned,QTI,0.8436184525489807
AnteriorCR,NowLteDetuned,QTI,0.8636311292648315
AnteriorCR,NowLteDetuned,QTI,0.8757111430168152
AnteriorCR,NowLteDetuned,QTI,0.8521888852119446
AnteriorCR,NowLteDetuned,QTI,0.8259140253067017
AnteriorCR,NowLteDetuned,QTI,0.7830101251602173
AnteriorCR,NowLteDetuned,QTI,0.7750512957572937
AnteriorCR,NowLteDetuned,QTI,0.819415807723999
AnteriorCR,NowLteDetuned,QTI,0.8437777757644653
AnteriorCR,NowLteDetuned,QTI,0.8445121645927429
AnteriorCR,NowLteDetuned,QTI,0.83416748046875
AnteriorCR,NowLteDetuned,QTI,0.8165984749794006
AnteriorCR,NowLteDetuned,QTI,0.8121495842933655
AnteriorCR,NowLteDetuned,QTI,0.8158397674560547
AnteriorCR,NowLteDetuned,QTI,0.810020923614502
AnteriorCR,NowLteDetuned,QTI,0.803099513053894
AnteriorCR,NowLteDetuned,QTI,0.8099067807197571
AnteriorCR,NowLteDetuned,QTI,0.8143686056137085
AnteriorCR,NowLteDetuned,QTI,0.753732442855835
AnteriorCR,NowLteDetuned,QTI,0.8452336192131042
AnteriorCR,NowLteDetuned,QTI,0.867423951625824
AnteriorCR,NowLteDetuned,QTI,0.8832175135612488
AnteriorCR,NowLteDetuned,QTI,0.8679351806640625
AnteriorCR,NowLteDetuned,QTI,0.8384653925895691
AnteriorCR,NowLteDetuned,QTI,0.7793471813201904
AnteriorCR,NowLteDetuned,QTI,0.7697561383247375
AnteriorCR,NowLteDetuned,QTI,0.82064288854599
AnteriorCR,NowLteDetuned,QTI,0.8538416028022766
AnteriorCR,NowLteDetuned,QTI,0.8677138686180115
AnteriorCR,NowLteDetuned,QTI,0.8609015941619873
AnteriorCR,NowLteDetuned,QTI,0.843959629535675
AnteriorCR,NowLteDetuned,QTI,0.8343406319618225
AnteriorCR,NowLteDetuned,QTI,0.8295905590057373
AnteriorCR,NowLteDetuned,QTI,0.8054274320602417
AnteriorCR,NowLteDetuned,QTI,0.7813952565193176
AnteriorCR,NowLteDetuned,QTI,0.7981274127960205
AnteriorCR,NowLteDetuned,QTI,0.8021265268325806
AnteriorCR,NowLteDetuned,QTI,0.718490481376648
AnteriorCR,NowLteDetuned,QTI,0.848787248134613
AnteriorCR,NowLteDetuned,QTI,0.8705970644950867
AnteriorCR,NowLteDetuned,QTI,0.8883820176124573
AnteriorCR,NowLteDetuned,QTI,0.888182520866394
AnteriorCR,NowLteDetuned,QTI,0.8610101938247681
AnteriorCR,NowLteDetuned,QTI,0.78952956199646
AnteriorCR,NowLteDetuned,QTI,0.7716196775436401
AnteriorCR,NowLteDetuned,QTI,0.8152825236320496
AnteriorCR,NowLteDetuned,QTI,0.8559234738349915
AnteriorCR,NowLteDetuned,QTI,0.8878438472747803
AnteriorCR,NowLteDetuned,QTI,0.888176441192627
AnteriorCR,NowLteDetuned,QTI,0.8770799040794373
AnteriorCR,NowLteDetuned,QTI,0.8617668747901917
AnteriorCR,NowLteDetuned,QTI,0.8470920920372009
AnteriorCR,NowLteDetuned,QTI,0.8236106634140015
AnteriorCR,NowLteDetuned,QTI,0.8033234477043152
AnteriorCR,NowLteDetuned,QTI,0.8217781186103821
AnteriorCR,NowLteDetuned,QTI,0.822326123714447
AnteriorCR,NowLteDetuned,QTI,0.8687951564788818
AnteriorCR,NowLteDetuned,QTI,0.888884425163269
AnteriorCR,NowLteDetuned,QTI,0.897584855556488
AnteriorCR,NowLteDetuned,QTI,0.8851134181022644
AnteriorCR,NowLteDetuned,QTI,0.8544976711273193
AnteriorCR,NowLteDetuned,QTI,0.7956091165542603
AnteriorCR,NowLteDetuned,QTI,0.791968047618866
AnteriorCR,NowLteDetuned,QTI,0.8326982855796814
AnteriorCR,NowLteDetuned,QTI,0.8701453804969788
AnteriorCR,NowLteDetuned,QTI,0.9060715436935425
AnteriorCR,NowLteDetuned,QTI,0.9088352918624878
AnteriorCR,NowLteDetuned,QTI,0.9032502770423889
AnteriorCR,NowLteDetuned,QTI,0.8821758031845093
AnteriorCR,NowLteDetuned,QTI,0.860520601272583
AnteriorCR,NowLteDetuned,QTI,0.839459240436554
AnteriorCR,NowLteDetuned,QTI,0.8279630541801453
AnteriorCR,NowLteDetuned,QTI,0.8817970156669617
AnteriorCR,NowLteDetuned,QTI,0.9038804173469543
AnteriorCR,NowLteDetuned,QTI,0.9045813083648682
AnteriorCR,NowLteDetuned,QTI,0.8774160146713257
AnteriorCR,NowLteDetuned,QTI,0.8438515663146973
AnteriorCR,NowLteDetuned,QTI,0.8012982606887817
AnteriorCR,NowLteDetuned,QTI,0.8172879815101624
AnteriorCR,NowLteDetuned,QTI,0.8667904734611511
AnteriorCR,NowLteDetuned,QTI,0.894573986530304
AnteriorCR,NowLteDetuned,QTI,0.9180462956428528
AnteriorCR,NowLteDetuned,QTI,0.917322039604187
AnteriorCR,NowLteDetuned,QTI,0.9127545356750488
AnteriorCR,NowLteDetuned,QTI,0.8799442648887634
AnteriorCR,NowLteDetuned,QTI,0.8481191992759705
AnteriorCR,NowLteDetuned,QTI,0.8141483664512634
AnteriorCR,NowLteDetuned,QTI,0.9013637900352478
AnteriorCR,NowLteDetuned,QTI,0.8958225846290588
AnteriorCR,NowLteDetuned,QTI,0.858264684677124
AnteriorCR,NowLteDetuned,QTI,0.8313053250312805
AnteriorCR,NowLteDetuned,QTI,0.8073222637176514
AnteriorCR,NowLteDetuned,QTI,0.8385555148124695
AnteriorCR,NowLteDetuned,QTI,0.8923711180686951
AnteriorCR,NowLteDetuned,QTI,0.9097223281860352
AnteriorCR,NowLteDetuned,QTI,0.9214085340499878
AnteriorCR,NowLteDetuned,QTI,0.9181809425354004
AnteriorCR,NowLteDetuned,QTI,0.9107925891876221
AnteriorCR,NowLteDetuned,QTI,0.8658819198608398
AnteriorCR,NowLteDetuned,QTI,0.8330846428871155
AnteriorCR,NowLteDetuned,QTI,0.8169732093811035
AnteriorCR,NowLteDetuned,QTI,0.8115969300270081
AnteriorCR,NowLteDetuned,QTI,0.8555827140808105
AnteriorCR,NowLteDetuned,QTI,0.912394642829895
AnteriorCR,NowLteDetuned,QTI,0.9176074862480164
AnteriorCR,NowLteDetuned,QTI,0.9177386164665222
AnteriorCR,NowLteDetuned,QTI,0.9098608493804932
AnteriorCR,NowLteDetuned,QTI,0.8951122164726257
AnteriorCR,NowLteDetuned,QTI,0.8337076902389526
AnteriorCR,NowLteDetuned,QTI,0.7867313623428345
AnteriorCR,NowLteDetuned,QTI,0.7863264679908752
AnteriorCR,NowLteDetuned,QTI,0.7969123721122742
AnteriorCR,NowLteDetuned,QTI,0.8517880439758301
AnteriorCR,NowLteDetuned,QTI,0.9116905927658081
AnteriorCR,NowLteDetuned,QTI,0.9071899056434631
AnteriorCR,NowLteDetuned,QTI,0.8991906046867371
AnteriorCR,NowLteDetuned,QTI,0.8834081292152405
AnteriorCR,NowLteDetuned,QTI,0.8597703576087952
AnteriorCR,NowLteDetuned,QTI,0.7761741876602173
AnteriorCR,NowLteDetuned,QTI,0.8399555087089539
AnteriorCR,NowLteDetuned,QTI,0.8987494111061096
AnteriorCR,NowLteDetuned,QTI,0.8883525729179382
AnteriorCR,NowLteDetuned,QTI,0.8718429207801819
AnteriorCR,NowLteDetuned,QTI,0.8429632782936096
AnteriorCR,NowLteDetuned,QTI,0.7773112654685974
AnteriorCR,NowLteDetuned,QTI,0.8085575103759766
AnteriorCR,NowLteDetuned,QTI,0.8406925201416016
AnteriorCR,NowLteDetuned,QTI,0.7512458562850952
AnteriorCR,NowLteDetuned,QTI,0.7945600152015686
AnteriorCR,NowLteDetuned,QTI,0.7914850115776062
AnteriorCR,NowLteDetuned,QTI,0.8211967349052429
AnteriorCR,NowLteDetuned,QTI,0.8597856760025024
AnteriorCR,NowLteDetuned,QTI,0.8460452556610107
AnteriorCR,NowLteDetuned,QTI,0.8279510140419006
AnteriorCR,NowLteDetuned,QTI,0.8050274848937988
AnteriorCR,NowLteDetuned,QTI,0.7980012893676758
AnteriorCR,NowLteDetuned,QTI,0.7596186399459839
AnteriorCR,NowLteDetuned,QTI,0.7873491048812866
AnteriorCR,NowLteDetuned,QTI,0.8289124369621277
AnteriorCR,NowLteDetuned,QTI,0.8290553092956543
AnteriorCR,NowLteDetuned,QTI,0.8214075565338135
AnteriorCR,NowLteDetuned,QTI,0.8570663332939148
AnteriorCR,NowLteDetuned,QTI,0.8273874521255493
AnteriorCR,NowLteDetuned,QTI,0.8531247973442078
AnteriorCR,NowLteDetuned,QTI,0.7861360311508179
AnteriorCR,NowLteDetuned,QTI,0.7041460275650024
AnteriorCR,NowLteDetuned,QTI,0.7271484136581421
AnteriorCR,NowLteDetuned,QTI,0.7624040246009827
AnteriorCR,NowLteDetuned,QTI,0.8084673285484314
AnteriorCR,NowLteDetuned,QTI,0.8411192297935486
AnteriorCR,NowLteDetuned,QTI,0.8635125756263733
AnteriorCR,NowLteDetuned,QTI,0.7788097858428955
AnteriorCR,NowLteDetuned,QTI,0.8216745257377625
AnteriorCR,NowLteDetuned,QTI,0.8500502109527588
AnteriorCR,NowLteDetuned,QTI,0.8711358904838562
AnteriorCR,NowLteDetuned,QTI,0.8179383873939514
AnteriorCR,NowLteDetuned,QTI,0.7518455386161804
AnteriorCR,NowLteDetuned,QTI,0.7649368643760681
AnteriorCR,NowLteDetuned,QTI,0.7832047939300537
AnteriorCR,NowLteDetuned,QTI,0.8240033388137817
AnteriorCR,NowLteDetuned,QTI,0.856952965259552
AnteriorCR,NowLteDetuned,QTI,0.8182463049888611
AnteriorCR,NowLteDetuned,QTI,0.8383468389511108
AnteriorCR,NowLteDetuned,QTI,0.8631634712219238
AnteriorCR,NowLteDetuned,QTI,0.8860101103782654
AnteriorCR,NowLteDetuned,QTI,0.8597162961959839
AnteriorCR,NowLteDetuned,QTI,0.8290930390357971
AnteriorCR,NowLteDetuned,QTI,0.8346617221832275
AnteriorCR,NowLteDetuned,QTI,0.8415866494178772
AnteriorCR,NowLteDetuned,QTI,0.8580965399742126
AnteriorCR,NowLteDetuned,QTI,0.8293912410736084
AnteriorCR,NowLteDetuned,QTI,0.7694096565246582
AnteriorCR,NowLteDetuned,QTI,0.7738755941390991
AnteriorCR,NowLteDetuned,QTI,0.7970508933067322
AnteriorCR,NowLteDetuned,QTI,0.833722710609436
AnteriorCR,NowLteDetuned,QTI,0.8698801398277283
AnteriorCR,NowLteDetuned,QTI,0.8678458333015442
AnteriorCR,NowLteDetuned,QTI,0.8630157709121704
AnteriorCR,NowLteDetuned,QTI,0.8621751666069031
AnteriorCR,NowLteDetuned,QTI,0.8598437309265137
AnteriorCR,NowLteDetuned,QTI,0.8556733131408691
AnteriorCR,NowLteDetuned,QTI,0.8554151058197021
AnteriorCR,NowLteDetuned,QTI,0.8041654229164124
AnteriorCR,NowLteDetuned,QTI,0.7409726977348328
AnteriorCR,NowLteDetuned,QTI,0.7481756806373596
AnteriorCR,NowLteDetuned,QTI,0.7687620520591736
AnteriorCR,NowLteDetuned,QTI,0.8101339340209961
AnteriorCR,NowLteDetuned,QTI,0.8506739139556885
AnteriorCR,NowLteDetuned,QTI,0.8706403970718384
AnteriorCR,NowLteDetuned,QTI,0.8887144923210144
AnteriorCR,NowLteDetuned,QTI,0.8828611969947815
AnteriorCR,NowLteDetuned,QTI,0.8654345870018005
AnteriorCR,NowLteDetuned,QTI,0.8339402079582214
AnteriorCR,NowLteDetuned,QTI,0.9046196341514587
AnteriorCR,NowLteDetuned,QTI,0.8557645678520203
AnteriorCR,NowLteDetuned,QTI,0.8029372692108154
AnteriorCR,NowLteDetuned,QTI,0.7435173988342285
AnteriorCR,NowLteDetuned,QTI,0.7500661611557007
AnteriorCR,NowLteDetuned,QTI,0.7643057107925415
AnteriorCR,NowLteDetuned,QTI,0.7940133810043335
AnteriorCR,NowLteDetuned,QTI,0.8217475414276123
AnteriorCR,NowLteDetuned,QTI,0.8389378190040588
AnteriorCR,NowLteDetuned,QTI,0.8543983101844788
AnteriorCR,NowLteDetuned,QTI,0.8556463122367859
AnteriorCR,NowLteDetuned,QTI,0.8371841311454773
AnteriorCR,NowLteDetuned,QTI,0.7930209636688232
AnteriorCR,NowLteDetuned,QTI,0.863047182559967
AnteriorCR,NowLteDetuned,QTI,0.82008296251297
AnteriorCR,NowLteDetuned,QTI,0.7830354571342468
AnteriorCR,NowLteDetuned,QTI,0.7401568293571472
AnteriorCR,NowLteDetuned,QTI,0.7433512210845947
AnteriorCR,NowLteDetuned,QTI,0.7521977424621582
AnteriorCR,NowLteDetuned,QTI,0.7841217517852783
AnteriorCR,NowLteDetuned,QTI,0.8075611591339111
AnteriorCR,NowLteDetuned,QTI,0.8165128231048584
AnteriorCR,NowLteDetuned,QTI,0.8249465227127075
AnteriorCR,NowLteDetuned,QTI,0.8267800807952881
AnteriorCR,NowLteDetuned,QTI,0.8024161458015442
AnteriorCR,NowLteDetuned,QTI,0.7446876764297485
AnteriorCR,NowLteDetuned,QTI,0.8542885184288025
AnteriorCR,NowLteDetuned,QTI,0.8409531116485596
AnteriorCR,NowLteDetuned,QTI,0.813513994216919
AnteriorCR,NowLteDetuned,QTI,0.7787927389144897
AnteriorCR,NowLteDetuned,QTI,0.760395884513855
AnteriorCR,NowLteDetuned,QTI,0.7379147410392761
AnteriorCR,NowLteDetuned,QTI,0.7294838428497314
AnteriorCR,NowLteDetuned,QTI,0.7347955107688904
AnteriorCR,NowLteDetuned,QTI,0.7872607707977295
AnteriorCR,NowLteDetuned,QTI,0.8207703232765198
AnteriorCR,NowLteDetuned,QTI,0.8176175951957703
AnteriorCR,NowLteDetuned,QTI,0.8106530904769897
AnteriorCR,NowLteDetuned,QTI,0.7982585430145264
AnteriorCR,NowLteDetuned,QTI,0.7774215936660767
AnteriorCR,NowLteDetuned,QTI,0.7426980137825012
AnteriorCR,NowLteDetuned,QTI,0.8208634853363037
AnteriorCR,NowLteDetuned,QTI,0.8444842100143433
AnteriorCR,NowLteDetuned,QTI,0.8312540650367737
AnteriorCR,NowLteDetuned,QTI,0.8080029487609863
AnteriorCR,NowLteDetuned,QTI,0.8024551868438721
AnteriorCR,NowLteDetuned,QTI,0.7897887229919434
AnteriorCR,NowLteDetuned,QTI,0.7573464512825012
AnteriorCR,NowLteDetuned,QTI,0.7283982634544373
AnteriorCR,NowLteDetuned,QTI,0.717923641204834
AnteriorCR,NowLteDetuned,QTI,0.7266966104507446
AnteriorCR,NowLteDetuned,QTI,0.7877540588378906
AnteriorCR,NowLteDetuned,QTI,0.8225453495979309
AnteriorCR,NowLteDetuned,QTI,0.813125491142273
AnteriorCR,NowLteDetuned,QTI,0.790553629398346
AnteriorCR,NowLteDetuned,QTI,0.758560836315155
AnteriorCR,NowLteDetuned,QTI,0.7430537939071655
AnteriorCR,NowLteDetuned,QTI,0.7065801024436951
AnteriorCR,NowLteDetuned,QTI,0.6875821948051453
AnteriorCR,NowLteDetuned,QTI,0.7214505076408386
AnteriorCR,NowLteDetuned,QTI,0.7983483672142029
AnteriorCR,NowLteDetuned,QTI,0.8312206864356995
AnteriorCR,NowLteDetuned,QTI,0.838557779788971
AnteriorCR,NowLteDetuned,QTI,0.8359441161155701
AnteriorCR,NowLteDetuned,QTI,0.832349956035614
AnteriorCR,NowLteDetuned,QTI,0.810340940952301
AnteriorCR,NowLteDetuned,QTI,0.7810479998588562
AnteriorCR,NowLteDetuned,QTI,0.8004470467567444
AnteriorCR,NowLteDetuned,QTI,0.8106940984725952
AnteriorCR,NowLteDetuned,QTI,0.7571877837181091
AnteriorCR,NowLteDetuned,QTI,0.715330183506012
AnteriorCR,NowLteDetuned,QTI,0.7069140672683716
AnteriorCR,NowLteDetuned,QTI,0.7218456268310547
AnteriorCR,NowLteDetuned,QTI,0.7818498611450195
AnteriorCR,NowLteDetuned,QTI,0.8083429336547852
AnteriorCR,NowLteDetuned,QTI,0.793846070766449
AnteriorCR,NowLteDetuned,QTI,0.74845290184021
AnteriorCR,NowLteDetuned,QTI,0.6811359524726868
AnteriorCR,NowLteDetuned,QTI,0.6484690308570862
AnteriorCR,NowLteDetuned,QTI,0.6294964551925659
AnteriorCR,NowLteDetuned,QTI,0.8345779180526733
AnteriorCR,NowLteDetuned,QTI,0.805580735206604
AnteriorCR,NowLteDetuned,QTI,0.7484609484672546
AnteriorCR,NowLteDetuned,QTI,0.7633494734764099
AnteriorCR,NowLteDetuned,QTI,0.823514461517334
AnteriorCR,NowLteDetuned,QTI,0.8326727151870728
AnteriorCR,NowLteDetuned,QTI,0.8211193680763245
AnteriorCR,NowLteDetuned,QTI,0.8140080571174622
AnteriorCR,NowLteDetuned,QTI,0.8087373971939087
AnteriorCR,NowLteDetuned,QTI,0.8107731342315674
AnteriorCR,NowLteDetuned,QTI,0.8081453442573547
AnteriorCR,NowLteDetuned,QTI,0.8042528629302979
AnteriorCR,NowLteDetuned,QTI,0.7981624007225037
AnteriorCR,NowLteDetuned,QTI,0.7800112962722778
AnteriorCR,NowLteDetuned,QTI,0.7581183910369873
AnteriorCR,NowLteDetuned,QTI,0.7414644956588745
AnteriorCR,NowLteDetuned,QTI,0.7432892918586731
AnteriorCR,NowLteDetuned,QTI,0.7720722556114197
AnteriorCR,NowLteDetuned,QTI,0.7848266959190369
AnteriorCR,NowLteDetuned,QTI,0.7784884572029114
AnteriorCR,NowLteDetuned,QTI,0.7258796095848083
AnteriorCR,NowLteDetuned,QTI,0.7272233366966248
AnteriorCR,NowLteDetuned,QTI,0.6922833323478699
AnteriorCR,NowLteDetuned,QTI,0.7130081057548523
AnteriorCR,NowLteDetuned,QTI,0.8429642915725708
AnteriorCR,NowLteDetuned,QTI,0.8190990090370178
AnteriorCR,NowLteDetuned,QTI,0.7694069743156433
AnteriorCR,NowLteDetuned,QTI,0.777021586894989
AnteriorCR,NowLteDetuned,QTI,0.8151111006736755
AnteriorCR,NowLteDetuned,QTI,0.8023169636726379
AnteriorCR,NowLteDetuned,QTI,0.7751712799072266
AnteriorCR,NowLteDetuned,QTI,0.7732802033424377
AnteriorCR,NowLteDetuned,QTI,0.7736117243766785
AnteriorCR,NowLteDetuned,QTI,0.8046397566795349
AnteriorCR,NowLteDetuned,QTI,0.8260934948921204
AnteriorCR,NowLteDetuned,QTI,0.807433545589447
AnteriorCR,NowLteDetuned,QTI,0.7930124998092651
AnteriorCR,NowLteDetuned,QTI,0.8085244297981262
AnteriorCR,NowLteDetuned,QTI,0.8097249269485474
AnteriorCR,NowLteDetuned,QTI,0.7871363162994385
AnteriorCR,NowLteDetuned,QTI,0.7696211934089661
AnteriorCR,NowLteDetuned,QTI,0.7564975619316101
AnteriorCR,NowLteDetuned,QTI,0.7600641250610352
AnteriorCR,NowLteDetuned,QTI,0.7738487720489502
AnteriorCR,NowLteDetuned,QTI,0.7580309510231018
AnteriorCR,NowLteDetuned,QTI,0.7148400545120239
AnteriorCR,NowLteDetuned,QTI,0.7285832762718201
AnteriorCR,NowLteDetuned,QTI,0.8255047798156738
AnteriorCR,NowLteDetuned,QTI,0.837346076965332
AnteriorCR,NowLteDetuned,QTI,0.8196853399276733
AnteriorCR,NowLteDetuned,QTI,0.7817174792289734
AnteriorCR,NowLteDetuned,QTI,0.7762995362281799
AnteriorCR,NowLteDetuned,QTI,0.7854694128036499
AnteriorCR,NowLteDetuned,QTI,0.7492507696151733
AnteriorCR,NowLteDetuned,QTI,0.7047281861305237
AnteriorCR,NowLteDetuned,QTI,0.7125421762466431
AnteriorCR,NowLteDetuned,QTI,0.7238573431968689
AnteriorCR,NowLteDetuned,QTI,0.7739812731742859
AnteriorCR,NowLteDetuned,QTI,0.8145776987075806
AnteriorCR,NowLteDetuned,QTI,0.8243759870529175
AnteriorCR,NowLteDetuned,QTI,0.8252618312835693
AnteriorCR,NowLteDetuned,QTI,0.8165149092674255
AnteriorCR,NowLteDetuned,QTI,0.8028935194015503
AnteriorCR,NowLteDetuned,QTI,0.7851701974868774
AnteriorCR,NowLteDetuned,QTI,0.7762617468833923
AnteriorCR,NowLteDetuned,QTI,0.7682527303695679
AnteriorCR,NowLteDetuned,QTI,0.7671895623207092
AnteriorCR,NowLteDetuned,QTI,0.7695217728614807
AnteriorCR,NowLteDetuned,QTI,0.7297573089599609
AnteriorCR,NowLteDetuned,QTI,0.7292557954788208
AnteriorCR,NowLteDetuned,QTI,0.75499427318573
AnteriorCR,NowLteDetuned,QTI,0.7329879403114319
AnteriorCR,NowLteDetuned,QTI,0.7910283803939819
AnteriorCR,NowLteDetuned,QTI,0.7656547427177429
AnteriorCR,NowLteDetuned,QTI,0.7608962655067444
AnteriorCR,NowLteDetuned,QTI,0.7600275874137878
AnteriorCR,NowLteDetuned,QTI,0.7756602168083191
AnteriorCR,NowLteDetuned,QTI,0.7904292941093445
AnteriorCR,NowLteDetuned,QTI,0.7503323554992676
AnteriorCR,NowLteDetuned,QTI,0.7047783732414246
AnteriorCR,NowLteDetuned,QTI,0.7105450630187988
AnteriorCR,NowLteDetuned,QTI,0.720007598400116
AnteriorCR,NowLteDetuned,QTI,0.7545815706253052
AnteriorCR,NowLteDetuned,QTI,0.7962402105331421
AnteriorCR,NowLteDetuned,QTI,0.8372089862823486
AnteriorCR,NowLteDetuned,QTI,0.8516223430633545
AnteriorCR,NowLteDetuned,QTI,0.8268909454345703
AnteriorCR,NowLteDetuned,QTI,0.7984129190444946
AnteriorCR,NowLteDetuned,QTI,0.7777977585792542
AnteriorCR,NowLteDetuned,QTI,0.7812490463256836
AnteriorCR,NowLteDetuned,QTI,0.7912788987159729
AnteriorCR,NowLteDetuned,QTI,0.786477267742157
AnteriorCR,NowLteDetuned,QTI,0.7729007005691528
AnteriorCR,NowLteDetuned,QTI,0.7199651598930359
AnteriorCR,NowLteDetuned,QTI,0.7441278100013733
AnteriorCR,NowLteDetuned,QTI,0.7619467973709106
AnteriorCR,NowLteDetuned,QTI,0.7430076003074646
AnteriorCR,NowLteDetuned,QTI,0.7504745721817017
AnteriorCR,NowLteDetuned,QTI,0.7021268606185913
AnteriorCR,NowLteDetuned,QTI,0.7121288776397705
AnteriorCR,NowLteDetuned,QTI,0.744164764881134
AnteriorCR,NowLteDetuned,QTI,0.7789779305458069
AnteriorCR,NowLteDetuned,QTI,0.8120336532592773
AnteriorCR,NowLteDetuned,QTI,0.7790674567222595
AnteriorCR,NowLteDetuned,QTI,0.7479133605957031
AnteriorCR,NowLteDetuned,QTI,0.7515803575515747
AnteriorCR,NowLteDetuned,QTI,0.7517380118370056
AnteriorCR,NowLteDetuned,QTI,0.7398961186408997
AnteriorCR,NowLteDetuned,QTI,0.7625833749771118
AnteriorCR,NowLteDetuned,QTI,0.8355292081832886
AnteriorCR,NowLteDetuned,QTI,0.8723939061164856
AnteriorCR,NowLteDetuned,QTI,0.8687480688095093
AnteriorCR,NowLteDetuned,QTI,0.8331957459449768
AnteriorCR,NowLteDetuned,QTI,0.7834562063217163
AnteriorCR,NowLteDetuned,QTI,0.7815625667572021
AnteriorCR,NowLteDetuned,QTI,0.796393632888794
AnteriorCR,NowLteDetuned,QTI,0.7924544215202332
AnteriorCR,NowLteDetuned,QTI,0.813569188117981
AnteriorCR,NowLteDetuned,QTI,0.7393696904182434
AnteriorCR,NowLteDetuned,QTI,0.7512272000312805
AnteriorCR,NowLteDetuned,QTI,0.7604432702064514
AnteriorCR,NowLteDetuned,QTI,0.7505531907081604
AnteriorCR,NowLteDetuned,QTI,0.7401635646820068
AnteriorCR,NowLteDetuned,QTI,0.7326152324676514
AnteriorCR,NowLteDetuned,QTI,0.7110174298286438
AnteriorCR,NowLteDetuned,QTI,0.705424964427948
AnteriorCR,NowLteDetuned,QTI,0.7232632637023926
AnteriorCR,NowLteDetuned,QTI,0.7471965551376343
AnteriorCR,NowLteDetuned,QTI,0.7637472152709961
AnteriorCR,NowLteDetuned,QTI,0.7795116305351257
AnteriorCR,NowLteDetuned,QTI,0.765788733959198
AnteriorCR,NowLteDetuned,QTI,0.755057156085968
AnteriorCR,NowLteDetuned,QTI,0.7650429010391235
AnteriorCR,NowLteDetuned,QTI,0.7672941088676453
AnteriorCR,NowLteDetuned,QTI,0.7496172785758972
AnteriorCR,NowLteDetuned,QTI,0.7683639526367188
AnteriorCR,NowLteDetuned,QTI,0.8431674242019653
AnteriorCR,NowLteDetuned,QTI,0.8827157616615295
AnteriorCR,NowLteDetuned,QTI,0.8916290998458862
AnteriorCR,NowLteDetuned,QTI,0.8506632447242737
AnteriorCR,NowLteDetuned,QTI,0.7828729152679443
AnteriorCR,NowLteDetuned,QTI,0.7814162969589233
AnteriorCR,NowLteDetuned,QTI,0.7985263466835022
AnteriorCR,NowLteDetuned,QTI,0.7818401455879211
AnteriorCR,NowLteDetuned,QTI,0.7917187213897705
AnteriorCR,NowLteDetuned,QTI,0.797539472579956
AnteriorCR,NowLteDetuned,QTI,0.7947649359703064
