ROI,Sequence,Approach,uFA
LateralVentricle,NowLteDetuned,QTI,0.1768320798873901
LateralVentricle,NowLteDetuned,QTI,0.1715056598186493
LateralVentricle,NowLteDetuned,QTI,0.1539831906557083
LateralVentricle,NowLteDetuned,QTI,0.1365857124328613
LateralVentricle,NowLteDetuned,QTI,0.128555342555046
LateralVentricle,NowLteDetuned,QTI,0.1251923888921737
LateralVentricle,NowLteDetuned,QTI,0.136323481798172
LateralVentricle,NowLteDetuned,QTI,0.1332428008317947
LateralVentricle,NowLteDetuned,QTI,0.1154682040214538
LateralVentricle,NowLteDetuned,QTI,0.1368539035320282
LateralVentricle,NowLteDetuned,QTI,0.1450505703687667
LateralVentricle,NowLteDetuned,QTI,0.1539680063724517
LateralVentricle,NowLteDetuned,QTI,0.142988383769989
LateralVentricle,NowLteDetuned,QTI,0.1292341351509094
LateralVentricle,NowLteDetuned,QTI,0.1227998882532119
LateralVentricle,NowLteDetuned,QTI,0.1159992441534996
LateralVentricle,NowLteDetuned,QTI,0.1071467846632003
LateralVentricle,NowLteDetuned,QTI,0.1059255003929138
LateralVentricle,NowLteDetuned,QTI,0.1306889802217483
LateralVentricle,NowLteDetuned,QTI,0.138122484087944
LateralVentricle,NowLteDetuned,QTI,0.1351593732833862
LateralVentricle,NowLteDetuned,QTI,0.1350610852241516
LateralVentricle,NowLteDetuned,QTI,0.1365827620029449
LateralVentricle,NowLteDetuned,QTI,0.1203001141548156
LateralVentricle,NowLteDetuned,QTI,0.1017553135752677
LateralVentricle,NowLteDetuned,QTI,0.0997357815504074
LateralVentricle,NowLteDetuned,QTI,0.0987913757562637
LateralVentricle,NowLteDetuned,QTI,0.0920051857829094
LateralVentricle,NowLteDetuned,QTI,0.0977383330464363
LateralVentricle,NowLteDetuned,QTI,0.129652202129364
LateralVentricle,NowLteDetuned,QTI,0.1367283463478088
LateralVentricle,NowLteDetuned,QTI,0.1335863471031189
LateralVentricle,NowLteDetuned,QTI,0.1274382174015045
LateralVentricle,NowLteDetuned,QTI,0.120691105723381
LateralVentricle,NowLteDetuned,QTI,0.117836907505989
LateralVentricle,NowLteDetuned,QTI,0.1178950816392898
LateralVentricle,NowLteDetuned,QTI,0.1233991533517837
LateralVentricle,NowLteDetuned,QTI,0.1322127431631088
LateralVentricle,NowLteDetuned,QTI,0.1340804398059845
LateralVentricle,NowLteDetuned,QTI,0.131200224161148
LateralVentricle,NowLteDetuned,QTI,0.1284522712230682
LateralVentricle,NowLteDetuned,QTI,0.2652834355831146
LateralVentricle,NowLteDetuned,QTI,0.1901573985815048
LateralVentricle,NowLteDetuned,QTI,0.2383404970169067
LateralVentricle,NowLteDetuned,QTI,0.1889384984970092
LateralVentricle,NowLteDetuned,QTI,0.2449471205472946
LateralVentricle,NowLteDetuned,QTI,0.2195028513669967
LateralVentricle,NowLteDetuned,QTI,0.1919559836387634
LateralVentricle,NowLteDetuned,QTI,0.214519202709198
LateralVentricle,NowLteDetuned,QTI,0.2105932682752609
LateralVentricle,NowLteDetuned,QTI,0.2061966657638549
LateralVentricle,NowLteDetuned,QTI,0.2017422616481781
LateralVentricle,NowLteDetuned,QTI,0.1727625429630279
LateralVentricle,NowLteDetuned,QTI,0.1983399838209152
LateralVentricle,NowLteDetuned,QTI,0.2144219279289245
LateralVentricle,NowLteDetuned,QTI,0.1667607724666595
LateralVentricle,NowLteDetuned,QTI,0.1360631287097931
LateralVentricle,NowLteDetuned,QTI,0.1159983873367309
LateralVentricle,NowLteDetuned,QTI,0.1738847643136978
LateralVentricle,NowLteDetuned,QTI,0.2089781910181045
LateralVentricle,NowLteDetuned,QTI,0.144405648112297
LateralVentricle,NowLteDetuned,QTI,0.1192690953612327
LateralVentricle,NowLteDetuned,QTI,0.1058641821146011
LateralVentricle,NowLteDetuned,QTI,0.1598874926567077
LateralVentricle,NowLteDetuned,QTI,0.1933610737323761
LateralVentricle,NowLteDetuned,QTI,0.2847676277160644
LateralVentricle,NowLteDetuned,QTI,0.211326852440834
LateralVentricle,NowLteDetuned,QTI,0.1510976701974868
LateralVentricle,NowLteDetuned,QTI,0.150949165225029
LateralVentricle,NowLteDetuned,QTI,0.1492975652217865
LateralVentricle,NowLteDetuned,QTI,0.1614958345890045
LateralVentricle,NowLteDetuned,QTI,0.1675599068403244
LateralVentricle,NowLteDetuned,QTI,0.2530970871448517
LateralVentricle,NowLteDetuned,QTI,0.1946057379245758
LateralVentricle,NowLteDetuned,QTI,0.1506891399621963
LateralVentricle,NowLteDetuned,QTI,0.1624103933572769
LateralVentricle,NowLteDetuned,QTI,0.16461181640625
LateralVentricle,NowLteDetuned,QTI,0.1552153974771499
LateralVentricle,NowLteDetuned,QTI,0.1491445153951645
LateralVentricle,NowLteDetuned,QTI,0.2145798653364181
LateralVentricle,NowLteDetuned,QTI,0.2150983065366745
LateralVentricle,NowLteDetuned,QTI,0.1751324385404586
LateralVentricle,NowLteDetuned,QTI,0.1486333012580871
LateralVentricle,NowLteDetuned,QTI,0.1631392240524292
LateralVentricle,NowLteDetuned,QTI,0.1610695272684097
LateralVentricle,NowLteDetuned,QTI,0.1421666443347931
LateralVentricle,NowLteDetuned,QTI,0.1350598186254501
LateralVentricle,NowLteDetuned,QTI,0.2197482138872146
LateralVentricle,NowLteDetuned,QTI,0.1456424444913864
LateralVentricle,NowLteDetuned,QTI,0.1507501006126403
LateralVentricle,NowLteDetuned,QTI,0.1589736938476562
LateralVentricle,NowLteDetuned,QTI,0.1539233773946762
LateralVentricle,NowLteDetuned,QTI,0.1497087180614471
LateralVentricle,NowLteDetuned,QTI,0.1597157418727874
LateralVentricle,NowLteDetuned,QTI,0.1548328548669815
LateralVentricle,NowLteDetuned,QTI,0.1368925869464874
LateralVentricle,NowLteDetuned,QTI,0.1329221874475479
LateralVentricle,NowLteDetuned,QTI,0.2536184191703796
LateralVentricle,NowLteDetuned,QTI,0.178030252456665
LateralVentricle,NowLteDetuned,QTI,0.1099522188305854
LateralVentricle,NowLteDetuned,QTI,0.1044884920120239
LateralVentricle,NowLteDetuned,QTI,0.1113867238163948
LateralVentricle,NowLteDetuned,QTI,0.1362928748130798
LateralVentricle,NowLteDetuned,QTI,0.1500978469848632
LateralVentricle,NowLteDetuned,QTI,0.1532212793827057
LateralVentricle,NowLteDetuned,QTI,0.1485058963298797
LateralVentricle,NowLteDetuned,QTI,0.1389321237802505
LateralVentricle,NowLteDetuned,QTI,0.1419522613286972
LateralVentricle,NowLteDetuned,QTI,0.2489717006683349
LateralVentricle,NowLteDetuned,QTI,0.2392542064189911
LateralVentricle,NowLteDetuned,QTI,0.177028626203537
LateralVentricle,NowLteDetuned,QTI,0.1340924501419067
LateralVentricle,NowLteDetuned,QTI,0.1448030024766922
LateralVentricle,NowLteDetuned,QTI,0.148775041103363
LateralVentricle,NowLteDetuned,QTI,0.1471665501594543
LateralVentricle,NowLteDetuned,QTI,0.1511198133230209
LateralVentricle,NowLteDetuned,QTI,0.1551391184329986
LateralVentricle,NowLteDetuned,QTI,0.1522430479526519
LateralVentricle,NowLteDetuned,QTI,0.1472181677818298
LateralVentricle,NowLteDetuned,QTI,0.1525687426328659
LateralVentricle,NowLteDetuned,QTI,0.243344098329544
LateralVentricle,NowLteDetuned,QTI,0.2068675011396408
LateralVentricle,NowLteDetuned,QTI,0.2140463143587112
LateralVentricle,NowLteDetuned,QTI,0.2062079161405563
LateralVentricle,NowLteDetuned,QTI,0.1620885580778122
LateralVentricle,NowLteDetuned,QTI,0.1424818485975265
LateralVentricle,NowLteDetuned,QTI,0.1690412908792495
LateralVentricle,NowLteDetuned,QTI,0.1743139177560806
LateralVentricle,NowLteDetuned,QTI,0.1547770351171493
LateralVentricle,NowLteDetuned,QTI,0.1508682370185852
LateralVentricle,NowLteDetuned,QTI,0.1581359207630157
LateralVentricle,NowLteDetuned,QTI,0.1589887142181396
LateralVentricle,NowLteDetuned,QTI,0.1586402058601379
LateralVentricle,NowLteDetuned,QTI,0.1930797547101974
LateralVentricle,NowLteDetuned,QTI,0.1799949705600738
LateralVentricle,NowLteDetuned,QTI,0.1638431400060653
LateralVentricle,NowLteDetuned,QTI,0.1577946692705154
LateralVentricle,NowLteDetuned,QTI,0.1481364965438842
LateralVentricle,NowLteDetuned,QTI,0.1295058727264404
LateralVentricle,NowLteDetuned,QTI,0.1292243301868438
LateralVentricle,NowLteDetuned,QTI,0.1572230756282806
LateralVentricle,NowLteDetuned,QTI,0.159725159406662
LateralVentricle,NowLteDetuned,QTI,0.1400173455476761
LateralVentricle,NowLteDetuned,QTI,0.143661081790924
LateralVentricle,NowLteDetuned,QTI,0.1603190153837204
LateralVentricle,NowLteDetuned,QTI,0.1644881665706634
LateralVentricle,NowLteDetuned,QTI,0.1626953482627868
LateralVentricle,NowLteDetuned,QTI,0.1485580056905746
LateralVentricle,NowLteDetuned,QTI,0.1683761328458786
LateralVentricle,NowLteDetuned,QTI,0.162214770913124
LateralVentricle,NowLteDetuned,QTI,0.1566750258207321
LateralVentricle,NowLteDetuned,QTI,0.156878113746643
LateralVentricle,NowLteDetuned,QTI,0.1474447548389434
LateralVentricle,NowLteDetuned,QTI,0.1270654946565628
LateralVentricle,NowLteDetuned,QTI,0.12910757958889
LateralVentricle,NowLteDetuned,QTI,0.1544945240020752
LateralVentricle,NowLteDetuned,QTI,0.1532994657754898
LateralVentricle,NowLteDetuned,QTI,0.1338642835617065
LateralVentricle,NowLteDetuned,QTI,0.1422743052244186
LateralVentricle,NowLteDetuned,QTI,0.1644431054592132
LateralVentricle,NowLteDetuned,QTI,0.1683874875307083
LateralVentricle,NowLteDetuned,QTI,0.1687118709087371
LateralVentricle,NowLteDetuned,QTI,0.129776582121849
LateralVentricle,NowLteDetuned,QTI,0.1552816480398178
LateralVentricle,NowLteDetuned,QTI,0.1552057862281799
LateralVentricle,NowLteDetuned,QTI,0.1622018814086914
LateralVentricle,NowLteDetuned,QTI,0.1827260851860046
LateralVentricle,NowLteDetuned,QTI,0.1792349368333816
LateralVentricle,NowLteDetuned,QTI,0.1466446220874786
LateralVentricle,NowLteDetuned,QTI,0.1429440528154373
LateralVentricle,NowLteDetuned,QTI,0.1635883748531341
LateralVentricle,NowLteDetuned,QTI,0.1619181036949157
LateralVentricle,NowLteDetuned,QTI,0.1491350829601287
LateralVentricle,NowLteDetuned,QTI,0.1530112475156784
LateralVentricle,NowLteDetuned,QTI,0.1650169044733047
LateralVentricle,NowLteDetuned,QTI,0.1547305285930633
LateralVentricle,NowLteDetuned,QTI,0.1066553816199302
LateralVentricle,NowLteDetuned,QTI,0.1405059844255447
LateralVentricle,NowLteDetuned,QTI,0.1639789640903473
LateralVentricle,NowLteDetuned,QTI,0.1623187959194183
LateralVentricle,NowLteDetuned,QTI,0.1711000055074691
LateralVentricle,NowLteDetuned,QTI,0.1969853788614273
LateralVentricle,NowLteDetuned,QTI,0.1958231627941131
LateralVentricle,NowLteDetuned,QTI,0.1645111292600631
LateralVentricle,NowLteDetuned,QTI,0.1640093624591827
LateralVentricle,NowLteDetuned,QTI,0.1825787723064422
LateralVentricle,NowLteDetuned,QTI,0.1688368171453476
LateralVentricle,NowLteDetuned,QTI,0.1488504111766815
LateralVentricle,NowLteDetuned,QTI,0.1532659232616424
LateralVentricle,NowLteDetuned,QTI,0.1622108668088913
LateralVentricle,NowLteDetuned,QTI,0.1383062005043029
LateralVentricle,NowLteDetuned,QTI,0.1163536012172699
LateralVentricle,NowLteDetuned,QTI,0.1518029868602752
LateralVentricle,NowLteDetuned,QTI,0.1743679493665695
LateralVentricle,NowLteDetuned,QTI,0.1739650815725326
LateralVentricle,NowLteDetuned,QTI,0.1839492917060852
LateralVentricle,NowLteDetuned,QTI,0.2092180997133255
LateralVentricle,NowLteDetuned,QTI,0.2074174731969833
LateralVentricle,NowLteDetuned,QTI,0.1811341047286987
LateralVentricle,NowLteDetuned,QTI,0.188699796795845
LateralVentricle,NowLteDetuned,QTI,0.2099338918924331
LateralVentricle,NowLteDetuned,QTI,0.1685157716274261
LateralVentricle,NowLteDetuned,QTI,0.1181823536753654
LateralVentricle,NowLteDetuned,QTI,0.1350346505641937
LateralVentricle,NowLteDetuned,QTI,0.152764618396759
LateralVentricle,NowLteDetuned,QTI,0.1246287077665329
LateralVentricle,NowLteDetuned,QTI,0.1544548720121383
LateralVentricle,NowLteDetuned,QTI,0.1714004278182983
LateralVentricle,NowLteDetuned,QTI,0.1710651814937591
LateralVentricle,NowLteDetuned,QTI,0.1752020269632339
LateralVentricle,NowLteDetuned,QTI,0.1890539228916168
LateralVentricle,NowLteDetuned,QTI,0.193588986992836
LateralVentricle,NowLteDetuned,QTI,0.1871709078550338
LateralVentricle,NowLteDetuned,QTI,0.2048210501670837
LateralVentricle,NowLteDetuned,QTI,0.2294485121965408
LateralVentricle,NowLteDetuned,QTI,0.1694981306791305
LateralVentricle,NowLteDetuned,QTI,0.1033647432923317
LateralVentricle,NowLteDetuned,QTI,0.1241844296455383
LateralVentricle,NowLteDetuned,QTI,0.1249476969242096
LateralVentricle,NowLteDetuned,QTI,0.154734194278717
LateralVentricle,NowLteDetuned,QTI,0.1695577949285507
LateralVentricle,NowLteDetuned,QTI,0.1701539158821106
LateralVentricle,NowLteDetuned,QTI,0.1669701635837555
LateralVentricle,NowLteDetuned,QTI,0.1666891425848007
LateralVentricle,NowLteDetuned,QTI,0.178113505244255
LateralVentricle,NowLteDetuned,QTI,0.1904542297124862
LateralVentricle,NowLteDetuned,QTI,0.213414117693901
LateralVentricle,NowLteDetuned,QTI,0.2393184900283813
LateralVentricle,NowLteDetuned,QTI,0.1684105992317199
LateralVentricle,NowLteDetuned,QTI,0.1038820669054985
LateralVentricle,NowLteDetuned,QTI,0.1171005964279174
LateralVentricle,NowLteDetuned,QTI,0.1545944809913635
LateralVentricle,NowLteDetuned,QTI,0.1709421277046203
LateralVentricle,NowLteDetuned,QTI,0.1722625494003296
LateralVentricle,NowLteDetuned,QTI,0.166162759065628
LateralVentricle,NowLteDetuned,QTI,0.1600643694400787
LateralVentricle,NowLteDetuned,QTI,0.1676247715950012
LateralVentricle,NowLteDetuned,QTI,0.180203303694725
LateralVentricle,NowLteDetuned,QTI,0.1908527165651321
LateralVentricle,NowLteDetuned,QTI,0.2012867778539657
LateralVentricle,NowLteDetuned,QTI,0.1558953374624252
LateralVentricle,NowLteDetuned,QTI,0.1124093234539032
LateralVentricle,NowLteDetuned,QTI,0.1647867560386657
LateralVentricle,NowLteDetuned,QTI,0.1685416996479034
LateralVentricle,NowLteDetuned,QTI,0.1614603549242019
LateralVentricle,NowLteDetuned,QTI,0.1530036330223083
LateralVentricle,NowLteDetuned,QTI,0.1568493098020553
LateralVentricle,NowLteDetuned,QTI,0.1646901816129684
LateralVentricle,NowLteDetuned,QTI,0.1570038497447967
LateralVentricle,NowLteDetuned,QTI,0.1521771550178527
LateralVentricle,NowLteDetuned,QTI,0.1503433138132095
LateralVentricle,NowLteDetuned,QTI,0.1406874060630798
LateralVentricle,NowLteDetuned,QTI,0.1316024661064148
LateralVentricle,NowLteDetuned,QTI,0.1452688574790954
LateralVentricle,NowLteDetuned,QTI,0.1584413349628448
LateralVentricle,NowLteDetuned,QTI,0.147586852312088
LateralVentricle,NowLteDetuned,QTI,0.1386739909648895
LateralVentricle,NowLteDetuned,QTI,0.1256211251020431
LateralVentricle,NowLteDetuned,QTI,0.1176767945289611
LateralVentricle,NowLteDetuned,QTI,0.1344493925571441
LateralVentricle,NowLteDetuned,QTI,0.2092100381851196
LateralVentricle,NowLteDetuned,QTI,0.1589262038469314
LateralVentricle,NowLteDetuned,QTI,0.2240744531154632
LateralVentricle,NowLteDetuned,QTI,0.160978764295578
LateralVentricle,NowLteDetuned,QTI,0.2201465815305709
LateralVentricle,NowLteDetuned,QTI,0.1763027608394622
LateralVentricle,NowLteDetuned,QTI,0.1699849069118499
LateralVentricle,NowLteDetuned,QTI,0.1993731260299682
LateralVentricle,NowLteDetuned,QTI,0.1676018834114074
LateralVentricle,NowLteDetuned,QTI,0.1654460579156875
LateralVentricle,NowLteDetuned,QTI,0.1854041218757629
LateralVentricle,NowLteDetuned,QTI,0.1595898270606994
LateralVentricle,NowLteDetuned,QTI,0.1544740498065948
LateralVentricle,NowLteDetuned,QTI,0.1554222851991653
LateralVentricle,NowLteDetuned,QTI,0.1760872453451156
LateralVentricle,NowLteDetuned,QTI,0.1938933581113815
LateralVentricle,NowLteDetuned,QTI,0.1589865237474441
LateralVentricle,NowLteDetuned,QTI,0.1509506106376648
LateralVentricle,NowLteDetuned,QTI,0.1510794162750244
LateralVentricle,NowLteDetuned,QTI,0.1841359883546829
LateralVentricle,NowLteDetuned,QTI,0.1591809391975402
LateralVentricle,NowLteDetuned,QTI,0.1477953940629959
LateralVentricle,NowLteDetuned,QTI,0.1473691463470459
LateralVentricle,NowLteDetuned,QTI,0.1968399882316589
LateralVentricle,NowLteDetuned,QTI,0.1801408976316452
LateralVentricle,NowLteDetuned,QTI,0.1643730551004409
LateralVentricle,NowLteDetuned,QTI,0.1518240272998809
LateralVentricle,NowLteDetuned,QTI,0.1513124406337738
LateralVentricle,NowLteDetuned,QTI,0.1635027527809143
LateralVentricle,NowLteDetuned,QTI,0.1823485493659973
LateralVentricle,NowLteDetuned,QTI,0.187897503376007
LateralVentricle,NowLteDetuned,QTI,0.1765287220478058
LateralVentricle,NowLteDetuned,QTI,0.1679041087627411
LateralVentricle,NowLteDetuned,QTI,0.1572596877813339
LateralVentricle,NowLteDetuned,QTI,0.1564786732196808
LateralVentricle,NowLteDetuned,QTI,0.1461474448442459
LateralVentricle,NowLteDetuned,QTI,0.1475510895252227
LateralVentricle,NowLteDetuned,QTI,0.1683674305677414
LateralVentricle,NowLteDetuned,QTI,0.1730930358171463
LateralVentricle,NowLteDetuned,QTI,0.1629218459129333
LateralVentricle,NowLteDetuned,QTI,0.1680006384849548
LateralVentricle,NowLteDetuned,QTI,0.179861843585968
LateralVentricle,NowLteDetuned,QTI,0.1684873551130294
LateralVentricle,NowLteDetuned,QTI,0.1576746851205825
LateralVentricle,NowLteDetuned,QTI,0.137943685054779
LateralVentricle,NowLteDetuned,QTI,0.1398522108793258
LateralVentricle,NowLteDetuned,QTI,0.1631960421800613
LateralVentricle,NowLteDetuned,QTI,0.1665524393320083
LateralVentricle,NowLteDetuned,QTI,0.1555858701467514
LateralVentricle,NowLteDetuned,QTI,0.1703315079212188
LateralVentricle,NowLteDetuned,QTI,0.1980278939008712
LateralVentricle,NowLteDetuned,QTI,0.1993505805730819
LateralVentricle,NowLteDetuned,QTI,0.1861965507268905
LateralVentricle,NowLteDetuned,QTI,0.1436223089694976
LateralVentricle,NowLteDetuned,QTI,0.1398859322071075
LateralVentricle,NowLteDetuned,QTI,0.1673662215471267
LateralVentricle,NowLteDetuned,QTI,0.1716791540384292
LateralVentricle,NowLteDetuned,QTI,0.1585065275430679
LateralVentricle,NowLteDetuned,QTI,0.1726546734571457
LateralVentricle,NowLteDetuned,QTI,0.2095778882503509
LateralVentricle,NowLteDetuned,QTI,0.203237235546112
LateralVentricle,NowLteDetuned,QTI,0.1582565456628799
LateralVentricle,NowLteDetuned,QTI,0.1555075645446777
LateralVentricle,NowLteDetuned,QTI,0.1384535729885101
LateralVentricle,NowLteDetuned,QTI,0.1616255342960357
LateralVentricle,NowLteDetuned,QTI,0.2196233719587326
LateralVentricle,NowLteDetuned,QTI,0.2177206873893737
LateralVentricle,NowLteDetuned,QTI,0.1246961206197738
LateralVentricle,NowLteDetuned,QTI,0.1369101107120514
LateralVentricle,NowLteDetuned,QTI,0.1867875456809997
LateralVentricle,NowLteDetuned,QTI,0.1977498978376388
LateralVentricle,NowLteDetuned,QTI,0.1197886765003204
LateralVentricle,NowLteDetuned,QTI,0.2364213913679123
LateralVentricle,NowLteDetuned,QTI,0.2001397609710693
LateralVentricle,NowLteDetuned,QTI,0.2097415030002594
LateralVentricle,NowLteDetuned,QTI,0.1808795630931854
LateralVentricle,NowLteDetuned,QTI,0.1718955039978027
LateralVentricle,NowLteDetuned,QTI,0.1630518436431884
LateralVentricle,NowLteDetuned,QTI,0.2473621368408203
LateralVentricle,NowLteDetuned,QTI,0.2649035155773163
LateralVentricle,NowLteDetuned,QTI,0.2058193236589431
LateralVentricle,NowLteDetuned,QTI,0.2078271210193634
LateralVentricle,NowLteDetuned,QTI,0.180543765425682
LateralVentricle,NowLteDetuned,QTI,0.1822702288627624
LateralVentricle,NowLteDetuned,QTI,0.1981905698776245
LateralVentricle,NowLteDetuned,QTI,0.2969948649406433
LateralVentricle,NowLteDetuned,QTI,0.1668139547109604
LateralVentricle,NowLteDetuned,QTI,0.1726364642381668
LateralVentricle,NowLteDetuned,QTI,0.1996902227401733
LateralVentricle,NowLteDetuned,QTI,0.3060646057128906
LateralVentricle,NowLteDetuned,QTI,0.1910034567117691
LateralVentricle,NowLteDetuned,QTI,0.1789817065000534
LateralVentricle,NowLteDetuned,QTI,0.1887196749448776
LateralVentricle,NowLteDetuned,QTI,0.2171288579702377
LateralVentricle,NowLteDetuned,QTI,0.2951086759567261
LateralVentricle,NowLteDetuned,QTI,0.226766288280487
LateralVentricle,NowLteDetuned,QTI,0.2292136400938034
LateralVentricle,NowLteDetuned,QTI,0.2055919170379638
LateralVentricle,NowLteDetuned,QTI,0.1928707808256149
LateralVentricle,NowLteDetuned,QTI,0.2030164748430252
LateralVentricle,NowLteDetuned,QTI,0.2286239564418792
LateralVentricle,NowLteDetuned,QTI,0.2034486085176468
LateralVentricle,NowLteDetuned,QTI,0.2314662337303161
LateralVentricle,NowLteDetuned,QTI,0.2434152215719223
LateralVentricle,NowLteDetuned,QTI,0.2146293818950653
LateralVentricle,NowLteDetuned,QTI,0.2000342458486557
LateralVentricle,NowLteDetuned,QTI,0.2064152956008911
LateralVentricle,NowLteDetuned,QTI,0.228128895163536
LateralVentricle,NowLteDetuned,QTI,0.2306352257728576
LateralVentricle,NowLteDetuned,QTI,0.2196479439735412
LateralVentricle,NowLteDetuned,QTI,0.2496245503425598
LateralVentricle,NowLteDetuned,QTI,0.256579041481018
LateralVentricle,NowLteDetuned,QTI,0.2181127518415451
LateralVentricle,NowLteDetuned,QTI,0.2030942589044571
LateralVentricle,NowLteDetuned,QTI,0.2133161425590515
LateralVentricle,NowLteDetuned,QTI,0.2331903725862503
LateralVentricle,NowLteDetuned,QTI,0.2800131738185882
LateralVentricle,NowLteDetuned,QTI,0.2503391206264496
LateralVentricle,NowLteDetuned,QTI,0.2377454489469528
LateralVentricle,NowLteDetuned,QTI,0.2699337899684906
LateralVentricle,NowLteDetuned,QTI,0.268316239118576
LateralVentricle,NowLteDetuned,QTI,0.2186170816421508
LateralVentricle,NowLteDetuned,QTI,0.206632986664772
LateralVentricle,NowLteDetuned,QTI,0.2270576506853103
LateralVentricle,NowLteDetuned,QTI,0.250539630651474
LateralVentricle,NowLteDetuned,QTI,0.2795256078243255
LateralVentricle,NowLteDetuned,QTI,0.2790125608444214
LateralVentricle,NowLteDetuned,QTI,0.2617564797401428
LateralVentricle,NowLteDetuned,QTI,0.248749241232872
LateralVentricle,NowLteDetuned,QTI,0.2463754564523697
LateralVentricle,NowLteDetuned,QTI,0.2341683357954025
LateralVentricle,NowLteDetuned,QTI,0.2057694196701049
LateralVentricle,NowLteDetuned,QTI,0.2101391851902008
LateralVentricle,NowLteDetuned,QTI,0.236255794763565
LateralVentricle,NowLteDetuned,QTI,0.2544682621955871
LateralVentricle,NowLteDetuned,QTI,0.265520840883255
LateralVentricle,NowLteDetuned,QTI,0.2721873819828033
LateralVentricle,NowLteDetuned,QTI,0.2640517950057983
LateralVentricle,NowLteDetuned,QTI,0.2460217028856277
LateralVentricle,NowLteDetuned,QTI,0.2089165896177292
LateralVentricle,NowLteDetuned,QTI,0.1898300498723983
LateralVentricle,NowLteDetuned,QTI,0.1871793866157531
LateralVentricle,NowLteDetuned,QTI,0.210072860121727
LateralVentricle,NowLteDetuned,QTI,0.2416641861200332
LateralVentricle,NowLteDetuned,QTI,0.2095296531915664
LateralVentricle,NowLteDetuned,QTI,0.2439459264278412
LateralVentricle,NowLteDetuned,QTI,0.2532626688480377
LateralVentricle,NowLteDetuned,QTI,0.2321525514125824
LateralVentricle,NowLteDetuned,QTI,0.2100238800048828
LateralVentricle,NowLteDetuned,QTI,0.183396115899086
LateralVentricle,NowLteDetuned,QTI,0.1710258424282074
LateralVentricle,NowLteDetuned,QTI,0.1678583472967147
LateralVentricle,NowLteDetuned,QTI,0.1989409923553466
LateralVentricle,NowLteDetuned,QTI,0.2387106716632843
LateralVentricle,NowLteDetuned,QTI,0.1909069716930389
LateralVentricle,NowLteDetuned,QTI,0.2238484025001526
LateralVentricle,NowLteDetuned,QTI,0.2288884371519088
LateralVentricle,NowLteDetuned,QTI,0.2016335427761078
LateralVentricle,NowLteDetuned,QTI,0.178938940167427
LateralVentricle,NowLteDetuned,QTI,0.1596539914608001
LateralVentricle,NowLteDetuned,QTI,0.1520622670650482
LateralVentricle,NowLteDetuned,QTI,0.1486040502786636
LateralVentricle,NowLteDetuned,QTI,0.1853111833333969
LateralVentricle,NowLteDetuned,QTI,0.1878715306520462
LateralVentricle,NowLteDetuned,QTI,0.1965688169002533
LateralVentricle,NowLteDetuned,QTI,0.1922078877687454
LateralVentricle,NowLteDetuned,QTI,0.1751654148101806
LateralVentricle,NowLteDetuned,QTI,0.1638572812080383
LateralVentricle,NowLteDetuned,QTI,0.1556952744722366
LateralVentricle,NowLteDetuned,QTI,0.1485114246606826
LateralVentricle,NowLteDetuned,QTI,0.1400853395462036
LateralVentricle,NowLteDetuned,QTI,0.1897433400154113
LateralVentricle,NowLteDetuned,QTI,0.1655524522066116
LateralVentricle,NowLteDetuned,QTI,0.1711796373128891
LateralVentricle,NowLteDetuned,QTI,0.167985513806343
LateralVentricle,NowLteDetuned,QTI,0.1600238978862762
LateralVentricle,NowLteDetuned,QTI,0.1568946838378906
LateralVentricle,NowLteDetuned,QTI,0.1560004949569702
LateralVentricle,NowLteDetuned,QTI,0.1446084827184677
LateralVentricle,NowLteDetuned,QTI,0.1302899867296219
LateralVentricle,NowLteDetuned,QTI,0.1509432196617126
LateralVentricle,NowLteDetuned,QTI,0.1596464961767196
LateralVentricle,NowLteDetuned,QTI,0.1640437543392181
LateralVentricle,NowLteDetuned,QTI,0.1682067215442657
LateralVentricle,NowLteDetuned,QTI,0.1705353856086731
LateralVentricle,NowLteDetuned,QTI,0.1459123641252517
LateralVentricle,NowLteDetuned,QTI,0.1624457836151123
LateralVentricle,NowLteDetuned,QTI,0.169757068157196
LateralVentricle,NowLteDetuned,QTI,0.1708075255155563
LateralVentricle,NowLteDetuned,QTI,0.1713518798351287
LateralVentricle,NowLteDetuned,QTI,0.2977655529975891
LateralVentricle,NowLteDetuned,QTI,0.2765030860900879
LateralVentricle,NowLteDetuned,QTI,0.2243568301200866
LateralVentricle,NowLteDetuned,QTI,0.2866148948669433
LateralVentricle,NowLteDetuned,QTI,0.2668734490871429
LateralVentricle,NowLteDetuned,QTI,0.235459491610527
LateralVentricle,NowLteDetuned,QTI,0.2841112017631531
LateralVentricle,NowLteDetuned,QTI,0.283585637807846
LateralVentricle,NowLteDetuned,QTI,0.2521138191223144
LateralVentricle,NowLteDetuned,QTI,0.2110130190849304
LateralVentricle,NowLteDetuned,QTI,0.2807307541370392
LateralVentricle,NowLteDetuned,QTI,0.2867655754089355
LateralVentricle,NowLteDetuned,QTI,0.2335759699344635
LateralVentricle,NowLteDetuned,QTI,0.1679228544235229
LateralVentricle,NowLteDetuned,QTI,0.2661155164241791
LateralVentricle,NowLteDetuned,QTI,0.2653430700302124
LateralVentricle,NowLteDetuned,QTI,0.2763841450214386
