ROI,Sequence,Approach,MKi
Splenium,NowLteDetuned,QTI,0.032856774
Splenium,NowLteDetuned,QTI,0.032315627
Splenium,NowLteDetuned,QTI,0.029604387
Splenium,NowLteDetuned,QTI,0.030753851
Splenium,NowLteDetuned,QTI,0.03483177
Splenium,NowLteDetuned,QTI,0.036509678
Splenium,NowLteDetuned,QTI,0.0404669
Splenium,NowLteDetuned,QTI,0.03696569
Splenium,NowLteDetuned,QTI,0.09895298
Splenium,NowLteDetuned,QTI,0.086365804
Splenium,NowLteDetuned,QTI,0.07554658
Splenium,NowLteDetuned,QTI,0.14517206
Splenium,NowLteDetuned,QTI,0.121778935
Splenium,NowLteDetuned,QTI,0.11567082
Splenium,NowLteDetuned,QTI,0.06697822
Splenium,NowLteDetuned,QTI,0.07680826
Splenium,NowLteDetuned,QTI,0.08274943
Splenium,NowLteDetuned,QTI,0.02733855
Splenium,NowLteDetuned,QTI,0.04727687
Splenium,NowLteDetuned,QTI,0.06092684
Splenium,NowLteDetuned,QTI,0.09147745
Splenium,NowLteDetuned,QTI,0.10679099
Splenium,NowLteDetuned,QTI,0.08677676
Splenium,NowLteDetuned,QTI,0.14283368
Splenium,NowLteDetuned,QTI,0.10869211
Splenium,NowLteDetuned,QTI,0.07176913
Splenium,NowLteDetuned,QTI,0.12768883
Splenium,NowLteDetuned,QTI,0.08949682
Splenium,NowLteDetuned,QTI,0.14021087
Splenium,NowLteDetuned,QTI,0.100535996
Splenium,NowLteDetuned,QTI,0.027051888
Splenium,NowLteDetuned,QTI,0.008820621
Splenium,NowLteDetuned,QTI,0.011292446
Splenium,NowLteDetuned,QTI,0.091079295
Splenium,NowLteDetuned,QTI,0.028280333
Splenium,NowLteDetuned,QTI,0.012821296
Splenium,NowLteDetuned,QTI,0.007761959
Splenium,NowLteDetuned,QTI,0.019292668
Splenium,NowLteDetuned,QTI,0.0023698024
Splenium,NowLteDetuned,QTI,0.05401626
Splenium,NowLteDetuned,QTI,0.0017876078
Splenium,NowLteDetuned,QTI,0.0761104
Splenium,NowLteDetuned,QTI,0.07351417
Splenium,NowLteDetuned,QTI,0.12043172
Splenium,NowLteDetuned,QTI,0.09761576
Splenium,NowLteDetuned,QTI,0.14431609
Splenium,NowLteDetuned,QTI,0.11792512
Splenium,NowLteDetuned,QTI,0.1184725
Splenium,NowLteDetuned,QTI,0.12341861
Splenium,NowLteDetuned,QTI,0.122736394
Splenium,NowLteDetuned,QTI,0.13189524
Splenium,NowLteDetuned,QTI,0.10233389
Splenium,NowLteDetuned,QTI,0.12083685
Splenium,NowLteDetuned,QTI,0.08848122
Splenium,NowLteDetuned,QTI,0.10173839
Splenium,NowLteDetuned,QTI,0.10887264
Splenium,NowLteDetuned,QTI,0.110594526
LateralVentricle,NowLteDetuned,QTI,0.08763387799263
LateralVentricle,NowLteDetuned,QTI,0.0883718878030777
LateralVentricle,NowLteDetuned,QTI,0.0882939919829368
LateralVentricle,NowLteDetuned,QTI,0.0892461314797401
LateralVentricle,NowLteDetuned,QTI,0.0915637612342834
LateralVentricle,NowLteDetuned,QTI,0.092201717197895
LateralVentricle,NowLteDetuned,QTI,0.0954757705330848
LateralVentricle,NowLteDetuned,QTI,0.1024712696671485
LateralVentricle,NowLteDetuned,QTI,0.0997174233198165
LateralVentricle,NowLteDetuned,QTI,0.102861501276493
LateralVentricle,NowLteDetuned,QTI,0.104126289486885
LateralVentricle,NowLteDetuned,QTI,0.1056723520159721
LateralVentricle,NowLteDetuned,QTI,0.1081422641873359
LateralVentricle,NowLteDetuned,QTI,0.1082900762557983
LateralVentricle,NowLteDetuned,QTI,0.1106597408652305
LateralVentricle,NowLteDetuned,QTI,0.1146566644310951
LateralVentricle,NowLteDetuned,QTI,0.1137090027332305
LateralVentricle,NowLteDetuned,QTI,0.1118593215942382
LateralVentricle,NowLteDetuned,QTI,0.1062529534101486
LateralVentricle,NowLteDetuned,QTI,0.1164126917719841
LateralVentricle,NowLteDetuned,QTI,0.1142683923244476
LateralVentricle,NowLteDetuned,QTI,0.1061832383275032
LateralVentricle,NowLteDetuned,QTI,0.1204465925693512
LateralVentricle,NowLteDetuned,QTI,0.1155309081077575
LateralVentricle,NowLteDetuned,QTI,0.1026288941502571
LateralVentricle,NowLteDetuned,QTI,0.1227046996355056
LateralVentricle,NowLteDetuned,QTI,0.1155786290764808
LateralVentricle,NowLteDetuned,QTI,0.0977148041129112
LateralVentricle,NowLteDetuned,QTI,0.1184780374169349
LateralVentricle,NowLteDetuned,QTI,0.1088909208774566
LateralVentricle,NowLteDetuned,QTI,0.0934246927499771
LateralVentricle,NowLteDetuned,QTI,0.1048777252435684
LateralVentricle,NowLteDetuned,QTI,0.0899010002613067
LateralVentricle,NowLteDetuned,QTI,0.1106305494904518
LateralVentricle,NowLteDetuned,QTI,0.1182770952582359
LateralVentricle,NowLteDetuned,QTI,0.1144241914153099
LateralVentricle,NowLteDetuned,QTI,0.1065091118216514
LateralVentricle,NowLteDetuned,QTI,0.121212713420391
LateralVentricle,NowLteDetuned,QTI,0.1185082197189331
LateralVentricle,NowLteDetuned,QTI,0.1068795174360275
LateralVentricle,NowLteDetuned,QTI,0.0924590677022934
LateralVentricle,NowLteDetuned,QTI,0.1237604096531868
LateralVentricle,NowLteDetuned,QTI,0.1191637590527534
LateralVentricle,NowLteDetuned,QTI,0.105230689048767
LateralVentricle,NowLteDetuned,QTI,0.0897851735353469
LateralVentricle,NowLteDetuned,QTI,0.1248325183987617
LateralVentricle,NowLteDetuned,QTI,0.1190125346183776
LateralVentricle,NowLteDetuned,QTI,0.103724792599678
LateralVentricle,NowLteDetuned,QTI,0.0883314758539199
LateralVentricle,NowLteDetuned,QTI,0.1161658316850662
LateralVentricle,NowLteDetuned,QTI,0.1060325503349304
LateralVentricle,NowLteDetuned,QTI,0.0971042513847351
LateralVentricle,NowLteDetuned,QTI,0.1146161332726478
LateralVentricle,NowLteDetuned,QTI,0.1077913343906402
LateralVentricle,NowLteDetuned,QTI,0.1026169061660766
LateralVentricle,NowLteDetuned,QTI,0.099495381116867
LateralVentricle,NowLteDetuned,QTI,0.1087652444839477
LateralVentricle,NowLteDetuned,QTI,0.1034571081399917
LateralVentricle,NowLteDetuned,QTI,0.1020444557070732
LateralVentricle,NowLteDetuned,QTI,0.1079212501645088
LateralVentricle,NowLteDetuned,QTI,0.1166604906320571
LateralVentricle,NowLteDetuned,QTI,0.1088478788733482
LateralVentricle,NowLteDetuned,QTI,0.1191977337002754
LateralVentricle,NowLteDetuned,QTI,0.1087200939655304
LateralVentricle,NowLteDetuned,QTI,0.0963320285081863
LateralVentricle,NowLteDetuned,QTI,0.118261732161045
LateralVentricle,NowLteDetuned,QTI,0.1071864515542984
LateralVentricle,NowLteDetuned,QTI,0.0958960652351379
LateralVentricle,NowLteDetuned,QTI,0.0982031747698783
LateralVentricle,NowLteDetuned,QTI,0.1190173178911209
LateralVentricle,NowLteDetuned,QTI,0.1082730740308761
LateralVentricle,NowLteDetuned,QTI,0.0976166501641273
LateralVentricle,NowLteDetuned,QTI,0.1003341227769851
LateralVentricle,NowLteDetuned,QTI,0.1034706532955169
LateralVentricle,NowLteDetuned,QTI,0.1164672225713729
LateralVentricle,NowLteDetuned,QTI,0.1108680069446563
LateralVentricle,NowLteDetuned,QTI,0.1074277237057685
LateralVentricle,NowLteDetuned,QTI,0.1052621304988861
LateralVentricle,NowLteDetuned,QTI,0.122066929936409
LateralVentricle,NowLteDetuned,QTI,0.1204244643449783
LateralVentricle,NowLteDetuned,QTI,0.1131831854581832
LateralVentricle,NowLteDetuned,QTI,0.1067896038293838
LateralVentricle,NowLteDetuned,QTI,0.12052983045578
LateralVentricle,NowLteDetuned,QTI,0.1161856353282928
LateralVentricle,NowLteDetuned,QTI,0.1101587116718292
LateralVentricle,NowLteDetuned,QTI,0.1021629273891449
LateralVentricle,NowLteDetuned,QTI,0.1191340535879135
LateralVentricle,NowLteDetuned,QTI,0.1124971807003021
LateralVentricle,NowLteDetuned,QTI,0.1002704873681068
LateralVentricle,NowLteDetuned,QTI,0.09327332675457
LateralVentricle,NowLteDetuned,QTI,0.1142488345503807
LateralVentricle,NowLteDetuned,QTI,0.1028883904218673
LateralVentricle,NowLteDetuned,QTI,0.0927540734410286
LateralVentricle,NowLteDetuned,QTI,0.1066054701805114
LateralVentricle,NowLteDetuned,QTI,0.109195202589035
LateralVentricle,NowLteDetuned,QTI,0.1078527420759201
LateralVentricle,NowLteDetuned,QTI,0.1061114072799682
LateralVentricle,NowLteDetuned,QTI,0.1172873899340629
LateralVentricle,NowLteDetuned,QTI,0.1127868294715881
LateralVentricle,NowLteDetuned,QTI,0.1088242679834365
LateralVentricle,NowLteDetuned,QTI,0.1067542731761932
LateralVentricle,NowLteDetuned,QTI,0.1170194521546363
LateralVentricle,NowLteDetuned,QTI,0.1114334464073181
LateralVentricle,NowLteDetuned,QTI,0.1073365211486816
LateralVentricle,NowLteDetuned,QTI,0.1198223382234573
LateralVentricle,NowLteDetuned,QTI,0.1150672510266304
LateralVentricle,NowLteDetuned,QTI,0.1097573637962341
LateralVentricle,NowLteDetuned,QTI,0.1048166006803512
LateralVentricle,NowLteDetuned,QTI,0.121047593653202
LateralVentricle,NowLteDetuned,QTI,0.1173946559429168
LateralVentricle,NowLteDetuned,QTI,0.1117651611566543
LateralVentricle,NowLteDetuned,QTI,0.1054017692804336
LateralVentricle,NowLteDetuned,QTI,0.09772739559412
LateralVentricle,NowLteDetuned,QTI,0.120172806084156
LateralVentricle,NowLteDetuned,QTI,0.1179833561182022
LateralVentricle,NowLteDetuned,QTI,0.1148190796375274
LateralVentricle,NowLteDetuned,QTI,0.1076061055064201
LateralVentricle,NowLteDetuned,QTI,0.0967843681573867
LateralVentricle,NowLteDetuned,QTI,0.0924055427312851
LateralVentricle,NowLteDetuned,QTI,0.1212454140186309
LateralVentricle,NowLteDetuned,QTI,0.1189958676695823
LateralVentricle,NowLteDetuned,QTI,0.1100405678153038
LateralVentricle,NowLteDetuned,QTI,0.0963370203971862
LateralVentricle,NowLteDetuned,QTI,0.0929122343659401
LateralVentricle,NowLteDetuned,QTI,0.0927809476852417
LateralVentricle,NowLteDetuned,QTI,0.1023933440446853
LateralVentricle,NowLteDetuned,QTI,0.0964317321777343
LateralVentricle,NowLteDetuned,QTI,0.0921309813857078
LateralVentricle,NowLteDetuned,QTI,0.0995000898838043
LateralVentricle,NowLteDetuned,QTI,0.0912659615278244
LateralVentricle,NowLteDetuned,QTI,0.1204034313559532
LateralVentricle,NowLteDetuned,QTI,0.1174715161323547
LateralVentricle,NowLteDetuned,QTI,0.1128774061799049
LateralVentricle,NowLteDetuned,QTI,0.1233914792537689
LateralVentricle,NowLteDetuned,QTI,0.1202683746814727
LateralVentricle,NowLteDetuned,QTI,0.1166835948824882
LateralVentricle,NowLteDetuned,QTI,0.111408345401287
LateralVentricle,NowLteDetuned,QTI,0.122811421751976
LateralVentricle,NowLteDetuned,QTI,0.1215052008628845
LateralVentricle,NowLteDetuned,QTI,0.1201453953981399
LateralVentricle,NowLteDetuned,QTI,0.1149797514081001
LateralVentricle,NowLteDetuned,QTI,0.1050200164318084
LateralVentricle,NowLteDetuned,QTI,0.095289371907711
LateralVentricle,NowLteDetuned,QTI,0.1207050904631614
LateralVentricle,NowLteDetuned,QTI,0.1231414526700973
LateralVentricle,NowLteDetuned,QTI,0.1184189617633819
LateralVentricle,NowLteDetuned,QTI,0.1066557019948959
LateralVentricle,NowLteDetuned,QTI,0.0977484956383705
LateralVentricle,NowLteDetuned,QTI,0.0902625247836113
LateralVentricle,NowLteDetuned,QTI,0.1241427958011627
LateralVentricle,NowLteDetuned,QTI,0.1273475885391235
LateralVentricle,NowLteDetuned,QTI,0.1213404983282089
LateralVentricle,NowLteDetuned,QTI,0.1079960912466049
LateralVentricle,NowLteDetuned,QTI,0.0996911823749542
LateralVentricle,NowLteDetuned,QTI,0.0941002592444419
LateralVentricle,NowLteDetuned,QTI,0.1235894933342933
LateralVentricle,NowLteDetuned,QTI,0.1088364422321319
LateralVentricle,NowLteDetuned,QTI,0.0985880494117736
LateralVentricle,NowLteDetuned,QTI,0.0901285335421562
LateralVentricle,NowLteDetuned,QTI,0.0908079594373703
LateralVentricle,NowLteDetuned,QTI,0.0976873412728309
LateralVentricle,NowLteDetuned,QTI,0.0863255634903907
LateralVentricle,NowLteDetuned,QTI,0.0838916450738906
LateralVentricle,NowLteDetuned,QTI,0.0824763104319572
LateralVentricle,NowLteDetuned,QTI,0.0809862166643142
LateralVentricle,NowLteDetuned,QTI,0.0962947979569435
LateralVentricle,NowLteDetuned,QTI,0.0820367410778999
LateralVentricle,NowLteDetuned,QTI,0.0787328481674194
LateralVentricle,NowLteDetuned,QTI,0.0754618570208549
LateralVentricle,NowLteDetuned,QTI,0.0735463872551918
LateralVentricle,NowLteDetuned,QTI,0.0729885473847389
LateralVentricle,NowLteDetuned,QTI,0.0686327368021011
LateralVentricle,NowLteDetuned,QTI,0.0699477717280387
LateralVentricle,NowLteDetuned,QTI,0.0720525607466697
LateralVentricle,NowLteDetuned,QTI,0.1196045875549316
LateralVentricle,NowLteDetuned,QTI,0.1262079328298568
LateralVentricle,NowLteDetuned,QTI,0.122557483613491
LateralVentricle,NowLteDetuned,QTI,0.1172459870576858
LateralVentricle,NowLteDetuned,QTI,0.125782161951065
LateralVentricle,NowLteDetuned,QTI,0.1245292201638221
LateralVentricle,NowLteDetuned,QTI,0.1203443333506584
LateralVentricle,NowLteDetuned,QTI,0.1113538518548011
LateralVentricle,NowLteDetuned,QTI,0.1017199680209159
LateralVentricle,NowLteDetuned,QTI,0.1237096562981605
LateralVentricle,NowLteDetuned,QTI,0.1253492832183838
LateralVentricle,NowLteDetuned,QTI,0.1216174587607383
LateralVentricle,NowLteDetuned,QTI,0.1111668795347213
LateralVentricle,NowLteDetuned,QTI,0.1024727299809455
LateralVentricle,NowLteDetuned,QTI,0.0946896523237228
LateralVentricle,NowLteDetuned,QTI,0.1261345744132995
LateralVentricle,NowLteDetuned,QTI,0.1216901466250419
LateralVentricle,NowLteDetuned,QTI,0.110114000737667
LateralVentricle,NowLteDetuned,QTI,0.1019387915730476
LateralVentricle,NowLteDetuned,QTI,0.0961495488882064
LateralVentricle,NowLteDetuned,QTI,0.0978411212563514
LateralVentricle,NowLteDetuned,QTI,0.1206132918596267
LateralVentricle,NowLteDetuned,QTI,0.1079287752509117
LateralVentricle,NowLteDetuned,QTI,0.0977197289466857
LateralVentricle,NowLteDetuned,QTI,0.0888710841536521
LateralVentricle,NowLteDetuned,QTI,0.0889410302042961
LateralVentricle,NowLteDetuned,QTI,0.0915423706173896
LateralVentricle,NowLteDetuned,QTI,0.1091995611786842
LateralVentricle,NowLteDetuned,QTI,0.0966505706310272
LateralVentricle,NowLteDetuned,QTI,0.0843649879097938
LateralVentricle,NowLteDetuned,QTI,0.0813402384519577
LateralVentricle,NowLteDetuned,QTI,0.0804926007986068
LateralVentricle,NowLteDetuned,QTI,0.075723223388195
LateralVentricle,NowLteDetuned,QTI,0.0986362099647522
LateralVentricle,NowLteDetuned,QTI,0.0835245326161384
LateralVentricle,NowLteDetuned,QTI,0.07608462870121
LateralVentricle,NowLteDetuned,QTI,0.0696496814489364
LateralVentricle,NowLteDetuned,QTI,0.0670245736837387
LateralVentricle,NowLteDetuned,QTI,0.0672575607895851
LateralVentricle,NowLteDetuned,QTI,0.0873308554291725
LateralVentricle,NowLteDetuned,QTI,0.0745330303907394
LateralVentricle,NowLteDetuned,QTI,0.0628728345036506
LateralVentricle,NowLteDetuned,QTI,0.0597018226981163
LateralVentricle,NowLteDetuned,QTI,0.0610122606158256
LateralVentricle,NowLteDetuned,QTI,0.0737393870949745
LateralVentricle,NowLteDetuned,QTI,0.0628287568688392
LateralVentricle,NowLteDetuned,QTI,0.0553525015711784
LateralVentricle,NowLteDetuned,QTI,0.0547536760568618
LateralVentricle,NowLteDetuned,QTI,0.0676340907812118
LateralVentricle,NowLteDetuned,QTI,0.0611754804849624
LateralVentricle,NowLteDetuned,QTI,0.0576406046748161
LateralVentricle,NowLteDetuned,QTI,0.0657424628734588
LateralVentricle,NowLteDetuned,QTI,0.0702742040157318
LateralVentricle,NowLteDetuned,QTI,0.0751680731773376
LateralVentricle,NowLteDetuned,QTI,0.0730912685394287
LateralVentricle,NowLteDetuned,QTI,0.0703378692269325
LateralVentricle,NowLteDetuned,QTI,0.0668142363429069
LateralVentricle,NowLteDetuned,QTI,0.0793613567948341
LateralVentricle,NowLteDetuned,QTI,0.071735955774784
LateralVentricle,NowLteDetuned,QTI,0.0651042535901069
LateralVentricle,NowLteDetuned,QTI,0.0767414346337318
LateralVentricle,NowLteDetuned,QTI,0.07012889534235
LateralVentricle,NowLteDetuned,QTI,0.1174776628613472
LateralVentricle,NowLteDetuned,QTI,0.1206840500235557
LateralVentricle,NowLteDetuned,QTI,0.1196788847446441
LateralVentricle,NowLteDetuned,QTI,0.1197147667407989
LateralVentricle,NowLteDetuned,QTI,0.1191325709223747
LateralVentricle,NowLteDetuned,QTI,0.1108456552028656
LateralVentricle,NowLteDetuned,QTI,0.1034769266843795
LateralVentricle,NowLteDetuned,QTI,0.1203298419713974
LateralVentricle,NowLteDetuned,QTI,0.1179630160331726
LateralVentricle,NowLteDetuned,QTI,0.1082974225282669
LateralVentricle,NowLteDetuned,QTI,0.100629337131977
LateralVentricle,NowLteDetuned,QTI,0.0943912863731384
LateralVentricle,NowLteDetuned,QTI,0.1156832575798034
LateralVentricle,NowLteDetuned,QTI,0.1039690375328064
LateralVentricle,NowLteDetuned,QTI,0.0943459421396255
LateralVentricle,NowLteDetuned,QTI,0.086410567164421
LateralVentricle,NowLteDetuned,QTI,0.0870465785264968
LateralVentricle,NowLteDetuned,QTI,0.1066348180174827
LateralVentricle,NowLteDetuned,QTI,0.0950196459889411
LateralVentricle,NowLteDetuned,QTI,0.0838966369628906
LateralVentricle,NowLteDetuned,QTI,0.0806142836809158
LateralVentricle,NowLteDetuned,QTI,0.0801790729165077
LateralVentricle,NowLteDetuned,QTI,0.0755148530006408
LateralVentricle,NowLteDetuned,QTI,0.1009485498070716
LateralVentricle,NowLteDetuned,QTI,0.0871282294392585
LateralVentricle,NowLteDetuned,QTI,0.0773082673549652
LateralVentricle,NowLteDetuned,QTI,0.0689765438437461
LateralVentricle,NowLteDetuned,QTI,0.0657042786478996
LateralVentricle,NowLteDetuned,QTI,0.0645366832613945
LateralVentricle,NowLteDetuned,QTI,0.0925792530179023
LateralVentricle,NowLteDetuned,QTI,0.0756848007440567
LateralVentricle,NowLteDetuned,QTI,0.0606098212301731
LateralVentricle,NowLteDetuned,QTI,0.0575122460722923
LateralVentricle,NowLteDetuned,QTI,0.0579256601631641
LateralVentricle,NowLteDetuned,QTI,0.075798787176609
LateralVentricle,NowLteDetuned,QTI,0.0555880032479763
LateralVentricle,NowLteDetuned,QTI,0.0505701079964637
LateralVentricle,NowLteDetuned,QTI,0.0512464605271816
LateralVentricle,NowLteDetuned,QTI,0.0667974352836608
LateralVentricle,NowLteDetuned,QTI,0.0620282776653766
LateralVentricle,NowLteDetuned,QTI,0.055358562618494
LateralVentricle,NowLteDetuned,QTI,0.0540675781667232
LateralVentricle,NowLteDetuned,QTI,0.0639428198337555
LateralVentricle,NowLteDetuned,QTI,0.0701175108551979
LateralVentricle,NowLteDetuned,QTI,0.074934609234333
LateralVentricle,NowLteDetuned,QTI,0.0711800307035446
LateralVentricle,NowLteDetuned,QTI,0.0693629533052444
LateralVentricle,NowLteDetuned,QTI,0.0679205656051635
LateralVentricle,NowLteDetuned,QTI,0.0663815885782241
LateralVentricle,NowLteDetuned,QTI,0.0838327035307884
LateralVentricle,NowLteDetuned,QTI,0.0736688002943992
LateralVentricle,NowLteDetuned,QTI,0.0673736110329628
LateralVentricle,NowLteDetuned,QTI,0.0632489696145057
LateralVentricle,NowLteDetuned,QTI,0.0776222199201583
LateralVentricle,NowLteDetuned,QTI,0.0698892548680305
LateralVentricle,NowLteDetuned,QTI,0.0651343166828155
LateralVentricle,NowLteDetuned,QTI,0.0727436020970344
LateralVentricle,NowLteDetuned,QTI,0.0732149258255958
LateralVentricle,NowLteDetuned,QTI,0.0665273144841194
LateralVentricle,NowLteDetuned,QTI,0.0680316463112831
LateralVentricle,NowLteDetuned,QTI,0.0670144259929657
LateralVentricle,NowLteDetuned,QTI,0.0656630992889404
LateralVentricle,NowLteDetuned,QTI,0.0672599151730537
LateralVentricle,NowLteDetuned,QTI,0.0686491951346397
LateralVentricle,NowLteDetuned,QTI,0.0665731132030487
LateralVentricle,NowLteDetuned,QTI,0.0777033492922782
LateralVentricle,NowLteDetuned,QTI,0.0704833567142486
LateralVentricle,NowLteDetuned,QTI,0.0719176605343818
LateralVentricle,NowLteDetuned,QTI,0.0656567364931106
LateralVentricle,NowLteDetuned,QTI,0.1093720123171806
LateralVentricle,NowLteDetuned,QTI,0.1024012267589569
LateralVentricle,NowLteDetuned,QTI,0.0964357182383537
LateralVentricle,NowLteDetuned,QTI,0.1084438189864158
LateralVentricle,NowLteDetuned,QTI,0.096242181956768
LateralVentricle,NowLteDetuned,QTI,0.0881111547350883
LateralVentricle,NowLteDetuned,QTI,0.0830610990524292
LateralVentricle,NowLteDetuned,QTI,0.1007482558488845
LateralVentricle,NowLteDetuned,QTI,0.0918266773223877
LateralVentricle,NowLteDetuned,QTI,0.0847664847970008
LateralVentricle,NowLteDetuned,QTI,0.0819821134209632
LateralVentricle,NowLteDetuned,QTI,0.0816682875156402
LateralVentricle,NowLteDetuned,QTI,0.102137304842472
LateralVentricle,NowLteDetuned,QTI,0.0932806581258773
LateralVentricle,NowLteDetuned,QTI,0.0833246782422065
LateralVentricle,NowLteDetuned,QTI,0.074133887887001
LateralVentricle,NowLteDetuned,QTI,0.0682723447680473
LateralVentricle,NowLteDetuned,QTI,0.1019011735916137
LateralVentricle,NowLteDetuned,QTI,0.0863366350531578
LateralVentricle,NowLteDetuned,QTI,0.0707147791981697
LateralVentricle,NowLteDetuned,QTI,0.0643737316131591
LateralVentricle,NowLteDetuned,QTI,0.060831531882286
LateralVentricle,NowLteDetuned,QTI,0.0905426889657974
LateralVentricle,NowLteDetuned,QTI,0.0719849914312362
LateralVentricle,NowLteDetuned,QTI,0.066495344042778
LateralVentricle,NowLteDetuned,QTI,0.0644414201378822
LateralVentricle,NowLteDetuned,QTI,0.0763591080904007
LateralVentricle,NowLteDetuned,QTI,0.0791096538305282
LateralVentricle,NowLteDetuned,QTI,0.0750842690467834
LateralVentricle,NowLteDetuned,QTI,0.0728659853339195
LateralVentricle,NowLteDetuned,QTI,0.0762047618627548
LateralVentricle,NowLteDetuned,QTI,0.079346016049385
LateralVentricle,NowLteDetuned,QTI,0.0903671607375145
LateralVentricle,NowLteDetuned,QTI,0.087495781481266
LateralVentricle,NowLteDetuned,QTI,0.081493854522705
LateralVentricle,NowLteDetuned,QTI,0.0778753757476806
LateralVentricle,NowLteDetuned,QTI,0.0956733003258705
LateralVentricle,NowLteDetuned,QTI,0.0859909132122993
LateralVentricle,NowLteDetuned,QTI,0.0785702615976333
LateralVentricle,NowLteDetuned,QTI,0.0732361003756523
LateralVentricle,NowLteDetuned,QTI,0.1007898822426796
LateralVentricle,NowLteDetuned,QTI,0.090650200843811
LateralVentricle,NowLteDetuned,QTI,0.0817976742982864
LateralVentricle,NowLteDetuned,QTI,0.0733373239636421
LateralVentricle,NowLteDetuned,QTI,0.0915311574935913
LateralVentricle,NowLteDetuned,QTI,0.0817931219935417
LateralVentricle,NowLteDetuned,QTI,0.0718938186764717
LateralVentricle,NowLteDetuned,QTI,0.0752829313278198
LateralVentricle,NowLteDetuned,QTI,0.0804443880915641
LateralVentricle,NowLteDetuned,QTI,0.0694413855671882
LateralVentricle,NowLteDetuned,QTI,0.0705974847078323
LateralVentricle,NowLteDetuned,QTI,0.0742658376693725
LateralVentricle,NowLteDetuned,QTI,0.0828782841563224
LateralVentricle,NowLteDetuned,QTI,0.0719697400927543
LateralVentricle,NowLteDetuned,QTI,0.0705196559429168
LateralVentricle,NowLteDetuned,QTI,0.0714045614004135
LateralVentricle,NowLteDetuned,QTI,0.0786220729351043
LateralVentricle,NowLteDetuned,QTI,0.0745216310024261
LateralVentricle,NowLteDetuned,QTI,0.072016529738903
LateralVentricle,NowLteDetuned,QTI,0.0734238475561142
LateralVentricle,NowLteDetuned,QTI,0.0833467692136764
LateralVentricle,NowLteDetuned,QTI,0.0801688134670257
LateralVentricle,NowLteDetuned,QTI,0.0758856460452079
LateralVentricle,NowLteDetuned,QTI,0.0675478279590606
LateralVentricle,NowLteDetuned,QTI,0.0866538882255554
LateralVentricle,NowLteDetuned,QTI,0.0818595886230468
LateralVentricle,NowLteDetuned,QTI,0.067640371620655
LateralVentricle,NowLteDetuned,QTI,0.0651448965072631
LateralVentricle,NowLteDetuned,QTI,0.0789191052317619
LateralVentricle,NowLteDetuned,QTI,0.0644526705145835
LateralVentricle,NowLteDetuned,QTI,0.0615281425416469
LateralVentricle,NowLteDetuned,QTI,0.0606109574437141
LateralVentricle,NowLteDetuned,QTI,0.0600202642381191
LateralVentricle,NowLteDetuned,QTI,0.0694611370563507
LateralVentricle,NowLteDetuned,QTI,0.0628950744867324
LateralVentricle,NowLteDetuned,QTI,0.0604435317218303
LateralVentricle,NowLteDetuned,QTI,0.0654618665575981
LateralVentricle,NowLteDetuned,QTI,0.0612411238253116
LateralVentricle,NowLteDetuned,QTI,0.0591395944356918
LateralVentricle,NowLteDetuned,QTI,0.0968879461288452
LateralVentricle,NowLteDetuned,QTI,0.0924320071935653
LateralVentricle,NowLteDetuned,QTI,0.095624916255474
LateralVentricle,NowLteDetuned,QTI,0.0918308943510055
LateralVentricle,NowLteDetuned,QTI,0.0894902497529983
LateralVentricle,NowLteDetuned,QTI,0.1044683828949928
LateralVentricle,NowLteDetuned,QTI,0.0993302911520004
LateralVentricle,NowLteDetuned,QTI,0.0902991443872451
LateralVentricle,NowLteDetuned,QTI,0.0811607241630554
LateralVentricle,NowLteDetuned,QTI,0.107674703001976
LateralVentricle,NowLteDetuned,QTI,0.0949831455945968
LateralVentricle,NowLteDetuned,QTI,0.0813703164458274
LateralVentricle,NowLteDetuned,QTI,0.0735512748360633
LateralVentricle,NowLteDetuned,QTI,0.1017006412148475
LateralVentricle,NowLteDetuned,QTI,0.0868110209703445
LateralVentricle,NowLteDetuned,QTI,0.0801228955388069
LateralVentricle,NowLteDetuned,QTI,0.0753273665904998
LateralVentricle,NowLteDetuned,QTI,0.091622769832611
LateralVentricle,NowLteDetuned,QTI,0.0888199359178543
LateralVentricle,NowLteDetuned,QTI,0.0858418643474578
LateralVentricle,NowLteDetuned,QTI,0.0853844732046127
LateralVentricle,NowLteDetuned,QTI,0.1000915989279747
LateralVentricle,NowLteDetuned,QTI,0.0986436083912849
LateralVentricle,NowLteDetuned,QTI,0.0900861546397209
LateralVentricle,NowLteDetuned,QTI,0.0852548256516456
LateralVentricle,NowLteDetuned,QTI,0.1032679900527
LateralVentricle,NowLteDetuned,QTI,0.1033006608486175
LateralVentricle,NowLteDetuned,QTI,0.0944305434823036
LateralVentricle,NowLteDetuned,QTI,0.0867322087287902
LateralVentricle,NowLteDetuned,QTI,0.105177067220211
LateralVentricle,NowLteDetuned,QTI,0.0994566231966018
LateralVentricle,NowLteDetuned,QTI,0.0910809561610221
LateralVentricle,NowLteDetuned,QTI,0.0814726129174232
LateralVentricle,NowLteDetuned,QTI,0.0974284410476684
LateralVentricle,NowLteDetuned,QTI,0.0887657105922699
LateralVentricle,NowLteDetuned,QTI,0.078754149377346
LateralVentricle,NowLteDetuned,QTI,0.0842020660638809
LateralVentricle,NowLteDetuned,QTI,0.0925006419420242
