ROI,Sequence,Approach,MKi
Splenium,NowLteDetuned,QTI,0.18469414
Splenium,NowLteDetuned,QTI,0.15213723
Splenium,NowLteDetuned,QTI,0.13777316
Splenium,NowLteDetuned,QTI,0.19361997
Splenium,NowLteDetuned,QTI,0.25944915
Splenium,NowLteDetuned,QTI,0.26067847
Splenium,NowLteDetuned,QTI,0.26216587
Splenium,NowLteDetuned,QTI,0.30592182
Splenium,NowLteDetuned,QTI,0.34061155
Splenium,NowLteDetuned,QTI,0.25634214
Splenium,NowLteDetuned,QTI,0.28802568
Splenium,NowLteDetuned,QTI,0.3103295
Splenium,NowLteDetuned,QTI,0.316993
Splenium,NowLteDetuned,QTI,0.2644683
Splenium,NowLteDetuned,QTI,0.17009166
Splenium,NowLteDetuned,QTI,0.113312416
Splenium,NowLteDetuned,QTI,0.077810764
Splenium,NowLteDetuned,QTI,0.16793916
Splenium,NowLteDetuned,QTI,0.26508236
Splenium,NowLteDetuned,QTI,0.27668485
Splenium,NowLteDetuned,QTI,0.29254434
Splenium,NowLteDetuned,QTI,0.33082575
Splenium,NowLteDetuned,QTI,0.35755187
Splenium,NowLteDetuned,QTI,0.36399692
Splenium,NowLteDetuned,QTI,0.31617343
Splenium,NowLteDetuned,QTI,0.3234266
Splenium,NowLteDetuned,QTI,0.31784162
Splenium,NowLteDetuned,QTI,0.3110862
Splenium,NowLteDetuned,QTI,0.3110716
Splenium,NowLteDetuned,QTI,0.3134811
Splenium,NowLteDetuned,QTI,0.29274195
Splenium,NowLteDetuned,QTI,0.25419182
Splenium,NowLteDetuned,QTI,0.20350622
Splenium,NowLteDetuned,QTI,0.15783854
Splenium,NowLteDetuned,QTI,0.21455054
Splenium,NowLteDetuned,QTI,0.27609518
Splenium,NowLteDetuned,QTI,0.30279347
Splenium,NowLteDetuned,QTI,0.32813966
Splenium,NowLteDetuned,QTI,0.3559596
Splenium,NowLteDetuned,QTI,0.37512422
Splenium,NowLteDetuned,QTI,0.3815443
Splenium,NowLteDetuned,QTI,0.29589483
Splenium,NowLteDetuned,QTI,0.3004898
Splenium,NowLteDetuned,QTI,0.31722388
Splenium,NowLteDetuned,QTI,0.31450278
Splenium,NowLteDetuned,QTI,0.29928544
Splenium,NowLteDetuned,QTI,0.29052034
Splenium,NowLteDetuned,QTI,0.2885207
Splenium,NowLteDetuned,QTI,0.29264534
Splenium,NowLteDetuned,QTI,0.29756016
Splenium,NowLteDetuned,QTI,0.25978208
Splenium,NowLteDetuned,QTI,0.22540279
Splenium,NowLteDetuned,QTI,0.25730124
Splenium,NowLteDetuned,QTI,0.29230243
Splenium,NowLteDetuned,QTI,0.3380464
Splenium,NowLteDetuned,QTI,0.36958894
Splenium,NowLteDetuned,QTI,0.38104618
Splenium,NowLteDetuned,QTI,0.39058915
Splenium,NowLteDetuned,QTI,0.2665263
Splenium,NowLteDetuned,QTI,0.27091298
Splenium,NowLteDetuned,QTI,0.28215593
Splenium,NowLteDetuned,QTI,0.27497175
Splenium,NowLteDetuned,QTI,0.2599739
Splenium,NowLteDetuned,QTI,0.23961991
Splenium,NowLteDetuned,QTI,0.22430569
Splenium,NowLteDetuned,QTI,0.22173232
Splenium,NowLteDetuned,QTI,0.22068916
Splenium,NowLteDetuned,QTI,0.20242187
Splenium,NowLteDetuned,QTI,0.1909813
Splenium,NowLteDetuned,QTI,0.23178922
Splenium,NowLteDetuned,QTI,0.27511668
Splenium,NowLteDetuned,QTI,0.32787293
Splenium,NowLteDetuned,QTI,0.3389757
Splenium,NowLteDetuned,QTI,0.294258
Splenium,NowLteDetuned,QTI,0.3010955
Splenium,NowLteDetuned,QTI,0.35110235
Splenium,NowLteDetuned,QTI,0.3761303
Splenium,NowLteDetuned,QTI,0.38091037
Splenium,NowLteDetuned,QTI,0.21721244
Splenium,NowLteDetuned,QTI,0.21167378
Splenium,NowLteDetuned,QTI,0.21689694
Splenium,NowLteDetuned,QTI,0.20397557
Splenium,NowLteDetuned,QTI,0.1863901
Splenium,NowLteDetuned,QTI,0.17229185
Splenium,NowLteDetuned,QTI,0.15904802
Splenium,NowLteDetuned,QTI,0.15739185
Splenium,NowLteDetuned,QTI,0.15542969
Splenium,NowLteDetuned,QTI,0.15482135
Splenium,NowLteDetuned,QTI,0.16245666
Splenium,NowLteDetuned,QTI,0.20854832
Splenium,NowLteDetuned,QTI,0.26064438
Splenium,NowLteDetuned,QTI,0.31947774
Splenium,NowLteDetuned,QTI,0.29127032
Splenium,NowLteDetuned,QTI,0.17244919
Splenium,NowLteDetuned,QTI,0.17554022
Splenium,NowLteDetuned,QTI,0.2732407
Splenium,NowLteDetuned,QTI,0.3374768
Splenium,NowLteDetuned,QTI,0.37355402
Splenium,NowLteDetuned,QTI,0.16188642
Splenium,NowLteDetuned,QTI,0.1427431
Splenium,NowLteDetuned,QTI,0.13697802
Splenium,NowLteDetuned,QTI,0.113744564
Splenium,NowLteDetuned,QTI,0.087411955
Splenium,NowLteDetuned,QTI,0.09652501
Splenium,NowLteDetuned,QTI,0.10319854
Splenium,NowLteDetuned,QTI,0.11347498
Splenium,NowLteDetuned,QTI,0.12290608
Splenium,NowLteDetuned,QTI,0.1342152
Splenium,NowLteDetuned,QTI,0.14570661
Splenium,NowLteDetuned,QTI,0.1638192
Splenium,NowLteDetuned,QTI,0.20619757
Splenium,NowLteDetuned,QTI,0.2741231
Splenium,NowLteDetuned,QTI,0.26708183
Splenium,NowLteDetuned,QTI,0.19289663
Splenium,NowLteDetuned,QTI,0.19864716
Splenium,NowLteDetuned,QTI,0.26398763
Splenium,NowLteDetuned,QTI,0.31980562
Splenium,NowLteDetuned,QTI,0.3663189
Splenium,NowLteDetuned,QTI,0.3726484
Splenium,NowLteDetuned,QTI,0.09894852
Splenium,NowLteDetuned,QTI,0.07823949
Splenium,NowLteDetuned,QTI,0.07746849
Splenium,NowLteDetuned,QTI,0.08804131
Splenium,NowLteDetuned,QTI,0.08973321
Splenium,NowLteDetuned,QTI,0.098467305
Splenium,NowLteDetuned,QTI,0.10256299
Splenium,NowLteDetuned,QTI,0.08974596
Splenium,NowLteDetuned,QTI,0.09035939
Splenium,NowLteDetuned,QTI,0.11098751
Splenium,NowLteDetuned,QTI,0.12351974
Splenium,NowLteDetuned,QTI,0.122645855
Splenium,NowLteDetuned,QTI,0.16075778
Splenium,NowLteDetuned,QTI,0.23576564
Splenium,NowLteDetuned,QTI,0.25488466
Splenium,NowLteDetuned,QTI,0.2438605
Splenium,NowLteDetuned,QTI,0.25786892
Splenium,NowLteDetuned,QTI,0.28937533
Splenium,NowLteDetuned,QTI,0.32313454
Splenium,NowLteDetuned,QTI,0.36053854
Splenium,NowLteDetuned,QTI,0.35623762
Splenium,NowLteDetuned,QTI,0.35199672
Splenium,NowLteDetuned,QTI,0.364417
Splenium,NowLteDetuned,QTI,0.048822984
Splenium,NowLteDetuned,QTI,0.02716632
Splenium,NowLteDetuned,QTI,0.019003337
Splenium,NowLteDetuned,QTI,0.08559772
Splenium,NowLteDetuned,QTI,0.13380778
Splenium,NowLteDetuned,QTI,0.13808326
Splenium,NowLteDetuned,QTI,0.12783389
Splenium,NowLteDetuned,QTI,0.06884931
Splenium,NowLteDetuned,QTI,0.0435139
Splenium,NowLteDetuned,QTI,0.06718847
Splenium,NowLteDetuned,QTI,0.08194067
Splenium,NowLteDetuned,QTI,0.08573265
Splenium,NowLteDetuned,QTI,0.12180017
Splenium,NowLteDetuned,QTI,0.17874692
Splenium,NowLteDetuned,QTI,0.167236
Splenium,NowLteDetuned,QTI,0.13319463
Splenium,NowLteDetuned,QTI,0.1706768
Splenium,NowLteDetuned,QTI,0.22001828
Splenium,NowLteDetuned,QTI,0.2539345
Splenium,NowLteDetuned,QTI,0.28684568
Splenium,NowLteDetuned,QTI,0.30195266
Splenium,NowLteDetuned,QTI,0.3160552
Splenium,NowLteDetuned,QTI,0.32715434
Splenium,NowLteDetuned,QTI,0.06575489
Splenium,NowLteDetuned,QTI,0.06365976
Splenium,NowLteDetuned,QTI,0.071921244
Splenium,NowLteDetuned,QTI,0.115622744
Splenium,NowLteDetuned,QTI,0.15554239
Splenium,NowLteDetuned,QTI,0.1603457
Splenium,NowLteDetuned,QTI,0.10136235
Splenium,NowLteDetuned,QTI,0.069381855
Splenium,NowLteDetuned,QTI,0.07049909
Splenium,NowLteDetuned,QTI,0.06871023
Splenium,NowLteDetuned,QTI,0.06422719
Splenium,NowLteDetuned,QTI,0.08566252
Splenium,NowLteDetuned,QTI,0.11826932
Splenium,NowLteDetuned,QTI,0.079600915
Splenium,NowLteDetuned,QTI,0.019377902
Splenium,NowLteDetuned,QTI,0.0710776
Splenium,NowLteDetuned,QTI,0.13709496
Splenium,NowLteDetuned,QTI,0.17011245
Splenium,NowLteDetuned,QTI,0.19892682
Splenium,NowLteDetuned,QTI,0.23478585
Splenium,NowLteDetuned,QTI,0.2689831
Splenium,NowLteDetuned,QTI,0.2763636
Splenium,NowLteDetuned,QTI,0.2992054
Splenium,NowLteDetuned,QTI,0.09771386
Splenium,NowLteDetuned,QTI,0.10508888
Splenium,NowLteDetuned,QTI,0.11939044
Splenium,NowLteDetuned,QTI,0.1423323
Splenium,NowLteDetuned,QTI,0.1656969
Splenium,NowLteDetuned,QTI,0.17155324
Splenium,NowLteDetuned,QTI,0.1529907
Splenium,NowLteDetuned,QTI,0.124406144
Splenium,NowLteDetuned,QTI,0.0974833
Splenium,NowLteDetuned,QTI,0.0750735
Splenium,NowLteDetuned,QTI,0.06902069
Splenium,NowLteDetuned,QTI,0.06744924
Splenium,NowLteDetuned,QTI,0.047261354
Splenium,NowLteDetuned,QTI,0.021046132
Splenium,NowLteDetuned,QTI,0.047584385
Splenium,NowLteDetuned,QTI,0.07930832
Splenium,NowLteDetuned,QTI,0.11773045
Splenium,NowLteDetuned,QTI,0.14631398
Splenium,NowLteDetuned,QTI,0.16294637
Splenium,NowLteDetuned,QTI,0.18786576
Splenium,NowLteDetuned,QTI,0.20675121
Splenium,NowLteDetuned,QTI,0.23930919
Splenium,NowLteDetuned,QTI,0.16191758
Splenium,NowLteDetuned,QTI,0.16366951
Splenium,NowLteDetuned,QTI,0.16455506
Splenium,NowLteDetuned,QTI,0.16966227
Splenium,NowLteDetuned,QTI,0.14906983
Splenium,NowLteDetuned,QTI,0.122905806
Splenium,NowLteDetuned,QTI,0.095973805
Splenium,NowLteDetuned,QTI,0.06199775
Splenium,NowLteDetuned,QTI,0.026582703
Splenium,NowLteDetuned,QTI,0.024300648
Splenium,NowLteDetuned,QTI,0.025243305
Splenium,NowLteDetuned,QTI,0.018255077
Splenium,NowLteDetuned,QTI,0.018322876
Splenium,NowLteDetuned,QTI,0.060334623
Splenium,NowLteDetuned,QTI,0.08804468
Splenium,NowLteDetuned,QTI,0.0810435
Splenium,NowLteDetuned,QTI,0.093042515
Splenium,NowLteDetuned,QTI,0.12616067
Splenium,NowLteDetuned,QTI,0.16351297
Splenium,NowLteDetuned,QTI,0.19752184
Splenium,NowLteDetuned,QTI,0.14789684
Splenium,NowLteDetuned,QTI,0.13662505
Splenium,NowLteDetuned,QTI,0.07869589
Splenium,NowLteDetuned,QTI,0.019039288
Splenium,NowLteDetuned,QTI,0.021867242
Splenium,NowLteDetuned,QTI,0.023669843
Splenium,NowLteDetuned,QTI,0.015690805
Splenium,NowLteDetuned,QTI,0.0142689785
Splenium,NowLteDetuned,QTI,0.036537394
Splenium,NowLteDetuned,QTI,0.050104458
Splenium,NowLteDetuned,QTI,0.045338966
Splenium,NowLteDetuned,QTI,0.055457644
Splenium,NowLteDetuned,QTI,0.084181115
Splenium,NowLteDetuned,QTI,0.10803758
Splenium,NowLteDetuned,QTI,0.204545
Splenium,NowLteDetuned,QTI,0.14738089
Splenium,NowLteDetuned,QTI,0.09806639
Splenium,NowLteDetuned,QTI,0.04369098
Splenium,NowLteDetuned,QTI,0.03647211
Splenium,NowLteDetuned,QTI,0.03064537
Splenium,NowLteDetuned,QTI,0.01930812
Splenium,NowLteDetuned,QTI,0.011337464
Splenium,NowLteDetuned,QTI,0.0106716445
Splenium,NowLteDetuned,QTI,0.011588752
Splenium,NowLteDetuned,QTI,0.014689963
Splenium,NowLteDetuned,QTI,0.029117588
Splenium,NowLteDetuned,QTI,0.05326839
Splenium,NowLteDetuned,QTI,0.055027854
Splenium,NowLteDetuned,QTI,0.1259981
Splenium,NowLteDetuned,QTI,0.10896644
Splenium,NowLteDetuned,QTI,0.07756469
Splenium,NowLteDetuned,QTI,0.054779455
Splenium,NowLteDetuned,QTI,0.04128538
Splenium,NowLteDetuned,QTI,0.032012235
Splenium,NowLteDetuned,QTI,0.028514788
Splenium,NowLteDetuned,QTI,0.027881764
Splenium,NowLteDetuned,QTI,0.0318466
Splenium,NowLteDetuned,QTI,0.055651374
Splenium,NowLteDetuned,QTI,0.09034181
Splenium,NowLteDetuned,QTI,0.065584704
Splenium,NowLteDetuned,QTI,0.08572617
Splenium,NowLteDetuned,QTI,0.057979953
Splenium,NowLteDetuned,QTI,0.044290066
Splenium,NowLteDetuned,QTI,0.041480374
Splenium,NowLteDetuned,QTI,0.041788556
Splenium,NowLteDetuned,QTI,0.047592975
Splenium,NowLteDetuned,QTI,0.08777298
Splenium,NowLteDetuned,QTI,0.14181827
Splenium,NowLteDetuned,QTI,0.09194527
Splenium,NowLteDetuned,QTI,0.06607911
Splenium,NowLteDetuned,QTI,0.038436357
Splenium,NowLteDetuned,QTI,0.035368208
Splenium,NowLteDetuned,QTI,0.03727353
Splenium,NowLteDetuned,QTI,0.044157997
Splenium,NowLteDetuned,QTI,0.079197064
Splenium,NowLteDetuned,QTI,0.12500231
Splenium,NowLteDetuned,QTI,0.076872736
Splenium,NowLteDetuned,QTI,0.011316612
Splenium,NowLteDetuned,QTI,0.08774615
Splenium,NowLteDetuned,QTI,0.053071458
Splenium,NowLteDetuned,QTI,0.03738229
Splenium,NowLteDetuned,QTI,0.04247587
Splenium,NowLteDetuned,QTI,0.053450413
Splenium,NowLteDetuned,QTI,0.077724636
Splenium,NowLteDetuned,QTI,0.10717288
Splenium,NowLteDetuned,QTI,0.05874229
Splenium,NowLteDetuned,QTI,0.009400065
Splenium,NowLteDetuned,QTI,0.053389527
Splenium,NowLteDetuned,QTI,0.07587037
Splenium,NowLteDetuned,QTI,0.113026336
Splenium,NowLteDetuned,QTI,0.12928794
Splenium,NowLteDetuned,QTI,0.14515074
Splenium,NowLteDetuned,QTI,0.08663054
Splenium,NowLteDetuned,QTI,0.03237944
Splenium,NowLteDetuned,QTI,0.07859299
Splenium,NowLteDetuned,QTI,0.09810597
Splenium,NowLteDetuned,QTI,0.13747892
Splenium,NowLteDetuned,QTI,0.15123811
Splenium,NowLteDetuned,QTI,0.15989962
Splenium,NowLteDetuned,QTI,0.10760362
Splenium,NowLteDetuned,QTI,0.055945497
Splenium,NowLteDetuned,QTI,0.0266358
Splenium,NowLteDetuned,QTI,0.12363194
Splenium,NowLteDetuned,QTI,0.09081845
Splenium,NowLteDetuned,QTI,0.07008819
Splenium,NowLteDetuned,QTI,0.083942294
Splenium,NowLteDetuned,QTI,0.092811406
Splenium,NowLteDetuned,QTI,0.06198454
Splenium,NowLteDetuned,QTI,0.27060255
Splenium,NowLteDetuned,QTI,0.32049087
Splenium,NowLteDetuned,QTI,0.29825175
Splenium,NowLteDetuned,QTI,0.27046016
Splenium,NowLteDetuned,QTI,0.28900558
Splenium,NowLteDetuned,QTI,0.26347142
Splenium,NowLteDetuned,QTI,0.22203553
Splenium,NowLteDetuned,QTI,0.3365391
Splenium,NowLteDetuned,QTI,0.304833
Splenium,NowLteDetuned,QTI,0.2832116
Splenium,NowLteDetuned,QTI,0.2557174
Splenium,NowLteDetuned,QTI,0.27187452
Splenium,NowLteDetuned,QTI,0.30363703
Splenium,NowLteDetuned,QTI,0.29109457
Splenium,NowLteDetuned,QTI,0.24289055
Splenium,NowLteDetuned,QTI,0.31681266
Splenium,NowLteDetuned,QTI,0.346056
Splenium,NowLteDetuned,QTI,0.2877825
Splenium,NowLteDetuned,QTI,0.1763901
Splenium,NowLteDetuned,QTI,0.15435417
Splenium,NowLteDetuned,QTI,0.16454059
Splenium,NowLteDetuned,QTI,0.23391716
Splenium,NowLteDetuned,QTI,0.3091265
Splenium,NowLteDetuned,QTI,0.31089616
Splenium,NowLteDetuned,QTI,0.30489272
Splenium,NowLteDetuned,QTI,0.28625166
Splenium,NowLteDetuned,QTI,0.3499727
Splenium,NowLteDetuned,QTI,0.35398218
Splenium,NowLteDetuned,QTI,0.2525362
Splenium,NowLteDetuned,QTI,0.08363369
Splenium,NowLteDetuned,QTI,0.05652171
Splenium,NowLteDetuned,QTI,0.07915964
Splenium,NowLteDetuned,QTI,0.1948795
Splenium,NowLteDetuned,QTI,0.3211964
Splenium,NowLteDetuned,QTI,0.3326087
Splenium,NowLteDetuned,QTI,0.34085056
Splenium,NowLteDetuned,QTI,0.3624367
Splenium,NowLteDetuned,QTI,0.3102902
Splenium,NowLteDetuned,QTI,0.2990528
Splenium,NowLteDetuned,QTI,0.30603188
Splenium,NowLteDetuned,QTI,0.32205534
Splenium,NowLteDetuned,QTI,0.33661193
Splenium,NowLteDetuned,QTI,0.29728645
Splenium,NowLteDetuned,QTI,0.2203714
Splenium,NowLteDetuned,QTI,0.19041994
Splenium,NowLteDetuned,QTI,0.17834471
Splenium,NowLteDetuned,QTI,0.25114593
Splenium,NowLteDetuned,QTI,0.32665008
Splenium,NowLteDetuned,QTI,0.34434417
Splenium,NowLteDetuned,QTI,0.36027315
Splenium,NowLteDetuned,QTI,0.3759719
Splenium,NowLteDetuned,QTI,0.390601
Splenium,NowLteDetuned,QTI,0.28734088
Splenium,NowLteDetuned,QTI,0.29456463
Splenium,NowLteDetuned,QTI,0.28930363
Splenium,NowLteDetuned,QTI,0.27267846
Splenium,NowLteDetuned,QTI,0.28065085
Splenium,NowLteDetuned,QTI,0.30365866
Splenium,NowLteDetuned,QTI,0.3087904
Splenium,NowLteDetuned,QTI,0.30775198
Splenium,NowLteDetuned,QTI,0.28482193
Splenium,NowLteDetuned,QTI,0.25995013
Splenium,NowLteDetuned,QTI,0.29823324
Splenium,NowLteDetuned,QTI,0.33384687
Splenium,NowLteDetuned,QTI,0.3597002
Splenium,NowLteDetuned,QTI,0.37874773
Splenium,NowLteDetuned,QTI,0.3901223
Splenium,NowLteDetuned,QTI,0.39939934
Splenium,NowLteDetuned,QTI,0.24443364
Splenium,NowLteDetuned,QTI,0.2369831
Splenium,NowLteDetuned,QTI,0.22623713
Splenium,NowLteDetuned,QTI,0.21337259
Splenium,NowLteDetuned,QTI,0.22451116
Splenium,NowLteDetuned,QTI,0.24852209
Splenium,NowLteDetuned,QTI,0.25385824
Splenium,NowLteDetuned,QTI,0.25600338
Splenium,NowLteDetuned,QTI,0.23546094
Splenium,NowLteDetuned,QTI,0.21873136
Splenium,NowLteDetuned,QTI,0.2518705
Splenium,NowLteDetuned,QTI,0.28093782
Splenium,NowLteDetuned,QTI,0.30764174
Splenium,NowLteDetuned,QTI,0.3050063
Splenium,NowLteDetuned,QTI,0.2572825
Splenium,NowLteDetuned,QTI,0.27851543
Splenium,NowLteDetuned,QTI,0.35929662
Splenium,NowLteDetuned,QTI,0.38760683
Splenium,NowLteDetuned,QTI,0.20472117
Splenium,NowLteDetuned,QTI,0.19388402
Splenium,NowLteDetuned,QTI,0.18601368
Splenium,NowLteDetuned,QTI,0.16727541
Splenium,NowLteDetuned,QTI,0.14569876
Splenium,NowLteDetuned,QTI,0.14971466
Splenium,NowLteDetuned,QTI,0.16386697
Splenium,NowLteDetuned,QTI,0.17296241
Splenium,NowLteDetuned,QTI,0.18085863
Splenium,NowLteDetuned,QTI,0.17431696
Splenium,NowLteDetuned,QTI,0.17000802
Splenium,NowLteDetuned,QTI,0.19604495
Splenium,NowLteDetuned,QTI,0.22389
Splenium,NowLteDetuned,QTI,0.2540312
Splenium,NowLteDetuned,QTI,0.21355554
Splenium,NowLteDetuned,QTI,0.08191237
Splenium,NowLteDetuned,QTI,0.12738626
Splenium,NowLteDetuned,QTI,0.30760017
Splenium,NowLteDetuned,QTI,0.37176874
Splenium,NowLteDetuned,QTI,0.15562758
Splenium,NowLteDetuned,QTI,0.14099628
Splenium,NowLteDetuned,QTI,0.13228077
Splenium,NowLteDetuned,QTI,0.10314926
Splenium,NowLteDetuned,QTI,0.06883221
Splenium,NowLteDetuned,QTI,0.06339346
Splenium,NowLteDetuned,QTI,0.06140752
Splenium,NowLteDetuned,QTI,0.07551903
Splenium,NowLteDetuned,QTI,0.08894369
Splenium,NowLteDetuned,QTI,0.10174944
Splenium,NowLteDetuned,QTI,0.111472
Splenium,NowLteDetuned,QTI,0.12113379
Splenium,NowLteDetuned,QTI,0.13813521
Splenium,NowLteDetuned,QTI,0.16335152
Splenium,NowLteDetuned,QTI,0.15251169
Splenium,NowLteDetuned,QTI,0.09378529
Splenium,NowLteDetuned,QTI,0.14004561
Splenium,NowLteDetuned,QTI,0.2696442
Splenium,NowLteDetuned,QTI,0.32614923
Splenium,NowLteDetuned,QTI,0.3480572
Splenium,NowLteDetuned,QTI,0.11581167
Splenium,NowLteDetuned,QTI,0.10281627
Splenium,NowLteDetuned,QTI,0.097048506
Splenium,NowLteDetuned,QTI,0.0803494
Splenium,NowLteDetuned,QTI,0.055288814
Splenium,NowLteDetuned,QTI,0.0548658
Splenium,NowLteDetuned,QTI,0.05200755
Splenium,NowLteDetuned,QTI,0.047097094
Splenium,NowLteDetuned,QTI,0.050035637
Splenium,NowLteDetuned,QTI,0.068890795
Splenium,NowLteDetuned,QTI,0.080491915
Splenium,NowLteDetuned,QTI,0.07658713
Splenium,NowLteDetuned,QTI,0.07976653
Splenium,NowLteDetuned,QTI,0.08977337
Splenium,NowLteDetuned,QTI,0.101647444
Splenium,NowLteDetuned,QTI,0.1265682
Splenium,NowLteDetuned,QTI,0.16980986
Splenium,NowLteDetuned,QTI,0.22434247
Splenium,NowLteDetuned,QTI,0.2746119
Splenium,NowLteDetuned,QTI,0.31549734
Splenium,NowLteDetuned,QTI,0.3056216
Splenium,NowLteDetuned,QTI,0.2902513
Splenium,NowLteDetuned,QTI,0.08460683
Splenium,NowLteDetuned,QTI,0.07178636
Splenium,NowLteDetuned,QTI,0.06600028
Splenium,NowLteDetuned,QTI,0.06718889
Splenium,NowLteDetuned,QTI,0.06402044
Splenium,NowLteDetuned,QTI,0.075697616
Splenium,NowLteDetuned,QTI,0.079702824
Splenium,NowLteDetuned,QTI,0.051731713
Splenium,NowLteDetuned,QTI,0.042477414
Splenium,NowLteDetuned,QTI,0.06513185
Splenium,NowLteDetuned,QTI,0.07988732
Splenium,NowLteDetuned,QTI,0.08225453
Splenium,NowLteDetuned,QTI,0.08054764
Splenium,NowLteDetuned,QTI,0.07170831
Splenium,NowLteDetuned,QTI,0.06425011
Splenium,NowLteDetuned,QTI,0.06620925
Splenium,NowLteDetuned,QTI,0.09020674
Splenium,NowLteDetuned,QTI,0.1237799
Splenium,NowLteDetuned,QTI,0.1573
Splenium,NowLteDetuned,QTI,0.1911412
Splenium,NowLteDetuned,QTI,0.22895224
Splenium,NowLteDetuned,QTI,0.25564158
Splenium,NowLteDetuned,QTI,0.09983443
Splenium,NowLteDetuned,QTI,0.101404116
Splenium,NowLteDetuned,QTI,0.10888381
Splenium,NowLteDetuned,QTI,0.12101622
Splenium,NowLteDetuned,QTI,0.12721357
Splenium,NowLteDetuned,QTI,0.13042055
Splenium,NowLteDetuned,QTI,0.124550596
Splenium,NowLteDetuned,QTI,0.08570346
Splenium,NowLteDetuned,QTI,0.06326183
Splenium,NowLteDetuned,QTI,0.071826234
Splenium,NowLteDetuned,QTI,0.081962645
Splenium,NowLteDetuned,QTI,0.09120842
Splenium,NowLteDetuned,QTI,0.08025312
Splenium,NowLteDetuned,QTI,0.051300026
Splenium,NowLteDetuned,QTI,0.028086763
Splenium,NowLteDetuned,QTI,0.011553416
Splenium,NowLteDetuned,QTI,0.012804054
Splenium,NowLteDetuned,QTI,0.015443878
Splenium,NowLteDetuned,QTI,0.018425416
Splenium,NowLteDetuned,QTI,0.03321143
Splenium,NowLteDetuned,QTI,0.13720407
Splenium,NowLteDetuned,QTI,0.21243776
Splenium,NowLteDetuned,QTI,0.21459717
Splenium,NowLteDetuned,QTI,0.12373994
Splenium,NowLteDetuned,QTI,0.13437723
Splenium,NowLteDetuned,QTI,0.14918135
Splenium,NowLteDetuned,QTI,0.16739991
Splenium,NowLteDetuned,QTI,0.18199779
Splenium,NowLteDetuned,QTI,0.18234992
Splenium,NowLteDetuned,QTI,0.17070311
Splenium,NowLteDetuned,QTI,0.13430758
Splenium,NowLteDetuned,QTI,0.1040166
Splenium,NowLteDetuned,QTI,0.09107147
Splenium,NowLteDetuned,QTI,0.09381884
Splenium,NowLteDetuned,QTI,0.1103247
Splenium,NowLteDetuned,QTI,0.08621632
Splenium,NowLteDetuned,QTI,0.037727952
Splenium,NowLteDetuned,QTI,0.022826942
Splenium,NowLteDetuned,QTI,0.018460535
Splenium,NowLteDetuned,QTI,0.016980598
Splenium,NowLteDetuned,QTI,0.013526924
Splenium,NowLteDetuned,QTI,0.008950781
Splenium,NowLteDetuned,QTI,0.015041217
Splenium,NowLteDetuned,QTI,0.08404415
Splenium,NowLteDetuned,QTI,0.14238307
Splenium,NowLteDetuned,QTI,0.15257749
Splenium,NowLteDetuned,QTI,0.17549132
Splenium,NowLteDetuned,QTI,0.18003167
Splenium,NowLteDetuned,QTI,0.17543495
Splenium,NowLteDetuned,QTI,0.17284591
Splenium,NowLteDetuned,QTI,0.17961372
Splenium,NowLteDetuned,QTI,0.18137187
Splenium,NowLteDetuned,QTI,0.16036835
Splenium,NowLteDetuned,QTI,0.1400782
Splenium,NowLteDetuned,QTI,0.12368819
Splenium,NowLteDetuned,QTI,0.11610843
Splenium,NowLteDetuned,QTI,0.119110756
Splenium,NowLteDetuned,QTI,0.082861185
Splenium,NowLteDetuned,QTI,0.02762939
Splenium,NowLteDetuned,QTI,0.020679653
Splenium,NowLteDetuned,QTI,0.02387177
Splenium,NowLteDetuned,QTI,0.015993277
Splenium,NowLteDetuned,QTI,0.00818175
Splenium,NowLteDetuned,QTI,0.0067231585
Splenium,NowLteDetuned,QTI,0.003942184
Splenium,NowLteDetuned,QTI,0.023699393
Splenium,NowLteDetuned,QTI,0.054470845
Splenium,NowLteDetuned,QTI,0.08414543
Splenium,NowLteDetuned,QTI,0.10443216
Splenium,NowLteDetuned,QTI,0.21802604
Splenium,NowLteDetuned,QTI,0.2065132
Splenium,NowLteDetuned,QTI,0.19373776
Splenium,NowLteDetuned,QTI,0.18609926
Splenium,NowLteDetuned,QTI,0.174506
Splenium,NowLteDetuned,QTI,0.16790515
Splenium,NowLteDetuned,QTI,0.15714827
Splenium,NowLteDetuned,QTI,0.14015171
Splenium,NowLteDetuned,QTI,0.12177362
Splenium,NowLteDetuned,QTI,0.07926359
Splenium,NowLteDetuned,QTI,0.031940095
Splenium,NowLteDetuned,QTI,0.025622033
Splenium,NowLteDetuned,QTI,0.022547547
Splenium,NowLteDetuned,QTI,0.015152844
Splenium,NowLteDetuned,QTI,0.009347124
Splenium,NowLteDetuned,QTI,0.011183366
Splenium,NowLteDetuned,QTI,0.011111465
Splenium,NowLteDetuned,QTI,0.013367876
Splenium,NowLteDetuned,QTI,0.02985759
Splenium,NowLteDetuned,QTI,0.058297202
Splenium,NowLteDetuned,QTI,0.069240496
Splenium,NowLteDetuned,QTI,0.22504467
Splenium,NowLteDetuned,QTI,0.21560887
Splenium,NowLteDetuned,QTI,0.19993792
Splenium,NowLteDetuned,QTI,0.15623209
Splenium,NowLteDetuned,QTI,0.1546747
Splenium,NowLteDetuned,QTI,0.14658853
