ROI,Sequence,Approach,FA
Splenium,dti,dti,0.44344488
Splenium,dti,dti,0.37345442
Splenium,dti,dti,0.6817831
Splenium,dti,dti,0.7079309
Splenium,dti,dti,0.7425904
Splenium,dti,dti,0.70822364
Splenium,dti,dti,0.6561572
Splenium,dti,dti,0.59697276
Splenium,dti,dti,0.5375737
Splenium,dti,dti,0.47342402
Splenium,dti,dti,0.4081109
Splenium,dti,dti,0.56251466
Splenium,dti,dti,0.6903302
Splenium,dti,dti,0.75355387
Splenium,dti,dti,0.77696425
Splenium,dti,dti,0.7681119
Splenium,dti,dti,0.7876315
Splenium,dti,dti,0.82068086
Splenium,dti,dti,0.8114922
Splenium,dti,dti,0.7914904
Splenium,dti,dti,0.76210725
Splenium,dti,dti,0.7304221
Splenium,dti,dti,0.66712767
Splenium,dti,dti,0.5968692
Splenium,dti,dti,0.48967236
Splenium,dti,dti,0.67377436
Splenium,dti,dti,0.7866075
Splenium,dti,dti,0.82407475
Splenium,dti,dti,0.8380421
Splenium,dti,dti,0.83333296
Splenium,dti,dti,0.8442597
Splenium,dti,dti,0.8625048
Splenium,dti,dti,0.8625189
Splenium,dti,dti,0.8580931
Splenium,dti,dti,0.8371909
Splenium,dti,dti,0.8125865
Splenium,dti,dti,0.74717116
Splenium,dti,dti,0.68526006
Splenium,dti,dti,0.6386453
Splenium,dti,dti,0.5742594
Splenium,dti,dti,0.46862066
Splenium,dti,dti,0.6232814
Splenium,dti,dti,0.7822368
Splenium,dti,dti,0.87505555
Splenium,dti,dti,0.881786
Splenium,dti,dti,0.8868478
Splenium,dti,dti,0.8908097
Splenium,dti,dti,0.89232665
Splenium,dti,dti,0.8926554
Splenium,dti,dti,0.898422
Splenium,dti,dti,0.905418
Splenium,dti,dti,0.8891843
Splenium,dti,dti,0.86795664
Splenium,dti,dti,0.80372524
Splenium,dti,dti,0.7572005
Splenium,dti,dti,0.79324126
Splenium,dti,dti,0.77815986
Splenium,dti,dti,0.646619
Splenium,dti,dti,0.46730414
Splenium,dti,dti,0.5516993
Splenium,dti,dti,0.7623893
Splenium,dti,dti,0.8609283
Splenium,dti,dti,0.91291696
Splenium,dti,dti,0.9051312
Splenium,dti,dti,0.89401793
Splenium,dti,dti,0.8802741
Splenium,dti,dti,0.873894
Splenium,dti,dti,0.8706715
Splenium,dti,dti,0.8738806
Splenium,dti,dti,0.87862295
Splenium,dti,dti,0.86879563
Splenium,dti,dti,0.8565214
Splenium,dti,dti,0.8247311
Splenium,dti,dti,0.799648
Splenium,dti,dti,0.80683964
Splenium,dti,dti,0.78404075
Splenium,dti,dti,0.69297796
Splenium,dti,dti,0.5231375
Splenium,dti,dti,0.25140464
Splenium,dti,dti,0.6713813
Splenium,dti,dti,0.8883577
Splenium,dti,dti,0.92758095
Splenium,dti,dti,0.9406443
Splenium,dti,dti,0.92078364
Splenium,dti,dti,0.8963171
Splenium,dti,dti,0.8678191
Splenium,dti,dti,0.85565567
Splenium,dti,dti,0.8505749
Splenium,dti,dti,0.85085565
Splenium,dti,dti,0.8523209
Splenium,dti,dti,0.84503704
Splenium,dti,dti,0.83815956
Splenium,dti,dti,0.837492
Splenium,dti,dti,0.8319275
Splenium,dti,dti,0.8053884
Splenium,dti,dti,0.77349484
Splenium,dti,dti,0.7306583
Splenium,dti,dti,0.57650733
Splenium,dti,dti,0.28156623
Splenium,dti,dti,0.7045877
Splenium,dti,dti,0.88608366
Splenium,dti,dti,0.89518166
Splenium,dti,dti,0.8993668
Splenium,dti,dti,0.8973805
Splenium,dti,dti,0.8799381
Splenium,dti,dti,0.85096925
Splenium,dti,dti,0.84221905
Splenium,dti,dti,0.84214574
Splenium,dti,dti,0.8445298
Splenium,dti,dti,0.84756833
Splenium,dti,dti,0.8373884
Splenium,dti,dti,0.8271891
Splenium,dti,dti,0.82165456
Splenium,dti,dti,0.816454
Splenium,dti,dti,0.8124717
Splenium,dti,dti,0.79861444
Splenium,dti,dti,0.7638306
Splenium,dti,dti,0.62023866
Splenium,dti,dti,0.34272897
Splenium,dti,dti,0.70541906
Splenium,dti,dti,0.8603281
Splenium,dti,dti,0.8553254
Splenium,dti,dti,0.85931015
Splenium,dti,dti,0.8746129
Splenium,dti,dti,0.86490786
Splenium,dti,dti,0.83717024
Splenium,dti,dti,0.8318519
Splenium,dti,dti,0.8360229
Splenium,dti,dti,0.8383588
Splenium,dti,dti,0.8407266
Splenium,dti,dti,0.83154213
Splenium,dti,dti,0.8215974
Splenium,dti,dti,0.80993927
Splenium,dti,dti,0.8037011
Splenium,dti,dti,0.8185939
Splenium,dti,dti,0.82094824
Splenium,dti,dti,0.79664904
Splenium,dti,dti,0.6681716
Splenium,dti,dti,0.4143482
Splenium,dti,dti,0.2370133
Splenium,dti,dti,0.11748442
Splenium,dti,dti,0.6043251
Splenium,dti,dti,0.75848645
Splenium,dti,dti,0.78995526
Splenium,dti,dti,0.81588477
Splenium,dti,dti,0.836221
Splenium,dti,dti,0.836117
Splenium,dti,dti,0.8214508
Splenium,dti,dti,0.8242206
Splenium,dti,dti,0.83423537
Splenium,dti,dti,0.82920706
Splenium,dti,dti,0.8221586
Splenium,dti,dti,0.8310507
Splenium,dti,dti,0.8372148
Splenium,dti,dti,0.81175005
Splenium,dti,dti,0.7963584
Splenium,dti,dti,0.81972015
Splenium,dti,dti,0.83142847
Splenium,dti,dti,0.81958383
Splenium,dti,dti,0.73568225
Splenium,dti,dti,0.56633043
Splenium,dti,dti,0.36810568
Splenium,dti,dti,0.15165678
Splenium,dti,dti,0.63688684
Splenium,dti,dti,0.7191978
Splenium,dti,dti,0.77879393
Splenium,dti,dti,0.81368464
Splenium,dti,dti,0.82871413
Splenium,dti,dti,0.82988185
Splenium,dti,dti,0.83389777
Splenium,dti,dti,0.83942026
Splenium,dti,dti,0.8218098
Splenium,dti,dti,0.80109096
Splenium,dti,dti,0.8226012
Splenium,dti,dti,0.84090567
Splenium,dti,dti,0.8171316
Splenium,dti,dti,0.8021766
Splenium,dti,dti,0.82240534
Splenium,dti,dti,0.8354887
Splenium,dti,dti,0.8339921
Splenium,dti,dti,0.78894806
Splenium,dti,dti,0.693039
Splenium,dti,dti,0.48346448
Splenium,dti,dti,0.1962997
Splenium,dti,dti,0.13376606
Splenium,dti,dti,0.6331191
Splenium,dti,dti,0.75001186
Splenium,dti,dti,0.82048464
Splenium,dti,dti,0.86256045
Splenium,dti,dti,0.88532627
Splenium,dti,dti,0.8764842
Splenium,dti,dti,0.85552007
Splenium,dti,dti,0.8197274
Splenium,dti,dti,0.7822761
Splenium,dti,dti,0.79943043
Splenium,dti,dti,0.8170804
Splenium,dti,dti,0.83038473
Splenium,dti,dti,0.8363991
Splenium,dti,dti,0.81921685
Splenium,dti,dti,0.81203425
Splenium,dti,dti,0.8226113
Splenium,dti,dti,0.80146945
Splenium,dti,dti,0.7442111
Splenium,dti,dti,0.5550508
Splenium,dti,dti,0.2775702
Splenium,dti,dti,0.17786257
Splenium,dti,dti,0.690845
Splenium,dti,dti,0.7371787
Splenium,dti,dti,0.7654434
Splenium,dti,dti,0.7789016
Splenium,dti,dti,0.7854575
Splenium,dti,dti,0.7652011
Splenium,dti,dti,0.74067676
Splenium,dti,dti,0.75894994
Splenium,dti,dti,0.7791948
Splenium,dti,dti,0.81407917
Splenium,dti,dti,0.8350434
Splenium,dti,dti,0.8090451
Splenium,dti,dti,0.79468673
Splenium,dti,dti,0.8017583
Splenium,dti,dti,0.79659855
Splenium,dti,dti,0.777369
Splenium,dti,dti,0.6284313
Splenium,dti,dti,0.39386728
Splenium,dti,dti,0.25029004
Splenium,dti,dti,0.5014259
Splenium,dti,dti,0.60461795
Splenium,dti,dti,0.6435645
Splenium,dti,dti,0.6722008
Splenium,dti,dti,0.69614345
Splenium,dti,dti,0.72079015
Splenium,dti,dti,0.75486314
Splenium,dti,dti,0.7831566
Splenium,dti,dti,0.7925075
Splenium,dti,dti,0.79005307
Splenium,dti,dti,0.76625925
Splenium,dti,dti,0.49555334
Splenium,dti,dti,0.5553088
Splenium,dti,dti,0.61368996
Splenium,dti,dti,0.6172005
Splenium,dti,dti,0.6407003
Splenium,dti,dti,0.64893645
Splenium,dti,dti,0.64843905
Splenium,dti,dti,0.58548826
Splenium,dti,dti,0.56336004
Splenium,dti,dti,0.48700866
Splenium,dti,dti,0.7060196
Splenium,dti,dti,0.7215852
Splenium,dti,dti,0.73536205
Splenium,dti,dti,0.7474493
Splenium,dti,dti,0.7373967
Splenium,dti,dti,0.7218214
Splenium,dti,dti,0.7035783
Splenium,dti,dti,0.6845992
Splenium,dti,dti,0.6232083
Splenium,dti,dti,0.5535966
Splenium,dti,dti,0.43920958
Splenium,dti,dti,0.5642258
Splenium,dti,dti,0.70444727
Splenium,dti,dti,0.7509968
Splenium,dti,dti,0.7731339
Splenium,dti,dti,0.7745563
Splenium,dti,dti,0.79299474
Splenium,dti,dti,0.81982553
Splenium,dti,dti,0.82433975
Splenium,dti,dti,0.82301694
Splenium,dti,dti,0.808915
Splenium,dti,dti,0.7929245
Splenium,dti,dti,0.75390476
Splenium,dti,dti,0.703775
Splenium,dti,dti,0.5935134
Splenium,dti,dti,0.4695449
Splenium,dti,dti,0.6759545
Splenium,dti,dti,0.79125756
Splenium,dti,dti,0.816357
Splenium,dti,dti,0.826108
Splenium,dti,dti,0.82286143
Splenium,dti,dti,0.8342048
Splenium,dti,dti,0.85304135
Splenium,dti,dti,0.85614157
Splenium,dti,dti,0.8551201
Splenium,dti,dti,0.8399675
Splenium,dti,dti,0.82282525
Splenium,dti,dti,0.78549516
Splenium,dti,dti,0.74722815
Splenium,dti,dti,0.7003047
Splenium,dti,dti,0.61753184
Splenium,dti,dti,0.4481836
Splenium,dti,dti,0.6361508
Splenium,dti,dti,0.7872653
Splenium,dti,dti,0.8759354
Splenium,dti,dti,0.87867445
Splenium,dti,dti,0.8772494
Splenium,dti,dti,0.8721755
Splenium,dti,dti,0.8749919
Splenium,dti,dti,0.8820784
Splenium,dti,dti,0.88262904
Splenium,dti,dti,0.88102263
Splenium,dti,dti,0.8635727
Splenium,dti,dti,0.8439344
Splenium,dti,dti,0.8041326
Splenium,dti,dti,0.7768551
Splenium,dti,dti,0.80576646
Splenium,dti,dti,0.77354586
Splenium,dti,dti,0.5980474
Splenium,dti,dti,0.41639557
Splenium,dti,dti,0.22913542
Splenium,dti,dti,0.55794954
Splenium,dti,dti,0.77147746
Splenium,dti,dti,0.86033493
Splenium,dti,dti,0.9091803
Splenium,dti,dti,0.90425795
Splenium,dti,dti,0.88944083
Splenium,dti,dti,0.8665085
Splenium,dti,dti,0.8561974
Splenium,dti,dti,0.85204184
Splenium,dti,dti,0.8515173
Splenium,dti,dti,0.8517413
Splenium,dti,dti,0.850473
Splenium,dti,dti,0.8480556
Splenium,dti,dti,0.82391113
Splenium,dti,dti,0.8055042
Splenium,dti,dti,0.8135209
Splenium,dti,dti,0.7850905
Splenium,dti,dti,0.67115426
Splenium,dti,dti,0.4951812
Splenium,dti,dti,0.23827899
Splenium,dti,dti,0.6751268
Splenium,dti,dti,0.88537395
Splenium,dti,dti,0.91701347
Splenium,dti,dti,0.93014896
Splenium,dti,dti,0.9191391
Splenium,dti,dti,0.89324373
Splenium,dti,dti,0.85545444
Splenium,dti,dti,0.8357467
Splenium,dti,dti,0.824256
Splenium,dti,dti,0.8235222
Splenium,dti,dti,0.8253142
Splenium,dti,dti,0.8363994
Splenium,dti,dti,0.84757096
Splenium,dti,dti,0.8400223
Splenium,dti,dti,0.8311193
Splenium,dti,dti,0.817051
Splenium,dti,dti,0.7902616
Splenium,dti,dti,0.73418164
Splenium,dti,dti,0.5660852
Splenium,dti,dti,0.25112423
Splenium,dti,dti,0.723073
Splenium,dti,dti,0.88542396
Splenium,dti,dti,0.88060486
Splenium,dti,dti,0.87546504
Splenium,dti,dti,0.86967516
Splenium,dti,dti,0.8508193
Splenium,dti,dti,0.82212406
Splenium,dti,dti,0.8133412
Splenium,dti,dti,0.81339604
Splenium,dti,dti,0.8213698
Splenium,dti,dti,0.8312476
Splenium,dti,dti,0.8332355
Splenium,dti,dti,0.8341674
Splenium,dti,dti,0.8215376
Splenium,dti,dti,0.81286407
Splenium,dti,dti,0.8220811
Splenium,dti,dti,0.8149098
Splenium,dti,dti,0.7715288
Splenium,dti,dti,0.61924523
Splenium,dti,dti,0.32729396
Splenium,dti,dti,0.1753955
Splenium,dti,dti,0.73315585
Splenium,dti,dti,0.8628943
Splenium,dti,dti,0.8410377
Splenium,dti,dti,0.8293756
Splenium,dti,dti,0.8306205
Splenium,dti,dti,0.81844693
Splenium,dti,dti,0.79665375
Splenium,dti,dti,0.7957225
Splenium,dti,dti,0.8038571
Splenium,dti,dti,0.8160033
Splenium,dti,dti,0.8292475
Splenium,dti,dti,0.8282751
Splenium,dti,dti,0.8254712
Splenium,dti,dti,0.8087732
Splenium,dti,dti,0.7999674
Splenium,dti,dti,0.82436526
Splenium,dti,dti,0.8319805
Splenium,dti,dti,0.8033395
Splenium,dti,dti,0.6735215
Splenium,dti,dti,0.4164619
Splenium,dti,dti,0.24063914
Splenium,dti,dti,0.12763847
Splenium,dti,dti,0.64688206
Splenium,dti,dti,0.7754645
Splenium,dti,dti,0.7872688
Splenium,dti,dti,0.79846627
Splenium,dti,dti,0.8089778
Splenium,dti,dti,0.8041886
Splenium,dti,dti,0.7884375
Splenium,dti,dti,0.7901221
Splenium,dti,dti,0.7989444
Splenium,dti,dti,0.80499244
Splenium,dti,dti,0.8102228
Splenium,dti,dti,0.8237934
Splenium,dti,dti,0.8354899
Splenium,dti,dti,0.81593645
Splenium,dti,dti,0.8031156
Splenium,dti,dti,0.8140489
Splenium,dti,dti,0.82009256
Splenium,dti,dti,0.8174283
Splenium,dti,dti,0.74023026
Splenium,dti,dti,0.5712788
Splenium,dti,dti,0.37674293
Splenium,dti,dti,0.16416684
Splenium,dti,dti,0.11880456
Splenium,dti,dti,0.65677524
Splenium,dti,dti,0.71862066
Splenium,dti,dti,0.7688406
Splenium,dti,dti,0.80555797
Splenium,dti,dti,0.8152936
Splenium,dti,dti,0.80552274
Splenium,dti,dti,0.80078846
Splenium,dti,dti,0.7981871
Splenium,dti,dti,0.7976635
Splenium,dti,dti,0.79728115
Splenium,dti,dti,0.81587046
Splenium,dti,dti,0.8330294
Splenium,dti,dti,0.817129
Splenium,dti,dti,0.8058216
Splenium,dti,dti,0.8092347
Splenium,dti,dti,0.8150855
Splenium,dti,dti,0.8278428
Splenium,dti,dti,0.7920951
Splenium,dti,dti,0.69807506
Splenium,dti,dti,0.49763346
Splenium,dti,dti,0.21978956
Splenium,dti,dti,0.14018032
Splenium,dti,dti,0.6385174
Splenium,dti,dti,0.7528367
Splenium,dti,dti,0.84043896
Splenium,dti,dti,0.87750345
Splenium,dti,dti,0.87757283
Splenium,dti,dti,0.8502247
Splenium,dti,dti,0.8123337
Splenium,dti,dti,0.7982354
Splenium,dti,dti,0.78927374
Splenium,dti,dti,0.7961021
Splenium,dti,dti,0.80437565
Splenium,dti,dti,0.8148196
Splenium,dti,dti,0.82154197
Splenium,dti,dti,0.8154618
Splenium,dti,dti,0.8151764
Splenium,dti,dti,0.8254364
Splenium,dti,dti,0.80869025
Splenium,dti,dti,0.76091266
Splenium,dti,dti,0.5856191
Splenium,dti,dti,0.31973407
Splenium,dti,dti,0.19361813
Splenium,dti,dti,0.7372396
Splenium,dti,dti,0.7473476
Splenium,dti,dti,0.7456214
Splenium,dti,dti,0.73888755
Splenium,dti,dti,0.7411928
Splenium,dti,dti,0.74530894
Splenium,dti,dti,0.7543557
Splenium,dti,dti,0.7658782
Splenium,dti,dti,0.7948415
Splenium,dti,dti,0.8163929
Splenium,dti,dti,0.81290126
Splenium,dti,dti,0.81105953
Splenium,dti,dti,0.8118212
Splenium,dti,dti,0.80722123
Splenium,dti,dti,0.7968982
Splenium,dti,dti,0.667098
Splenium,dti,dti,0.4536893
Splenium,dti,dti,0.2802674
Splenium,dti,dti,0.46447447
Splenium,dti,dti,0.55495703
Splenium,dti,dti,0.6095317
Splenium,dti,dti,0.6568421
Splenium,dti,dti,0.6815124
Splenium,dti,dti,0.7073095
Splenium,dti,dti,0.7406848
Splenium,dti,dti,0.7720869
Splenium,dti,dti,0.79744315
Splenium,dti,dti,0.80532646
Splenium,dti,dti,0.78211033
Splenium,dti,dti,0.48102102
Splenium,dti,dti,0.55204254
Splenium,dti,dti,0.59855753
Splenium,dti,dti,0.64641964
Splenium,dti,dti,0.50436145
Splenium,dti,dti,0.40076292
Splenium,dti,dti,0.64674973
Splenium,dti,dti,0.6835743
Splenium,dti,dti,0.6875137
Splenium,dti,dti,0.67411727
Splenium,dti,dti,0.67838067
Splenium,dti,dti,0.68743217
Splenium,dti,dti,0.7025861
Splenium,dti,dti,0.7166245
Splenium,dti,dti,0.6266813
Splenium,dti,dti,0.52683365
Splenium,dti,dti,0.6767603
Splenium,dti,dti,0.7248597
Splenium,dti,dti,0.75127685
Splenium,dti,dti,0.75871897
Splenium,dti,dti,0.7558959
Splenium,dti,dti,0.7636563
Splenium,dti,dti,0.77407783
Splenium,dti,dti,0.78636485
Splenium,dti,dti,0.79785
Splenium,dti,dti,0.74013877
Splenium,dti,dti,0.6693697
Splenium,dti,dti,0.5215149
Splenium,dti,dti,0.3725492
Splenium,dti,dti,0.5790261
Splenium,dti,dti,0.7345872
Splenium,dti,dti,0.75642145
Splenium,dti,dti,0.7708759
Splenium,dti,dti,0.77903855
Splenium,dti,dti,0.7967939
Splenium,dti,dti,0.81945413
Splenium,dti,dti,0.8342709
Splenium,dti,dti,0.84642816
Splenium,dti,dti,0.8442285
Splenium,dti,dti,0.84086794
Splenium,dti,dti,0.82490563
Splenium,dti,dti,0.79475224
Splenium,dti,dti,0.6854028
Splenium,dti,dti,0.54343045
Splenium,dti,dti,0.31544855
Splenium,dti,dti,0.691494
Splenium,dti,dti,0.8089895
Splenium,dti,dti,0.8179485
Splenium,dti,dti,0.81674016
Splenium,dti,dti,0.80664724
Splenium,dti,dti,0.8170711
Splenium,dti,dti,0.8384225
Splenium,dti,dti,0.8434606
Splenium,dti,dti,0.8440339
Splenium,dti,dti,0.83595973
Splenium,dti,dti,0.82738674
Splenium,dti,dti,0.81930536
Splenium,dti,dti,0.80461735
Splenium,dti,dti,0.7520817
Splenium,dti,dti,0.6505122
Splenium,dti,dti,0.42354813
Splenium,dti,dti,0.6611087
Splenium,dti,dti,0.7984823
Splenium,dti,dti,0.878493
Splenium,dti,dti,0.8754926
Splenium,dti,dti,0.86047
Splenium,dti,dti,0.834778
Splenium,dti,dti,0.8367013
Splenium,dti,dti,0.8533622
Splenium,dti,dti,0.8478999
Splenium,dti,dti,0.83600366
Splenium,dti,dti,0.82461715
Splenium,dti,dti,0.8133447
Splenium,dti,dti,0.8065359
Splenium,dti,dti,0.8022283
Splenium,dti,dti,0.8068776
Splenium,dti,dti,0.748195
Splenium,dti,dti,0.530251
Splenium,dti,dti,0.35013962
Splenium,dti,dti,0.22597586
Splenium,dti,dti,0.5811979
Splenium,dti,dti,0.7908153
Splenium,dti,dti,0.8624457
Splenium,dti,dti,0.90233046
Splenium,dti,dti,0.8972948
Splenium,dti,dti,0.87643653
Splenium,dti,dti,0.842003
Splenium,dti,dti,0.8278757
Splenium,dti,dti,0.82418525
Splenium,dti,dti,0.8198389
Splenium,dti,dti,0.8151191
Splenium,dti,dti,0.8276563
Splenium,dti,dti,0.8407527
Splenium,dti,dti,0.8266147
Splenium,dti,dti,0.81543005
Splenium,dti,dti,0.8179086
Splenium,dti,dti,0.77869964
Splenium,dti,dti,0.63646525
Splenium,dti,dti,0.45536676
Splenium,dti,dti,0.22232759
Splenium,dti,dti,0.69361836
Splenium,dti,dti,0.88737357
Splenium,dti,dti,0.9017924
Splenium,dti,dti,0.90680414
Splenium,dti,dti,0.8990373
Splenium,dti,dti,0.8752424
Splenium,dti,dti,0.83789945
Splenium,dti,dti,0.8150585
Splenium,dti,dti,0.7991542
Splenium,dti,dti,0.7984072
Splenium,dti,dti,0.801478
Splenium,dti,dti,0.83003145
Splenium,dti,dti,0.85911095
Splenium,dti,dti,0.8405633
Splenium,dti,dti,0.82529044
Splenium,dti,dti,0.8269306
Splenium,dti,dti,0.80642915
Splenium,dti,dti,0.73236245
Splenium,dti,dti,0.5541235
Splenium,dti,dti,0.2325786
Splenium,dti,dti,0.110082634
Splenium,dti,dti,0.73981106
Splenium,dti,dti,0.8713013
Splenium,dti,dti,0.85346466
Splenium,dti,dti,0.83821136
Splenium,dti,dti,0.82626694
Splenium,dti,dti,0.8121503
Splenium,dti,dti,0.796416
Splenium,dti,dti,0.7918737
Splenium,dti,dti,0.79251057
Splenium,dti,dti,0.8064137
Splenium,dti,dti,0.8236508
Splenium,dti,dti,0.8368682
Splenium,dti,dti,0.84829104
Splenium,dti,dti,0.8244486
Splenium,dti,dti,0.80824685
Splenium,dti,dti,0.8286655
Splenium,dti,dti,0.8275553
Splenium,dti,dti,0.7761077
Splenium,dti,dti,0.6221205
Splenium,dti,dti,0.330151
Splenium,dti,dti,0.1783799
Splenium,dti,dti,0.743736
Splenium,dti,dti,0.8427207
Splenium,dti,dti,0.8174629
Splenium,dti,dti,0.79847246
Splenium,dti,dti,0.7879443
Splenium,dti,dti,0.7811665
Splenium,dti,dti,0.77794856
Splenium,dti,dti,0.78193104
Splenium,dti,dti,0.78921026
Splenium,dti,dti,0.8044086
Splenium,dti,dti,0.8218451
Splenium,dti,dti,0.8310972
Splenium,dti,dti,0.8382135
Splenium,dti,dti,0.82021606
Splenium,dti,dti,0.8085843
Splenium,dti,dti,0.82726264
Splenium,dti,dti,0.8325982
Splenium,dti,dti,0.8067561
Splenium,dti,dti,0.68634796
Splenium,dti,dti,0.44114748
Splenium,dti,dti,0.2638461
Splenium,dti,dti,0.14186881
Splenium,dti,dti,0.6694559
Splenium,dti,dti,0.7851698
Splenium,dti,dti,0.8000328
Splenium,dti,dti,0.8087528
Splenium,dti,dti,0.80972
Splenium,dti,dti,0.80723965
Splenium,dti,dti,0.80248773
Splenium,dti,dti,0.79790145
Splenium,dti,dti,0.7931268
Splenium,dti,dti,0.78299093
Splenium,dti,dti,0.77153724
Splenium,dti,dti,0.8011676
Splenium,dti,dti,0.8324141
Splenium,dti,dti,0.84479344
Splenium,dti,dti,0.84907484
Splenium,dti,dti,0.8160176
Splenium,dti,dti,0.79585016
Splenium,dti,dti,0.8050073
Splenium,dti,dti,0.7455531
Splenium,dti,dti,0.59747046
Splenium,dti,dti,0.4063031
Splenium,dti,dti,0.18258086
Splenium,dti,dti,0.12284404
Splenium,dti,dti,0.6574557
Splenium,dti,dti,0.7241808
Splenium,dti,dti,0.7817398
Splenium,dti,dti,0.8279638
Splenium,dti,dti,0.83436185
Splenium,dti,dti,0.8109982
Splenium,dti,dti,0.78962296
Splenium,dti,dti,0.7689823
Splenium,dti,dti,0.7537961
Splenium,dti,dti,0.73929983
Splenium,dti,dti,0.77666754
Splenium,dti,dti,0.816422
Splenium,dti,dti,0.83858085
Splenium,dti,dti,0.8497906
Splenium,dti,dti,0.8105741
Splenium,dti,dti,0.78898686
Splenium,dti,dti,0.80823934
Splenium,dti,dti,0.7901343
Splenium,dti,dti,0.72464955
Splenium,dti,dti,0.537364
Splenium,dti,dti,0.2571221
Splenium,dti,dti,0.14830841
Splenium,dti,dti,0.5903562
Splenium,dti,dti,0.7207267
Splenium,dti,dti,0.8493775
Splenium,dti,dti,0.87030375
Splenium,dti,dti,0.81055266
Splenium,dti,dti,0.76088166
Splenium,dti,dti,0.715964
Splenium,dti,dti,0.7169448
Splenium,dti,dti,0.7279381
Splenium,dti,dti,0.7556623
Splenium,dti,dti,0.7835006
Splenium,dti,dti,0.79419243
Splenium,dti,dti,0.80481476
Splenium,dti,dti,0.8149665
Splenium,dti,dti,0.8201706
Splenium,dti,dti,0.81501794
Splenium,dti,dti,0.8090149
Splenium,dti,dti,0.8023496
Splenium,dti,dti,0.64981556
Splenium,dti,dti,0.3885047
Splenium,dti,dti,0.22664648
Splenium,dti,dti,0.1075941
Splenium,dti,dti,0.6520567
Splenium,dti,dti,0.6513369
Splenium,dti,dti,0.6624534
Splenium,dti,dti,0.6826258
Splenium,dti,dti,0.70506555
Splenium,dti,dti,0.7452735
Splenium,dti,dti,0.7842269
Splenium,dti,dti,0.7942382
Splenium,dti,dti,0.8054827
Splenium,dti,dti,0.8237141
Splenium,dti,dti,0.83226985
Splenium,dti,dti,0.8197113
Splenium,dti,dti,0.8211594
Splenium,dti,dti,0.84025925
Splenium,dti,dti,0.73397386
Splenium,dti,dti,0.53548104
Splenium,dti,dti,0.33122236
Splenium,dti,dti,0.124678224
Splenium,dti,dti,0.59221315
Splenium,dti,dti,0.63794774
Splenium,dti,dti,0.6667873
Splenium,dti,dti,0.7373564
Splenium,dti,dti,0.8055874
Splenium,dti,dti,0.8215565
Splenium,dti,dti,0.8337702
Splenium,dti,dti,0.8331313
Splenium,dti,dti,0.8293519
Splenium,dti,dti,0.8204273
Splenium,dti,dti,0.8233793
Splenium,dti,dti,0.5996833
Splenium,dti,dti,0.65821195
Splenium,dti,dti,0.6728123
Splenium,dti,dti,0.6924931
Splenium,dti,dti,0.43946284
Splenium,dti,dti,0.5064863
Splenium,dti,dti,0.5645615
Splenium,dti,dti,0.57966363
Splenium,dti,dti,0.57966876
Splenium,dti,dti,0.5624271
Splenium,dti,dti,0.5423899
Splenium,dti,dti,0.45553043
Splenium,dti,dti,0.6492009
Splenium,dti,dti,0.68310034
Splenium,dti,dti,0.7126798
Splenium,dti,dti,0.7408532
Splenium,dti,dti,0.7379532
Splenium,dti,dti,0.7240585
Splenium,dti,dti,0.7244182
Splenium,dti,dti,0.72627383
Splenium,dti,dti,0.6415914
Splenium,dti,dti,0.5439688
Splenium,dti,dti,0.35501537
Splenium,dti,dti,0.678635
Splenium,dti,dti,0.7136926
Splenium,dti,dti,0.73930305
Splenium,dti,dti,0.76379097
Splenium,dti,dti,0.7880689
Splenium,dti,dti,0.78668904
Splenium,dti,dti,0.7764197
Splenium,dti,dti,0.788215
Splenium,dti,dti,0.80264866
Splenium,dti,dti,0.749071
Splenium,dti,dti,0.6819388
Splenium,dti,dti,0.52588725
Splenium,dti,dti,0.36973625
Splenium,dti,dti,0.2158733
Splenium,dti,dti,0.64060915
Splenium,dti,dti,0.7712977
Splenium,dti,dti,0.7605284
Splenium,dti,dti,0.7619511
Splenium,dti,dti,0.7758993
Splenium,dti,dti,0.7975437
Splenium,dti,dti,0.82342523
Splenium,dti,dti,0.82582104
Splenium,dti,dti,0.82042444
Splenium,dti,dti,0.83946484
Splenium,dti,dti,0.86193883
Splenium,dti,dti,0.84381413
Splenium,dti,dti,0.81325275
Splenium,dti,dti,0.7061928
Splenium,dti,dti,0.5582843
Splenium,dti,dti,0.29602304
Splenium,dti,dti,0.7278133
Splenium,dti,dti,0.80328655
Splenium,dti,dti,0.79991055
Splenium,dti,dti,0.7925131
Splenium,dti,dti,0.781787
Splenium,dti,dti,0.79669106
Splenium,dti,dti,0.82590324
Splenium,dti,dti,0.833543
Splenium,dti,dti,0.83459604
Splenium,dti,dti,0.84077996
Splenium,dti,dti,0.8480017
Splenium,dti,dti,0.8505407
Splenium,dti,dti,0.84390813
Splenium,dti,dti,0.7809408
Splenium,dti,dti,0.6696306
Splenium,dti,dti,0.42675024
Splenium,dti,dti,0.2539728
Splenium,dti,dti,0.7567587
Splenium,dti,dti,0.80903584
Splenium,dti,dti,0.83940446
Splenium,dti,dti,0.83934903
Splenium,dti,dti,0.8228368
Splenium,dti,dti,0.7911801
Splenium,dti,dti,0.7993238
Splenium,dti,dti,0.8294787
Splenium,dti,dti,0.8400018
Splenium,dti,dti,0.84502006
